DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-09-14 00:00:00;17;11;1;0;10;7;0;0;0;0;16;12;6;16;6;0;0
2019-09-14 00:15:00;14;15;0;0;18;9;2;2;0;1;9;16;11;28;11;0;0
2019-09-14 00:30:00;13;18;0;0;13;4;0;0;0;0;13;19;5;17;5;0;0
2019-09-14 00:45:00;10;6;0;0;16;8;2;2;0;0;11;6;7;22;7;0;0
2019-09-14 01:00:00;12;3;0;0;14;4;1;1;0;0;13;4;5;18;5;0;0
2019-09-14 01:15:00;11;5;0;0;8;3;0;0;0;0;9;4;3;11;4;0;0
2019-09-14 01:30:00;10;7;0;0;15;2;1;1;0;0;8;8;2;17;2;0;0
2019-09-14 01:45:00;10;9;0;0;12;5;2;2;2;0;10;9;5;17;5;0;0
2019-09-14 02:00:00;8;6;0;0;19;7;1;1;0;0;8;8;8;26;8;0;0
2019-09-14 02:15:00;11;5;0;0;13;7;2;2;1;2;11;6;7;20;7;0;0
2019-09-14 02:30:00;4;7;0;0;3;2;1;1;0;0;4;7;2;5;2;0;0
2019-09-14 02:45:00;6;2;0;0;11;7;2;2;2;0;8;2;8;18;7;0;0
2019-09-14 03:00:00;4;3;0;0;8;0;1;1;0;0;4;3;0;8;0;0;0
2019-09-14 03:15:00;7;4;0;0;7;3;0;0;0;0;6;4;3;9;3;0;0
2019-09-14 03:30:00;7;3;0;0;6;7;0;0;0;0;7;3;8;13;9;0;0
2019-09-14 03:45:00;3;2;0;0;4;4;1;1;0;0;3;2;5;8;4;0;0
2019-09-14 04:00:00;5;4;0;0;6;2;0;0;0;0;4;4;2;8;3;0;0
2019-09-14 04:15:00;3;3;0;0;3;3;1;1;2;1;3;3;4;6;3;0;0
2019-09-14 04:30:00;7;3;0;0;8;2;1;1;0;0;7;4;2;10;2;0;0
2019-09-14 04:45:00;6;5;0;1;7;2;1;1;0;1;5;5;3;9;3;0;0
2019-09-14 05:00:00;7;8;0;0;10;7;1;1;1;0;7;8;7;17;7;0;0
2019-09-14 05:15:00;11;2;0;1;13;3;0;0;0;0;10;2;3;15;3;0;0
2019-09-14 05:30:00;15;11;0;0;10;8;0;0;0;2;15;12;9;17;8;0;0
2019-09-14 05:45:00;12;12;0;0;10;7;2;3;1;0;11;12;5;16;6;0;0
2019-09-14 06:00:00;21;11;0;0;14;5;0;0;0;0;20;11;5;18;5;0;0
2019-09-14 06:15:00;25;12;0;0;16;10;0;0;0;1;22;13;10;24;10;0;0
2019-09-14 06:30:00;23;25;0;0;22;7;0;0;0;1;20;26;7;26;8;0;0
2019-09-14 06:45:00;14;14;1;0;20;5;0;0;1;1;13;14;5;24;5;0;0
2019-09-14 07:00:00;15;8;0;0;14;4;0;0;0;0;14;8;4;18;4;0;0
2019-09-14 07:15:00;32;12;0;0;20;7;0;0;0;0;28;14;9;26;9;0;0
2019-09-14 07:30:00;30;22;1;0;21;9;2;2;0;0;29;24;9;30;9;0;0
2019-09-14 07:45:00;35;25;0;0;24;15;0;0;0;0;33;27;14;38;13;0;0
2019-09-14 08:00:00;37;34;0;0;37;23;3;4;0;3;31;35;25;58;24;0;0
2019-09-14 08:15:00;46;28;0;0;34;23;2;2;0;0;40;30;21;53;21;0;0
2019-09-14 08:30:00;69;63;2;0;45;21;2;2;0;2;62;61;23;64;22;0;4
2019-09-14 08:45:00;59;50;0;2;47;30;4;4;3;0;56;50;31;73;31;0;2
2019-09-14 09:00:00;61;68;0;0;41;26;6;6;2;2;53;70;27;64;26;0;0
2019-09-14 09:15:00;74;76;1;0;69;45;6;6;1;1;71;72;40;102;41;0;0
2019-09-14 09:30:00;88;78;0;0;57;54;5;5;2;0;79;82;58;104;56;0;1
2019-09-14 09:45:00;86;108;0;1;72;55;6;7;3;1;75;107;58;113;55;0;1
2019-09-14 10:00:00;99;94;0;3;83;66;9;9;2;1;92;98;69;131;68;0;0
2019-09-14 10:15:00;84;96;0;1;91;74;2;2;2;1;79;96;77;149;74;0;0
2019-09-14 10:30:00;92;102;1;0;87;69;8;8;7;3;91;105;73;146;74;0;3
2019-09-14 10:45:00;110;119;0;1;90;76;14;14;6;1;104;121;75;151;77;0;0
2019-09-14 11:00:00;106;97;1;1;95;80;6;10;6;1;96;103;79;154;77;0;0
2019-09-14 11:15:00;95;112;0;0;110;83;8;7;4;0;91;113;88;168;88;0;2
2019-09-14 11:30:00;97;92;0;1;114;95;7;9;4;2;88;99;96;196;100;0;3
2019-09-14 11:45:00;85;102;1;2;108;73;7;7;5;4;80;109;76;166;76;9;0
2019-09-14 12:00:00;98;87;1;1;117;79;16;16;5;3;95;91;89;184;86;0;0
