DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2021-01-01 00:00:00;0;0;0;0;0;0;0;0;0;0
2021-01-01 00:15:00;0;0;0;2;1;0;0;0;0;0
2021-01-01 00:30:00;0;1;1;1;2;0;1;0;0;0
2021-01-01 00:45:00;2;1;1;0;1;0;1;0;0;0
2021-01-01 01:00:00;0;0;0;0;0;0;0;0;0;0
2021-01-01 01:15:00;1;0;0;2;1;0;0;0;0;0
2021-01-01 01:30:00;0;0;0;0;0;0;0;0;0;0
2021-01-01 01:45:00;0;0;0;0;1;0;0;0;0;0
2021-01-01 02:00:00;0;0;0;1;2;0;0;0;0;0
2021-01-01 02:15:00;0;0;1;1;1;0;2;0;0;0
2021-01-01 02:30:00;0;0;0;1;1;0;0;0;0;0
2021-01-01 02:45:00;1;0;0;2;2;1;1;0;0;0
2021-01-01 03:00:00;0;1;1;2;1;0;0;0;0;0
2021-01-01 03:15:00;2;0;0;0;0;0;0;0;0;0
2021-01-01 03:30:00;1;1;2;0;0;0;0;0;0;0
2021-01-01 03:45:00;0;0;0;0;1;0;1;0;0;0
2021-01-01 04:00:00;0;0;0;0;0;1;0;0;0;0
2021-01-01 04:15:00;0;0;0;2;2;0;0;0;0;0
2021-01-01 04:30:00;0;1;1;0;0;0;0;0;0;0
2021-01-01 04:45:00;2;2;0;0;0;2;0;0;0;0
2021-01-01 05:00:00;2;1;3;7;3;2;1;0;0;0
2021-01-01 05:15:00;3;3;3;2;0;0;0;0;0;0
2021-01-01 05:30:00;5;1;2;0;0;1;1;0;0;0
2021-01-01 05:45:00;10;1;2;2;0;0;1;0;0;0
2021-01-01 06:00:00;2;3;2;7;2;3;1;0;0;0
2021-01-01 06:15:00;5;3;1;3;1;1;0;0;0;0
2021-01-01 06:30:00;2;1;5;3;1;4;0;0;0;0
2021-01-01 06:45:00;2;4;5;1;1;4;1;0;0;0
2021-01-01 07:00:00;4;2;3;3;0;0;2;0;0;0
2021-01-01 07:15:00;1;0;1;3;1;1;2;0;0;0
2021-01-01 07:30:00;2;2;1;1;1;0;1;0;0;0
2021-01-01 07:45:00;2;3;1;1;0;2;0;0;0;0
2021-01-01 08:00:00;1;0;1;3;2;3;2;0;0;0
2021-01-01 08:15:00;1;4;4;1;0;2;3;0;0;0
2021-01-01 08:30:00;3;2;0;3;0;1;1;0;0;0
2021-01-01 08:45:00;1;4;0;2;1;1;1;0;0;0
2021-01-01 09:00:00;5;1;0;3;0;2;1;0;0;0
2021-01-01 09:15:00;2;7;5;6;0;2;0;0;0;1
2021-01-01 09:30:00;14;5;4;4;2;1;2;0;0;0
2021-01-01 09:45:00;12;7;4;3;0;3;4;0;0;0
2021-01-01 10:00:00;6;4;3;5;0;3;2;0;0;0
2021-01-01 10:15:00;16;2;6;9;0;3;4;0;0;0
2021-01-01 10:30:00;10;8;5;9;2;3;7;0;0;0
2021-01-01 10:45:00;6;9;8;13;3;3;10;0;0;0
2021-01-01 11:00:00;14;9;8;12;5;8;6;0;0;0
2021-01-01 11:15:00;22;6;5;11;2;6;4;0;0;1
2021-01-01 11:30:00;23;9;5;21;6;9;14;0;0;0
2021-01-01 11:45:00;18;10;7;14;2;11;11;0;0;0
2021-01-01 12:00:00;18;17;12;15;4;8;14;0;0;0
2021-01-01 12:15:00;14;8;9;16;2;9;18;0;0;1
2021-01-01 12:30:00;18;1;10;12;3;6;8;0;0;0
2021-01-01 12:45:00;23;5;10;20;8;9;12;0;1;0
2021-01-01 13:00:00;29;10;14;39;3;13;17;0;0;0
2021-01-01 13:15:00;20;13;11;10;1;6;14;0;0;1
2021-01-01 13:30:00;18;6;7;18;7;9;14;0;0;0
2021-01-01 13:45:00;23;9;13;22;3;7;17;0;0;0
2021-01-01 14:00:00;16;6;9;14;8;9;10;0;0;0
2021-01-01 14:15:00;15;7;7;21;2;9;15;0;0;1
2021-01-01 14:30:00;18;11;10;21;4;8;14;0;0;0
2021-01-01 14:45:00;25;10;4;15;6;7;19;0;0;0
2021-01-01 15:00:00;18;14;10;19;2;10;12;0;0;0
2021-01-01 15:15:00;25;12;7;14;4;11;18;0;0;1
2021-01-01 15:30:00;21;9;4;23;9;9;10;0;0;0
2021-01-01 15:45:00;24;11;6;16;1;9;17;0;0;0
2021-01-01 16:00:00;23;12;13;19;3;14;17;0;0;0
2021-01-01 16:15:00;15;10;9;16;2;8;11;0;0;1
2021-01-01 16:30:00;17;11;7;21;9;10;19;0;0;0
2021-01-01 16:45:00;18;15;5;16;3;9;14;0;0;0
2021-01-01 17:00:00;28;5;7;20;5;9;18;0;0;0
2021-01-01 17:15:00;20;10;12;15;4;11;14;0;0;1
2021-01-01 17:30:00;17;7;4;25;9;6;16;0;0;0
2021-01-01 17:45:00;22;10;9;21;1;4;13;0;0;0
2021-01-01 18:00:00;22;12;6;12;2;11;12;0;0;0
2021-01-01 18:15:00;18;6;11;13;2;6;10;0;0;1
