DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2019-12-16 00:00:00;2;1;0;1;2;6;6;4;5;7;4;0;0
2019-12-16 00:15:00;4;2;0;3;3;11;8;4;5;8;5;1;0
2019-12-16 00:30:00;6;1;0;2;3;6;8;3;1;8;6;0;0
2019-12-16 00:45:00;6;3;0;5;5;6;9;5;4;3;5;2;0
2019-12-16 01:00:00;5;1;0;1;2;7;6;1;0;1;5;0;0
2019-12-16 01:15:00;5;2;1;0;0;8;10;2;0;0;1;1;1
2019-12-16 01:30:00;9;1;1;1;0;10;8;1;2;7;5;0;1
2019-12-16 01:45:00;3;3;1;1;1;12;6;2;2;1;2;2;1
2019-12-16 02:00:00;5;2;1;2;0;6;1;1;1;2;3;1;1
2019-12-16 02:15:00;5;0;0;0;0;3;1;1;0;2;2;0;0
2019-12-16 02:30:00;2;3;1;1;0;6;3;2;1;5;8;2;2
2019-12-16 02:45:00;3;3;0;1;0;7;5;1;1;3;5;2;1
2019-12-16 03:00:00;4;2;0;0;0;10;10;1;1;2;2;1;0
2019-12-16 03:15:00;8;1;0;1;2;12;9;2;0;0;1;0;0
2019-12-16 03:30:00;4;3;0;2;1;4;5;2;1;2;2;0;0
2019-12-16 03:45:00;5;0;0;2;2;5;2;3;3;0;2;1;0
2019-12-16 04:00:00;7;2;0;4;5;0;7;2;0;2;4;2;0
2019-12-16 04:15:00;6;3;1;1;3;0;1;1;1;1;2;1;1
2019-12-16 04:30:00;11;1;0;3;9;0;12;3;1;0;1;1;0
2019-12-16 04:45:00;15;3;3;4;9;0;19;4;3;4;5;4;3
2019-12-16 05:00:00;16;4;2;9;13;0;22;5;3;4;1;0;3
2019-12-16 05:15:00;26;16;2;17;19;0;42;14;3;3;2;0;2
2019-12-16 05:30:00;35;16;8;17;20;0;36;19;5;7;10;2;8
2019-12-16 05:45:00;37;40;10;22;31;10;53;23;12;12;9;4;11
2019-12-16 06:00:00;39;27;12;20;27;47;52;21;8;9;8;1;10
2019-12-16 06:15:00;53;47;7;36;43;61;68;31;22;12;7;1;6
2019-12-16 06:30:00;44;37;14;44;59;82;83;43;31;17;10;8;12
2019-12-16 06:45:00;48;48;16;71;59;99;131;75;44;28;20;5;17
2019-12-16 07:00:00;67;57;20;49;50;84;87;52;38;29;12;3;18
2019-12-16 07:15:00;84;73;23;51;45;102;113;79;49;42;26;13;22
2019-12-16 07:30:00;18;13;8;19;10;33;37;22;15;10;8;4;8
2019-12-16 07:45:00;
2019-12-16 08:00:00;
2019-12-16 08:15:00;
2019-12-16 08:30:00;
2019-12-16 08:45:00;
2019-12-16 09:00:00;14;10;5;13;7;15;16;12;9;10;5;1;3
2019-12-16 09:15:00;87;84;22;94;46;95;99;75;60;62;43;18;19
2019-12-16 09:30:00;82;62;29;89;39;98;94;77;53;70;56;20;27
2019-12-16 09:45:00;88;74;33;89;52;103;89;76;57;67;49;22;31
2019-12-16 10:00:00;81;81;25;112;37;78;88;65;51;73;58;16;13
2019-12-16 10:15:00;90;80;27;107;42;114;107;81;55;92;81;26;26
2019-12-16 10:30:00;93;81;39;93;43;97;91;82;55;78;71;27;36
2019-12-16 10:45:00;83;67;20;95;39;90;85;78;63;100;80;27;20
2019-12-16 11:00:00;82;72;34;88;33;100;95;69;52;106;69;25;28
2019-12-16 11:15:00;86;78;25;94;36;97;83;60;47;111;68;29;20
