DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-10-16 00:00:00;6;1;0;7;4;3;4;8;0;6
2019-10-16 00:15:00;8;5;2;7;7;4;9;5;5;5
2019-10-16 00:30:00;5;2;1;6;8;2;9;7;1;2
2019-10-16 00:45:00;12;5;0;3;4;2;4;4;4;8
2019-10-16 01:00:00;7;5;0;7;5;2;4;3;5;4
2019-10-16 01:15:00;11;5;1;7;3;1;3;4;6;8
2019-10-16 01:30:00;3;7;3;7;6;1;4;7;9;3
2019-10-16 01:45:00;2;3;0;5;2;4;2;2;5;2
2019-10-16 02:00:00;4;4;0;5;3;2;2;3;3;3
2019-10-16 02:15:00;3;2;2;3;3;0;2;2;5;2
2019-10-16 02:30:00;3;2;0;1;4;1;4;1;3;3
2019-10-16 02:45:00;3;1;2;5;4;0;4;5;0;2
2019-10-16 03:00:00;3;3;0;3;0;0;0;2;2;2
2019-10-16 03:15:00;2;1;1;1;2;0;1;1;1;2
2019-10-16 03:30:00;2;1;0;3;1;2;2;2;0;1
2019-10-16 03:45:00;6;2;0;7;1;2;1;4;3;5
2019-10-16 04:00:00;2;1;0;3;1;0;1;3;1;2
2019-10-16 04:15:00;8;2;2;4;7;0;5;4;2;8
2019-10-16 04:30:00;7;5;0;9;6;2;7;7;5;7
2019-10-16 04:45:00;14;6;1;14;9;10;12;10;8;13
2019-10-16 05:00:00;28;15;3;18;24;9;27;16;15;26
2019-10-16 05:15:00;54;34;2;41;54;5;55;41;34;51
2019-10-16 05:30:00;49;20;3;52;63;22;66;53;23;48
2019-10-16 05:45:00;79;57;7;73;66;20;73;71;58;65
2019-10-16 06:00:00;85;59;11;52;62;13;66;47;66;76
2019-10-16 06:15:00;99;79;7;100;108;34;105;97;83;80
2019-10-16 06:30:00;64;70;10;136;154;33;158;130;70;50
2019-10-16 06:45:00;66;60;4;139;139;22;140;137;55;57
2019-10-16 07:00:00;81;61;18;173;170;33;174;175;58;67
2019-10-16 07:15:00;77;47;21;164;161;42;156;162;47;69
2019-10-16 07:30:00;76;55;27;132;124;41;124;128;49;62
2019-10-16 07:45:00;122;95;27;113;110;55;112;131;101;112
2019-10-16 08:00:00;97;66;18;159;128;46;125;148;55;93
2019-10-16 08:15:00;85;50;23;136;167;45;174;150;58;69
2019-10-16 08:30:00;83;61;25;124;137;31;133;110;60;68
2019-10-16 08:45:00;63;55;5;104;128;43;133;83;57;62
2019-10-16 09:00:00;63;78;16;88;111;26;116;83;68;48
2019-10-16 09:15:00;65;57;10;98;122;24;129;89;49;60
2019-10-16 09:30:00;65;40;12;78;84;24;93;69;45;55
2019-10-16 09:45:00;80;56;15;93;111;31;111;95;53;59
2019-10-16 10:00:00;74;53;20;78;80;27;89;75;50;59
2019-10-16 10:15:00;68;48;16;72;83;35;92;59;41;59
2019-10-16 10:30:00;79;62;23;57;64;27;77;53;70;80
2019-10-16 10:45:00;72;84;18;78;96;23;91;74;75;68
2019-10-16 11:00:00;67;82;22;75;75;13;81;61;69;57
2019-10-16 11:15:00;86;76;10;59;58;20;69;44;75;71
2019-10-16 11:30:00;86;83;22;71;68;26;79;61;85;79
2019-10-16 11:45:00;93;81;18;70;62;25;76;54;85;70
2019-10-16 12:00:00;85;78;13;86;65;20;76;78;72;77
2019-10-16 12:15:00;95;86;15;66;74;20;76;59;87;90
2019-10-16 12:30:00;110;100;17;68;76;34;86;68;96;93
2019-10-16 12:45:00;85;83;12;86;104;31;105;68;80;71
2019-10-16 13:00:00;103;87;15;64;75;27;84;56;85;91
2019-10-16 13:15:00;126;110;13;74;94;28;104;60;103;121
2019-10-16 13:30:00;119;100;15;103;111;32;129;88;113;97
2019-10-16 13:45:00;118;71;22;72;81;27;90;60;72;103
2019-10-16 14:00:00;110;105;21;69;89;28;97;64;109;103
2019-10-16 14:15:00;134;135;20;80;99;28;101;66;144;103
2019-10-16 14:30:00;143;131;24;83;106;25;114;65;142;129
2019-10-16 14:45:00;143;124;20;72;101;20;106;55;117;139
2019-10-16 15:00:00;140;123;27;71;92;22;104;54;123;131
2019-10-16 15:15:00;148;135;20;65;102;30;112;56;140;132
2019-10-16 15:30:00;141;139;35;87;123;39;132;70;142;132
2019-10-16 15:45:00;144;142;25;73;110;28;119;61;145;131
2019-10-16 16:00:00;173;161;23;72;113;40;129;65;160;162
2019-10-16 16:15:00;179;173;25;77;151;40;139;93;177;175
2019-10-16 16:30:00;166;146;31;75;111;26;101;72;151;144
2019-10-16 16:45:00;157;140;38;76;131;31;135;78;141;148
2019-10-16 17:00:00;171;140;46;66;177;43;163;68;136;173
2019-10-16 17:15:00;190;147;43;59;183;52;179;57;148;192
2019-10-16 17:30:00;140;130;34;90;145;36;149;76;116;130
2019-10-16 17:45:00;136;116;34;84;123;34;127;60;122;130
2019-10-16 18:00:00;126;109;28;85;117;28;126;81;115;118
2019-10-16 18:15:00;127;105;27;74;99;36;100;68;152;105
2019-10-16 18:30:00;96;79;21;88;105;32;112;68;86;75
2019-10-16 18:45:00;94;70;17;82;102;24;110;62;69;89
2019-10-16 19:00:00;90;67;18;79;87;21;95;65;66;79
2019-10-16 19:15:00;78;73;14;47;55;24;60;39;72;64
2019-10-16 19:30:00;64;44;13;77;54;23;62;53;44;51
2019-10-16 19:45:00;64;36;7;73;43;23;46;65;32;47
2019-10-16 20:00:00;53;48;9;52;43;20;49;46;46;46
2019-10-16 20:15:00;62;48;8;54;49;16;51;40;46;50
2019-10-16 20:30:00;72;45;7;44;57;19;60;42;48;65
2019-10-16 20:45:00;49;38;5;38;46;11;50;31;36;38
2019-10-16 21:00:00;59;39;8;52;56;13;61;44;43;48
2019-10-16 21:15:00;45;38;6;39;41;19;46;32;37;40
2019-10-16 21:30:00;53;37;8;34;40;17;43;30;37;47
2019-10-16 21:45:00;49;41;5;21;20;6;20;16;42;48
2019-10-16 22:00:00;90;63;6;35;30;10;30;20;58;77
2019-10-16 22:15:00;73;44;6;29;33;7;28;22;47;68
2019-10-16 22:30:00;48;38;5;24;21;8;19;15;40;41
2019-10-16 22:45:00;27;17;3;18;11;6;11;11;19;27
2019-10-16 23:00:00;26;16;2;14;13;6;11;12;10;21
2019-10-16 23:15:00;17;7;3;10;10;3;11;8;8;14
2019-10-16 23:30:00;13;6;0;12;4;3;5;8;8;12
2019-10-16 23:45:00;13;7;0;7;11;1;11;8;7;10
