DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-06-22 00:00:00;269;1;0;0;0;1;0;4;3;0;0;0;0;0
2020-06-22 00:15:00;5;0;0;0;6;5;1;2;8;0;0;0;0;0
2020-06-22 00:30:00;264;4;0;0;0;0;0;0;4;0;0;0;0;0
2020-06-22 00:45:00;254;0;0;0;0;0;0;0;6;0;0;0;0;0
2020-06-22 01:00:00;259;1;0;0;0;1;2;0;7;0;0;0;0;0
2020-06-22 01:15:00;3;0;0;0;0;0;0;2;6;0;0;0;0;0
2020-06-22 01:30:00;2;3;1;1;1;3;0;2;2;0;0;0;0;0
2020-06-22 01:45:00;0;1;0;0;0;1;0;0;2;0;0;0;0;0
2020-06-22 02:00:00;0;1;2;1;1;0;0;1;3;0;0;0;0;0
2020-06-22 02:15:00;1;0;0;0;0;1;0;1;4;0;0;0;0;0
2020-06-22 02:30:00;1;3;1;3;0;0;0;0;4;0;0;0;0;0
2020-06-22 03:00:00;0;3;0;0;1;0;0;0;2;0;0;0;0;0
2020-06-22 03:15:00;2;5;0;0;0;0;0;1;5;0;0;0;0;0
2020-06-22 03:30:00;0;3;1;1;0;2;0;0;0;0;0;0;0;0
2020-06-22 03:45:00;1;0;0;0;2;1;0;0;2;0;0;0;0;0
2020-06-22 04:00:00;2;2;0;1;0;0;0;1;7;0;0;0;0;0
2020-06-22 04:15:00;0;3;0;1;0;0;0;3;7;0;0;0;0;0
2020-06-22 04:30:00;2;7;3;4;4;0;0;2;13;0;0;0;0;0
2020-06-22 05:00:00;3;0;9;8;3;1;0;19;54;1;0;0;0;0
2020-06-22 05:15:00;9;19;16;28;21;0;0;42;134;0;0;0;1;2
2020-06-22 05:30:00;11;19;24;26;18;3;0;48;118;0;0;0;1;0
2020-06-22 05:45:00;8;12;23;21;6;0;3;31;74;0;0;0;2;0
2020-06-22 06:00:00;9;18;13;16;5;0;2;27;46;0;0;0;1;0
2020-06-22 06:15:00;13;15;26;26;8;1;1;38;59;0;0;0;0;0
2020-06-22 06:30:00;13;20;61;51;8;2;0;53;89;0;0;0;2;1
2020-06-22 06:45:00;22;28;38;40;12;2;2;52;73;5;0;0;2;1
2020-06-22 07:00:00;27;28;37;35;8;1;0;50;83;0;0;0;3;2
2020-06-22 07:15:00;39;37;36;39;15;3;0;70;81;3;0;0;1;0
2020-06-22 07:30:00;36;31;30;28;13;4;0;65;94;0;0;0;4;1
2020-06-22 07:45:00;32;44;32;35;7;1;1;76;92;1;0;1;3;1
2020-06-22 08:00:00;36;33;31;34;13;3;1;61;69;0;0;0;1;0
2020-06-22 08:15:00;292;29;36;41;7;1;4;53;59;4;0;0;4;0
2020-06-22 08:30:00;34;29;23;25;14;1;2;37;48;0;0;0;2;0
2020-06-22 08:45:00;320;25;9;16;7;3;1;46;48;0;0;0;2;1
2020-06-22 09:00:00;284;20;13;17;8;5;1;39;30;0;0;0;1;0
2020-06-22 09:15:00;287;36;12;16;10;7;4;45;41;0;0;0;4;2
2020-06-22 09:30:00;19;23;7;8;6;2;0;25;33;0;0;0;0;1
2020-06-22 09:45:00;28;39;12;14;9;4;0;34;40;0;0;0;2;3
2020-06-22 10:00:00;23;29;11;12;16;1;0;22;25;0;0;0;3;0
2020-06-22 10:15:00;29;26;10;11;11;4;1;32;36;0;0;0;3;2
2020-06-22 10:30:00;31;32;16;20;8;4;2;16;42;0;0;0;1;0
2020-06-22 10:45:00;28;30;13;20;10;4;2;52;43;0;0;0;1;1
2020-06-22 11:00:00;20;34;7;10;14;5;3;31;44;1;0;0;5;1
2020-06-22 11:15:00;19;41;16;28;19;11;0;9;55;0;0;0;10;10
2020-06-22 11:30:00;20;32;12;16;12;7;3;31;39;2;0;0;8;6
2020-06-22 11:45:00;30;28;10;9;16;5;2;35;79;1;2;0;5;5
