DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2019-08-25 00:00:00;48;40;0;0;0;0;0
2019-08-25 00:15:00;82;27;2;2;0;0;0
2019-08-25 00:30:00;64;22;3;3;0;0;0
2019-08-25 00:45:00;56;24;2;2;0;0;0
2019-08-25 01:00:00;46;27;0;0;0;0;0
2019-08-25 01:15:00;38;18;0;0;0;0;0
2019-08-25 01:30:00;24;23;1;1;0;0;0
2019-08-25 01:45:00;37;27;1;1;0;0;0
2019-08-25 02:00:00;20;19;0;0;0;0;0
2019-08-25 02:15:00;28;24;0;0;0;0;0
2019-08-25 02:30:00;18;16;0;0;0;0;0
2019-08-25 02:45:00;17;17;0;0;0;0;0
2019-08-25 03:00:00;16;22;0;0;0;0;0
2019-08-25 03:15:00;12;14;0;0;0;0;0
2019-08-25 03:30:00;14;8;0;0;0;0;0
2019-08-25 03:45:00;11;6;0;0;0;0;0
2019-08-25 04:00:00;15;9;0;0;0;0;0
2019-08-25 04:15:00;20;11;1;1;0;0;0
2019-08-25 04:30:00;11;13;0;0;0;0;0
2019-08-25 04:45:00;11;18;0;0;0;0;0
2019-08-25 05:00:00;3;10;1;1;0;0;0
2019-08-25 05:15:00;11;13;0;0;0;0;0
2019-08-25 05:30:00;14;25;1;1;0;0;0
2019-08-25 05:45:00;28;16;0;0;0;0;0
2019-08-25 06:00:00;16;17;0;0;0;0;0
2019-08-25 06:15:00;12;16;0;0;0;0;0
2019-08-25 06:30:00;17;31;1;1;0;0;0
2019-08-25 06:45:00;15;19;1;1;0;0;0
2019-08-25 07:00:00;27;13;1;1;0;0;0
2019-08-25 07:15:00;21;15;0;0;0;0;0
2019-08-25 07:30:00;23;24;3;3;0;0;0
2019-08-25 07:45:00;22;36;4;4;0;0;0
2019-08-25 08:00:00;28;27;5;5;0;0;0
2019-08-25 08:15:00;29;50;2;2;0;0;0
2019-08-25 08:30:00;38;39;4;4;0;0;0
2019-08-25 08:45:00;48;52;1;1;0;0;0
2019-08-25 09:00:00;37;50;5;5;0;0;0
2019-08-25 09:15:00;61;66;5;5;0;0;0
2019-08-25 09:30:00;54;88;8;8;0;0;0
2019-08-25 09:45:00;97;100;8;8;0;0;0
2019-08-25 10:00:00;63;74;1;1;0;0;0
2019-08-25 10:15:00;109;90;4;4;0;0;0
2019-08-25 10:30:00;94;86;5;5;1;0;0
2019-08-25 10:45:00;110;102;11;11;0;0;0
2019-08-25 11:00:00;103;72;7;7;0;0;0
2019-08-25 11:15:00;104;117;5;5;0;0;0
2019-08-25 11:30:00;101;90;6;6;1;0;0
2019-08-25 11:45:00;128;106;7;7;0;0;0
2019-08-25 12:00:00;91;92;13;13;0;0;0
2019-08-25 12:15:00;89;96;10;10;3;0;0
2019-08-25 12:30:00;101;90;5;5;0;0;0
2019-08-25 12:45:00;129;85;8;8;0;0;0
2019-08-25 13:00:00;101;69;5;5;0;0;0
2019-08-25 13:15:00;117;89;7;7;2;0;0
2019-08-25 13:30:00;94;91;4;4;0;0;0
2019-08-25 13:45:00;118;103;2;2;0;0;0
2019-08-25 14:00:00;109;91;5;5;0;0;0
2019-08-25 14:15:00;122;104;13;13;0;0;0
2019-08-25 14:30:00;103;103;7;7;5;0;0
2019-08-25 14:45:00;130;123;6;6;2;0;0
2019-08-25 15:00:00;92;96;4;4;0;0;0
2019-08-25 15:15:00;118;98;7;7;0;0;0
2019-08-25 15:30:00;85;100;5;5;0;0;0
2019-08-25 15:45:00;106;131;7;7;0;0;0
2019-08-25 16:00:00;86;86;6;6;0;0;0
2019-08-25 16:15:00;83;143;3;3;1;0;0
2019-08-25 16:30:00;110;101;2;2;3;0;0
2019-08-25 16:45:00;98;135;8;8;0;0;0
2019-08-25 17:00:00;97;123;8;8;3;0;0
2019-08-25 17:15:00;113;122;3;3;5;0;0
2019-08-25 17:30:00;107;107;1;1;0;0;0
2019-08-25 17:45:00;117;129;11;11;0;0;0
2019-08-25 18:00:00;96;117;5;5;0;0;0
2019-08-25 18:15:00;134;122;6;6;13;0;0
2019-08-25 18:30:00;121;120;6;6;0;0;0
2019-08-25 18:45:00;101;120;10;10;0;0;0
2019-08-25 19:00:00;120;84;3;3;0;0;0
2019-08-25 19:15:00;111;90;6;6;13;0;0
2019-08-25 19:30:00;91;90;8;8;0;0;0
2019-08-25 19:45:00;99;113;8;8;0;0;0
2019-08-25 20:00:00;100;88;3;3;0;0;0
2019-08-25 20:15:00;94;89;6;6;0;0;0
2019-08-25 20:30:00;78;54;2;2;0;0;0
2019-08-25 20:45:00;88;72;3;3;0;0;0
2019-08-25 21:00:00;84;57;3;3;0;0;0
2019-08-25 21:15:00;67;60;3;3;0;0;0
2019-08-25 21:30:00;63;49;1;1;0;0;0
2019-08-25 21:45:00;82;55;1;1;0;0;0
2019-08-25 22:00:00;65;50;1;1;0;0;0
2019-08-25 22:15:00;57;47;0;0;0;0;0
2019-08-25 22:30:00;49;43;0;0;0;0;0
2019-08-25 22:45:00;44;38;1;1;0;0;0
2019-08-25 23:00:00;46;32;0;0;0;0;0
2019-08-25 23:15:00;52;19;1;1;0;0;0
2019-08-25 23:30:00;35;24;1;1;0;0;0
2019-08-25 23:45:00;33;25;1;1;0;0;0
