DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-12-29 00:00:00;5;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 00:15:00;6;4;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 00:30:00;6;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 00:45:00;7;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 01:00:00;4;7;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 01:15:00;4;0;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 01:30:00;4;6;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 01:45:00;3;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 02:00:00;6;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 02:15:00;4;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 02:30:00;4;5;5;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 02:45:00;8;2;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 03:00:00;5;4;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 03:15:00;3;7;4;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 03:30:00;3;8;5;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 03:45:00;6;7;5;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 04:00:00;8;5;2;7;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-29 04:15:00;12;9;4;12;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-29 04:30:00;3;11;3;9;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
