DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-12-08 00:00:00;4;7;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 00:15:00;7;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 00:30:00;6;7;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 00:45:00;7;8;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:00:00;4;13;8;15;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:15:00;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:30:00;6;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:45:00;4;4;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 02:00:00;9;4;7;8;3;3;3;0;0;0;0;0;0;0;0;0;0;1;0
2020-12-08 02:15:00;4;9;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 02:30:00;7;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 02:45:00;6;9;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:00:00;3;5;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:15:00;5;7;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:30:00;7;7;6;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:45:00;9;7;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:00:00;11;17;9;23;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:15:00;13;16;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:30:00;24;32;13;30;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:45:00;22;36;12;35;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 05:00:00;49;105;26;94;5;4;4;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-08 05:15:00;60;124;28;108;5;5;5;2;2;0;0;0;0;0;0;0;0;0;0
