DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-04-12 00:00:00;0;4;0;0;0;0;4;5;1;0
2020-04-12 00:15:00;0;4;0;0;0;0;6;4;0;0
2020-04-12 00:30:00;0;9;0;0;0;0;5;4;0;0
2020-04-12 00:45:00;0;5;0;0;0;1;7;3;2;0
2020-04-12 01:00:00;0;7;0;0;0;0;6;2;0;0
2020-04-12 01:15:00;0;8;0;0;1;1;3;3;0;0
2020-04-12 01:30:00;0;4;0;0;0;0;4;1;0;0
2020-04-12 01:45:00;0;3;0;0;0;0;2;6;0;0
2020-04-12 02:00:00;0;4;0;0;0;1;3;3;0;0
2020-04-12 02:15:00;0;3;0;0;0;0;3;1;0;0
2020-04-12 02:30:00;0;3;0;0;0;0;4;1;0;0
2020-04-12 02:45:00;0;3;0;0;0;0;0;1;1;0
2020-04-12 03:00:00;0;0;1;0;0;0;3;0;0;0
2020-04-12 03:15:00;0;2;0;0;0;0;5;0;0;0
2020-04-12 03:30:00;0;4;0;0;1;0;0;0;0;0
2020-04-12 03:45:00;0;3;0;0;0;0;2;0;0;0
2020-04-12 04:00:00;0;1;0;0;0;0;4;2;0;0
2020-04-12 04:15:00;0;2;0;0;0;0;2;1;0;0
2020-04-12 04:30:00;0;2;0;1;0;0;0;0;0;0
2020-04-12 04:45:00;0;2;0;0;0;1;2;1;0;1
2020-04-12 05:00:00;0;5;0;0;1;4;4;0;0;0
2020-04-12 05:15:00;0;7;0;0;1;5;1;2;0;1
2020-04-12 05:30:00;0;1;0;1;0;0;6;14;0;0
2020-04-12 05:45:00;0;3;0;2;1;0;11;14;1;0
2020-04-12 06:00:00;0;8;0;3;2;3;7;9;0;0
2020-04-12 06:15:00;0;5;0;1;0;1;10;8;0;0
2020-04-12 06:30:00;0;11;0;0;1;1;6;2;1;1
2020-04-12 06:45:00;0;9;0;0;0;0;8;3;0;0
2020-04-12 07:00:00;0;4;0;0;0;2;7;7;0;0
2020-04-12 07:15:00;0;13;1;0;0;0;8;7;0;0
2020-04-12 07:30:00;0;8;0;0;1;2;6;5;0;0
2020-04-12 07:45:00;0;7;0;0;0;0;10;7;0;0
2020-04-12 08:00:00;0;5;0;0;0;0;5;4;0;0
2020-04-12 08:15:00;0;8;0;0;1;2;14;7;1;0
2020-04-12 08:30:00;0;10;0;0;0;2;7;9;2;1
2020-04-12 08:45:00;0;14;0;0;0;3;15;16;1;1
2020-04-12 09:00:00;0;17;1;0;0;0;10;11;0;1
2020-04-12 09:15:00;0;18;0;0;0;2;18;16;2;0
2020-04-12 09:30:00;0;15;1;0;0;2;20;12;2;2
2020-04-12 09:45:00;0;32;0;0;1;3;21;16;2;0
2020-04-12 10:00:00;0;22;2;0;2;2;19;15;0;0
2020-04-12 10:15:00;0;31;0;0;1;4;19;19;2;0
2020-04-12 10:30:00;0;27;1;0;0;5;26;26;1;0
2020-04-12 10:45:00;0;29;0;0;1;2;24;22;0;1
2020-04-12 11:00:00;0;28;0;2;1;2;28;28;4;3
2020-04-12 11:15:00;0;28;1;1;0;3;18;25;1;0
2020-04-12 11:30:00;0;24;0;0;1;6;23;31;3;2
2020-04-12 11:45:00;0;31;0;0;3;5;34;35;5;3
2020-04-12 12:00:00;0;34;0;1;0;0;24;24;5;3
2020-04-12 12:15:00;0;40;1;1;2;2;25;16;1;0
2020-04-12 12:30:00;0;40;1;0;0;3;21;21;2;1
2020-04-12 12:45:00;0;30;0;0;0;2;32;38;2;1
2020-04-12 13:00:00;0;37;0;1;3;7;33;29;4;0
2020-04-12 13:15:00;0;33;0;0;2;4;34;30;3;1
2020-04-12 13:30:00;0;32;1;0;3;8;32;31;4;1
2020-04-12 13:45:00;0;37;0;2;3;4;31;26;6;3
2020-04-12 14:00:00;0;44;1;5;4;1;45;35;2;2
2020-04-12 14:15:00;0;49;2;2;4;3;30;30;3;2
2020-04-12 14:30:00;0;41;0;0;1;1;32;40;3;3
2020-04-12 14:45:00;0;52;0;0;0;2;35;35;2;1
2020-04-12 15:00:00;0;41;1;0;0;5;46;34;1;0
2020-04-12 15:15:00;0;32;1;1;0;2;32;31;1;1
2020-04-12 15:30:00;0;37;1;2;3;2;27;25;1;1
2020-04-12 15:45:00;0;39;0;1;0;4;26;34;3;2
2020-04-12 16:00:00;0;34;2;1;1;5;33;24;3;3
2020-04-12 16:15:00;0;49;0;0;1;2;34;27;5;0
2020-04-12 16:30:00;0;36;3;2;0;4;39;31;4;0
2020-04-12 16:45:00;0;42;0;0;0;3;31;29;2;0
2020-04-12 17:00:00;0;37;0;1;1;0;33;28;2;3
2020-04-12 17:15:00;0;33;4;1;2;10;36;32;3;0
2020-04-12 17:30:00;0;42;0;0;1;2;35;36;1;1
2020-04-12 17:45:00;0;45;0;1;2;2;37;26;1;0
2020-04-12 18:00:00;0;31;0;3;2;5;32;43;3;5
2020-04-12 18:15:00;0;34;2;1;3;6;37;38;0;1
2020-04-12 18:30:00;0;32;2;3;2;9;32;31;4;5
2020-04-12 18:45:00;0;45;0;1;2;4;33;32;5;2
2020-04-12 19:00:00;0;39;1;1;1;6;33;33;3;2
2020-04-12 19:15:00;0;44;2;1;1;2;37;28;3;1
2020-04-12 19:30:00;0;31;1;1;0;5;30;26;3;0
2020-04-12 19:45:00;0;34;0;2;3;5;39;32;3;0
2020-04-12 20:00:00;0;39;0;0;1;4;26;23;1;0
2020-04-12 20:15:00;0;28;0;0;1;3;25;27;0;0
2020-04-12 20:30:00;0;20;0;1;3;4;23;33;1;2
2020-04-12 20:45:00;0;28;0;1;2;6;22;22;1;0
2020-04-12 21:00:00;0;28;0;0;0;8;22;29;4;1
2020-04-12 21:15:00;0;19;0;2;2;9;19;17;1;0
2020-04-12 21:30:00;0;18;1;1;0;1;24;10;0;0
2020-04-12 21:45:00;0;16;0;0;0;3;23;6;1;0
2020-04-12 22:00:00;0;22;0;4;3;2;15;11;0;0
2020-04-12 22:15:00;0;18;0;1;0;0;10;11;2;0
2020-04-12 22:30:00;0;9;0;0;0;4;15;2;0;0
2020-04-12 22:45:00;0;9;0;0;0;3;15;5;0;0
2020-04-12 23:00:00;0;11;1;1;0;0;7;6;1;0
2020-04-12 23:15:00;0;8;0;0;0;1;8;5;1;0
2020-04-12 23:30:00;0;4;0;1;0;1;9;6;0;0
2020-04-12 23:45:00;0;6;0;0;0;1;11;3;0;0
