DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-12-20 00:00:00;4;2;5;0;0;0;0;0;0
2020-12-20 00:15:00;2;3;3;0;0;0;0;0;0
2020-12-20 00:30:00;4;3;2;1;1;0;0;0;0
2020-12-20 00:45:00;2;2;3;0;0;0;0;0;0
2020-12-20 01:00:00;3;3;4;0;0;0;0;0;0
2020-12-20 01:15:00;1;2;2;0;0;0;0;0;0
2020-12-20 01:30:00;3;1;2;0;0;0;0;0;0
2020-12-20 01:45:00;2;2;0;1;1;0;0;0;0
2020-12-20 02:00:00;8;5;5;1;1;0;0;0;0
2020-12-20 02:15:00;1;0;0;0;0;0;0;0;0
2020-12-20 02:30:00;2;1;1;0;0;0;0;0;0
2020-12-20 02:45:00;2;0;2;0;0;0;0;0;0
2020-12-20 03:00:00;0;0;1;0;0;0;0;0;0
2020-12-20 03:15:00;2;0;1;0;0;0;0;0;0
2020-12-20 03:30:00;1;1;1;0;0;0;0;0;0
2020-12-20 03:45:00;0;0;2;0;0;0;0;0;0
2020-12-20 04:00:00;0;1;3;0;0;0;0;0;0
2020-12-20 04:15:00;1;1;4;0;0;0;0;0;0
2020-12-20 04:30:00;3;2;2;0;0;0;0;0;0
2020-12-20 04:45:00;5;2;7;1;1;0;0;0;0
2020-12-20 05:00:00;4;0;2;0;0;0;0;0;0
2020-12-20 05:15:00;11;2;5;0;0;0;0;0;0
2020-12-20 05:30:00;5;5;23;0;0;0;0;0;0
2020-12-20 05:45:00;6;1;5;0;0;0;0;0;0
2020-12-20 06:00:00;5;2;11;0;0;0;0;0;0
2020-12-20 06:15:00;9;8;15;0;0;0;0;0;0
2020-12-20 06:30:00;4;0;8;0;0;0;0;0;0
2020-12-20 06:45:00;7;2;10;0;0;0;0;0;0
2020-12-20 07:00:00;13;9;13;0;0;0;0;0;0
2020-12-20 07:15:00;6;2;19;0;0;0;0;0;0
2020-12-20 07:30:00;12;4;14;1;1;0;0;0;0
2020-12-20 07:45:00;12;7;25;0;0;0;0;0;0
2020-12-20 08:00:00;14;4;22;1;1;0;0;0;0
2020-12-20 08:15:00;22;11;29;2;1;0;0;0;0
2020-12-20 08:30:00;22;7;31;0;0;0;0;0;0
2020-12-20 08:45:00;33;22;40;1;1;0;0;0;0
2020-12-20 09:00:00;22;10;39;0;0;0;0;0;0
2020-12-20 09:15:00;35;13;49;0;0;0;0;0;0
2020-12-20 09:30:00;32;11;49;1;1;0;0;0;0
2020-12-20 09:45:00;54;14;62;1;1;0;0;0;0
2020-12-20 10:00:00;41;11;50;1;1;0;0;0;0
2020-12-20 10:15:00;48;21;55;0;0;0;0;0;0
2020-12-20 10:30:00;62;28;58;1;1;0;0;0;0
2020-12-20 10:45:00;58;16;57;1;1;0;0;0;0
2020-12-20 11:00:00;48;10;57;0;0;0;0;0;0
2020-12-20 11:15:00;67;19;60;0;0;0;0;0;0
2020-12-20 11:30:00;70;28;62;1;1;0;0;0;0
2020-12-20 11:45:00;65;25;85;1;1;1;0;0;0
2020-12-20 12:00:00;67;22;81;0;0;2;0;0;0
