DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-11-16 00:00:00;4;0;3;0;0;0
2020-11-16 00:15:00;4;0;1;0;0;0
2020-11-16 00:30:00;5;1;4;0;0;0
2020-11-16 00:45:00;3;0;3;0;0;0
2020-11-16 01:00:00;1;0;1;0;0;0
2020-11-16 01:15:00;2;1;0;0;0;0
2020-11-16 01:30:00;0;0;0;1;0;0
2020-11-16 01:45:00;1;0;0;0;0;0
2020-11-16 02:00:00;1;1;0;0;0;0
2020-11-16 02:15:00;0;0;1;0;0;0
2020-11-16 02:30:00;1;0;1;0;0;0
2020-11-16 02:45:00;3;0;3;0;0;0
2020-11-16 03:00:00;1;0;1;1;0;0
2020-11-16 03:15:00;0;0;3;0;0;0
2020-11-16 03:30:00;1;0;1;0;0;0
2020-11-16 03:45:00;2;2;3;1;0;0
2020-11-16 04:00:00;4;0;8;1;0;0
2020-11-16 04:15:00;1;1;4;0;0;0
2020-11-16 04:30:00;5;2;10;0;0;0
2020-11-16 04:45:00;9;3;41;0;0;0
2020-11-16 05:00:00;16;9;93;0;5;3
2020-11-16 05:15:00;51;38;210;0;15;9
2020-11-16 05:30:00;68;29;241;1;6;6
2020-11-16 05:45:00;69;40;136;6;9;4
2020-11-16 06:00:00;55;19;82;6;7;2
2020-11-16 06:15:00;50;16;103;1;10;8
2020-11-16 06:30:00;63;22;179;6;5;4
2020-11-16 06:45:00;71;16;138;4;13;2
2020-11-16 07:00:00;55;13;137;0;7;10
2020-11-16 07:15:00;68;10;164;1;3;3
2020-11-16 07:30:00;80;11;133;0;7;1
2020-11-16 07:45:00;76;11;110;2;3;1
2020-11-16 08:00:00;93;7;91;2;0;2
2020-11-16 08:15:00;73;2;96;0;4;2
2020-11-16 08:30:00;55;3;99;1;0;2
2020-11-16 08:45:00;47;3;67;2;2;2
2020-11-16 09:00:00;42;1;68;4;0;2
2020-11-16 09:15:00;52;0;71;3;2;0
2020-11-16 09:30:00;37;2;63;2;0;7
2020-11-16 09:45:00;40;4;51;4;0;1
2020-11-16 10:00:00;54;1;50;1;0;0
2020-11-16 10:15:00;65;4;63;4;0;7
2020-11-16 10:30:00;54;2;63;2;2;2
2020-11-16 10:45:00;68;0;57;4;0;0
2020-11-16 11:00:00;65;0;54;1;2;0
2020-11-16 11:15:00;58;0;42;1;0;0
2020-11-16 11:30:00;64;0;49;3;0;0
2020-11-16 11:45:00;61;1;54;5;0;0
2020-11-16 12:00:00;67;0;51;8;1;3
2020-11-16 12:15:00;65;1;55;3;4;1
2020-11-16 12:30:00;75;2;73;9;4;3
2020-11-16 12:45:00;64;2;61;5;2;3
2020-11-16 13:00:00;78;5;84;7;3;4
2020-11-16 13:15:00;94;20;100;5;2;47
2020-11-16 13:30:00;87;44;163;5;9;20
2020-11-16 13:45:00;91;28;124;21;8;10
2020-11-16 14:00:00;128;6;115;69;15;37
2020-11-16 14:15:00;113;5;98;123;24;20
2020-11-16 14:30:00;165;2;67;117;9;8
2020-11-16 14:45:00;99;8;64;47;5;3
2020-11-16 15:00:00;97;1;76;43;4;8
2020-11-16 15:15:00;150;1;64;36;12;3
2020-11-16 15:30:00;110;1;50;21;7;11
2020-11-16 15:45:00;109;3;57;14;3;1
2020-11-16 16:00:00;110;0;54;16;1;6
2020-11-16 16:15:00;115;2;52;12;3;4
2020-11-16 16:30:00;86;3;65;21;2;4
2020-11-16 16:45:00;95;1;49;8;1;1
2020-11-16 17:00:00;87;2;56;13;3;2
2020-11-16 17:15:00;94;2;55;8;3;5
2020-11-16 17:30:00;79;2;35;7;1;6
2020-11-16 17:45:00;74;0;35;4;0;2
2020-11-16 18:00:00;61;1;49;4;0;1
2020-11-16 18:15:00;65;0;42;4;0;0
2020-11-16 18:30:00;42;1;28;4;0;0
2020-11-16 18:45:00;39;2;36;3;0;0
2020-11-16 19:00:00;32;2;27;2;4;5
2020-11-16 19:15:00;39;0;30;0;0;1
2020-11-16 19:30:00;32;0;21;3;0;0
2020-11-16 19:45:00;29;0;19;0;0;0
2020-11-16 20:00:00;27;1;21;0;0;0
2020-11-16 20:15:00;20;0;24;1;0;0
2020-11-16 20:30:00;15;4;35;1;1;0
2020-11-16 20:45:00;20;3;40;2;1;1
2020-11-16 21:00:00;33;10;95;2;3;2
2020-11-16 21:15:00;36;26;153;3;9;11
2020-11-16 21:30:00;30;18;99;16;1;7
2020-11-16 21:45:00;65;3;61;80;1;11
2020-11-16 22:00:00;84;2;34;96;4;5
2020-11-16 22:15:00;22;2;13;18;0;1
2020-11-16 22:30:00;18;0;14;7;0;0
2020-11-16 22:45:00;11;0;14;2;0;0
2020-11-16 23:00:00;7;0;9;1;0;0
2020-11-16 23:15:00;11;1;5;0;0;0
2020-11-16 23:30:00;8;0;8;1;0;0
2020-11-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
