DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-11-03 00:00:00;10;3;1;3;0;5;2;0;0;0;0
2020-11-03 00:15:00;7;7;3;2;0;8;1;0;0;0;0
2020-11-03 00:30:00;5;1;1;4;0;7;1;0;0;0;0
2020-11-03 00:45:00;2;2;0;0;0;8;0;0;0;0;0
2020-11-03 01:00:00;5;1;1;1;0;3;1;0;0;0;0
2020-11-03 01:15:00;5;3;1;2;0;2;1;0;0;0;0
2020-11-03 01:30:00;2;0;0;0;0;4;0;0;0;0;0
2020-11-03 01:45:00;7;1;0;0;0;2;0;0;0;0;0
2020-11-03 02:00:00;8;7;0;0;0;0;1;0;0;0;0
2020-11-03 02:15:00;8;1;2;1;0;0;0;0;0;0;0
2020-11-03 02:30:00;3;0;0;1;0;2;0;0;0;0;0
2020-11-03 02:45:00;8;3;0;2;0;2;0;0;0;0;0
2020-11-03 03:00:00;3;4;3;1;0;1;1;0;0;0;0
2020-11-03 03:15:00;8;1;0;0;0;3;2;0;0;0;0
2020-11-03 03:30:00;4;2;0;0;0;2;0;0;0;0;0
2020-11-03 03:45:00;10;1;0;0;0;4;0;0;1;0;0
2020-11-03 04:00:00;11;3;0;2;0;2;0;0;0;0;0
2020-11-03 04:15:00;8;4;0;1;0;6;2;0;0;0;0
2020-11-03 04:30:00;13;8;2;14;0;5;3;0;0;0;0
2020-11-03 04:45:00;25;12;2;5;0;10;3;0;0;0;0
2020-11-03 05:00:00;25;14;1;7;0;70;6;0;0;0;0
2020-11-03 05:15:00;34;33;2;14;0;121;9;0;0;0;0
2020-11-03 05:30:00;47;48;4;32;0;116;13;0;0;0;0
2020-11-03 05:45:00;87;86;13;43;0;77;7;0;0;0;0
2020-11-03 06:00:00;118;108;22;46;0;82;11;0;0;0;0
2020-11-03 06:15:00;83;92;17;24;0;109;13;8;0;0;0
2020-11-03 06:30:00;60;61;10;19;0;125;21;0;0;0;0
2020-11-03 06:45:00;59;61;8;24;0;110;16;0;0;0;0
2020-11-03 07:00:00;51;50;5;24;0;119;19;0;9;0;0
2020-11-03 07:15:00;59;65;6;30;0;102;20;2;0;0;0
2020-11-03 07:30:00;76;60;11;44;0;94;23;0;0;0;0
2020-11-03 07:45:00;70;67;17;37;0;104;31;0;0;0;0
2020-11-03 08:00:00;66;55;14;30;0;74;23;6;0;0;0
2020-11-03 08:15:00;67;58;19;35;0;81;25;2;0;0;0
2020-11-03 08:30:00;55;47;4;34;0;80;17;0;0;0;0
2020-11-03 08:45:00;86;49;15;25;0;88;16;1;0;0;0
2020-11-03 09:00:00;70;54;18;31;0;67;9;0;0;0;0
2020-11-03 09:15:00;76;45;15;30;0;73;20;0;0;0;0
2020-11-03 09:30:00;72;52;16;32;0;89;24;3;0;0;0
2020-11-03 09:45:00;75;66;23;42;0;86;23;0;0;0;0
2020-11-03 10:00:00;77;74;17;36;0;76;21;1;0;0;0
2020-11-03 10:15:00;62;59;15;41;0;76;24;0;0;0;0
2020-11-03 10:30:00;71;64;19;45;0;71;31;4;1;0;0
2020-11-03 10:45:00;75;61;18;35;0;70;17;0;0;0;0
2020-11-03 11:00:00;70;53;22;43;0;67;31;0;0;0;0
2020-11-03 11:15:00;91;52;18;32;0;70;23;0;0;0;0
2020-11-03 11:30:00;96;62;22;36;0;72;23;0;2;0;0
2020-11-03 11:45:00;87;74;25;38;0;79;25;0;2;0;0
2020-11-03 12:00:00;83;78;24;36;0;71;31;0;0;0;0
2020-11-03 12:15:00;82;70;24;38;0;75;22;1;0;0;0
2020-11-03 12:30:00;76;59;24;33;0;60;24;0;0;0;1
2020-11-03 12:45:00;87;77;23;37;0;70;25;1;0;0;0
2020-11-03 13:00:00;82;67;21;37;0;107;21;0;0;0;0
2020-11-03 13:15:00;88;73;20;31;0;101;17;27;0;0;0
2020-11-03 13:30:00;93;77;28;33;0;139;26;0;0;0;0
2020-11-03 13:45:00;102;96;31;51;0;117;26;0;0;0;0
2020-11-03 14:00:00;83;82;16;41;0;89;23;0;0;0;0
2020-11-03 14:15:00;155;177;28;59;0;68;17;34;0;0;0
2020-11-03 14:30:00;146;168;30;53;0;67;23;3;0;0;0
2020-11-03 14:45:00;113;118;28;42;0;70;18;0;1;0;0
2020-11-03 15:00:00;126;114;25;47;0;64;27;8;0;0;0
2020-11-03 15:15:00;142;140;23;39;0;77;27;3;0;0;0
2020-11-03 15:30:00;119;123;25;49;0;88;30;0;12;0;0
2020-11-03 15:45:00;112;98;26;54;0;84;21;0;0;0;0
2020-11-03 16:00:00;132;133;22;55;0;70;28;2;0;0;0
2020-11-03 16:15:00;120;105;37;41;0;85;27;10;0;0;0
2020-11-03 16:30:00;118;120;22;55;0;81;24;0;0;0;0
2020-11-03 16:45:00;119;110;30;43;0;101;20;0;2;0;0
2020-11-03 17:00:00;118;114;25;44;0;68;29;2;0;2;1
2020-11-03 17:15:00;107;100;31;42;0;96;29;0;0;0;0
2020-11-03 17:30:00;94;89;24;40;0;77;32;3;8;0;0
2020-11-03 17:45:00;96;102;33;40;0;74;24;4;0;0;0
2020-11-03 18:00:00;90;64;22;38;0;64;21;0;1;0;0
2020-11-03 18:15:00;83;70;19;31;0;65;12;1;0;0;0
2020-11-03 18:30:00;77;54;23;33;0;43;26;4;0;0;0
2020-11-03 18:45:00;70;63;20;24;0;43;18;0;0;0;0
2020-11-03 19:00:00;71;46;22;29;0;51;17;0;0;0;0
2020-11-03 19:15:00;73;42;18;26;0;44;14;0;0;0;0
2020-11-03 19:30:00;50;33;16;20;0;33;15;2;0;0;0
2020-11-03 19:45:00;39;28;9;19;0;32;8;0;0;1;0
2020-11-03 20:00:00;35;25;7;26;0;40;14;3;0;0;0
2020-11-03 20:15:00;37;36;12;10;0;48;7;0;0;0;0
2020-11-03 20:30:00;34;26;3;13;0;37;8;0;0;0;0
2020-11-03 20:45:00;38;20;8;21;0;49;11;0;0;0;0
2020-11-03 21:00:00;24;15;10;17;0;83;8;0;0;0;0
2020-11-03 21:15:00;24;21;4;11;0;84;6;0;0;0;0
2020-11-03 21:30:00;28;24;2;24;0;66;8;0;0;0;0
2020-11-03 21:45:00;72;78;8;46;0;27;8;0;0;0;0
2020-11-03 22:00:00;109;123;16;36;0;29;3;0;2;0;0
2020-11-03 22:15:00;54;45;3;9;0;19;5;0;0;0;0
2020-11-03 22:30:00;23;16;4;6;0;16;2;0;0;0;0
2020-11-03 22:45:00;22;11;2;6;0;14;2;0;0;0;0
2020-11-03 23:00:00;14;13;7;4;0;19;3;0;0;0;0
2020-11-03 23:15:00;8;3;3;3;0;13;1;0;0;0;0
2020-11-03 23:30:00;7;8;2;4;0;10;1;0;0;0;0
