DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-11-23 00:00:00;31;14;3;6;11;13;6;3;4
2019-11-23 00:15:00;33;22;8;15;10;11;6;3;2
2019-11-23 00:30:00;21;5;10;15;5;16;10;3;3
2019-11-23 00:45:00;26;3;5;14;8;13;10;1;1
2019-11-23 01:00:00;22;5;3;9;6;10;2;1;1
2019-11-23 01:15:00;11;7;3;9;8;13;7;2;2
2019-11-23 01:30:00;14;7;1;6;7;5;5;0;0
2019-11-23 01:45:00;18;6;1;9;2;12;17;3;3
2019-11-23 02:00:00;11;3;2;5;5;10;4;1;1
2019-11-23 02:15:00;11;2;4;6;2;10;5;2;2
2019-11-23 02:30:00;10;2;3;5;0;2;4;4;4
2019-11-23 02:45:00;12;2;0;7;2;4;6;4;4
2019-11-23 03:00:00;5;0;2;4;1;8;3;0;0
2019-11-23 03:15:00;9;6;0;3;3;5;7;2;2
2019-11-23 03:30:00;4;2;0;4;1;6;4;2;2
2019-11-23 03:45:00;5;6;0;8;0;4;2;3;3
2019-11-23 04:00:00;7;3;4;3;1;6;3;2;2
2019-11-23 04:15:00;9;5;0;1;1;7;6;0;0
2019-11-23 04:30:00;12;7;2;2;2;7;2;3;3
2019-11-23 04:45:00;8;4;1;6;3;10;10;1;1
2019-11-23 05:00:00;11;10;0;7;3;6;7;2;2
2019-11-23 05:15:00;17;11;2;12;5;10;8;1;1
2019-11-23 05:30:00;20;10;4;21;12;14;12;2;2
2019-11-23 05:45:00;21;6;0;37;21;11;9;1;1
2019-11-23 06:00:00;17;12;3;59;48;19;21;3;3
2019-11-23 06:15:00;24;18;2;39;26;16;19;1;1
2019-11-23 06:30:00;17;4;0;12;7;19;14;0;0
2019-11-23 06:45:00;14;9;4;19;13;23;20;4;4
2019-11-23 07:00:00;25;10;3;10;8;11;17;5;5
2019-11-23 07:15:00;22;7;4;14;15;24;19;5;5
2019-11-23 07:30:00;35;16;8;18;8;41;32;6;6
2019-11-23 07:45:00;45;24;13;33;20;51;35;7;7
2019-11-23 08:00:00;28;15;11;27;18;32;40;2;2
2019-11-23 08:15:00;32;19;5;24;16;38;33;4;4
2019-11-23 08:30:00;49;28;11;28;15;41;41;7;7
2019-11-23 08:45:00;41;27;13;27;16;57;60;10;10
2019-11-23 09:00:00;40;24;17;25;23;47;52;14;14
2019-11-23 09:15:00;44;33;21;30;20;60;56;12;13
2019-11-23 09:30:00;46;32;20;36;26;51;81;14;14
2019-11-23 09:45:00;74;46;24;47;42;66;66;35;34
2019-11-23 10:00:00;63;33;19;47;50;66;79;29;29
2019-11-23 10:15:00;81;30;14;47;32;55;66;41;43
2019-11-23 10:30:00;76;46;22;53;47;56;67;28;26
2019-11-23 10:45:00;84;47;18;56;59;62;56;40;40
2019-11-23 11:00:00;65;40;19;54;52;63;76;44;44
2019-11-23 11:15:00;80;56;25;53;66;66;64;41;41
2019-11-23 11:30:00;82;48;20;59;59;62;71;31;31
2019-11-23 11:45:00;86;60;24;49;53;73;76;32;32
2019-11-23 12:00:00;87;49;21;63;46;63;81;25;25
2019-11-23 12:15:00;85;53;24;53;51;66;70;29;29
2019-11-23 12:30:00;99;50;27;50;50;64;70;32;32
2019-11-23 12:45:00;77;52;20;60;55;55;76;27;27
2019-11-23 13:00:00;101;50;18;54;56;63;81;31;31
2019-11-23 13:15:00;108;62;23;58;48;76;78;32;32
2019-11-23 13:30:00;91;53;19;65;57;78;75;19;19
2019-11-23 13:45:00;100;71;18;60;51;68;93;25;25
2019-11-23 14:00:00;83;49;21;66;65;85;89;25;25
2019-11-23 14:15:00;83;45;20;69;56;59;62;23;23
2019-11-23 14:30:00;92;54;27;60;39;69;71;28;28
2019-11-23 14:45:00;93;60;19;84;67;64;79;28;28
2019-11-23 15:00:00;93;66;26;61;58;63;66;34;34
2019-11-23 15:15:00;98;64;18;64;52;66;82;38;37
2019-11-23 15:30:00;100;35;19;71;55;72;72;23;23
2019-11-23 15:45:00;81;43;15;44;42;68;64;22;22
2019-11-23 16:00:00;92;57;23;70;63;76;63;27;28
2019-11-23 16:15:00;104;61;17;59;50;70;80;22;22
2019-11-23 16:30:00;83;61;24;58;54;68;85;19;19
2019-11-23 16:45:00;78;64;21;42;37;76;84;16;15
2019-11-23 17:00:00;89;64;11;49;48;66;86;21;21
2019-11-23 17:15:00;79;38;27;60;51;61;71;22;22
2019-11-23 17:30:00;70;45;21;59;47;73;90;18;18
2019-11-23 17:45:00;82;48;22;46;28;74;86;21;20
2019-11-23 18:00:00;82;53;18;35;36;70;72;10;10
2019-11-23 18:15:00;62;41;13;42;36;44;63;13;13
2019-11-23 18:30:00;59;34;13;54;40;90;87;14;13
2019-11-23 18:45:00;65;47;11;54;44;53;73;8;8
2019-11-23 19:00:00;67;30;19;46;28;55;69;7;7
2019-11-23 19:15:00;58;42;23;34;27;60;59;14;14
2019-11-23 19:30:00;58;24;20;41;28;47;58;6;7
2019-11-23 19:45:00;48;32;16;33;24;55;66;14;13
2019-11-23 20:00:00;48;33;16;36;28;42;63;8;8
2019-11-23 20:15:00;46;23;14;33;35;44;58;7;8
2019-11-23 20:30:00;38;14;9;23;16;41;39;6;5
2019-11-23 20:45:00;55;19;8;23;20;30;23;9;9
2019-11-23 21:00:00;38;14;3;25;12;26;31;4;4
2019-11-23 21:15:00;34;15;6;18;17;19;20;7;7
2019-11-23 21:30:00;42;13;5;17;6;23;23;4;4
2019-11-23 21:45:00;24;12;7;21;9;17;22;6;6
2019-11-23 22:00:00;45;22;6;25;11;19;31;4;4
2019-11-23 22:15:00;39;13;4;15;12;25;29;3;3
2019-11-23 22:30:00;38;21;10;21;11;16;16;4;4
2019-11-23 22:45:00;48;16;9;21;16;24;19;4;4
2019-11-23 23:00:00;39;15;5;19;11;23;19;1;1
2019-11-23 23:15:00;32;12;8;20;8;24;17;6;6
2019-11-23 23:30:00;40;18;10;11;11;17;19;3;3
2019-11-23 23:45:00;35;14;4;21;7;14;13;2;2
