DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-12-13 00:00:00;10;5;0;8;3;1;0;0;0;0
2019-12-13 00:15:00;13;5;0;15;8;0;0;0;0;0
2019-12-13 00:30:00;11;6;1;12;5;0;0;0;0;0
2019-12-13 00:45:00;14;9;2;11;8;0;0;0;0;0
2019-12-13 01:00:00;7;7;1;4;4;0;0;0;0;0
2019-12-13 01:15:00;8;7;0;5;3;0;0;0;0;0
2019-12-13 01:30:00;6;10;1;8;4;0;0;0;0;0
2019-12-13 01:45:00;5;7;3;6;4;0;0;0;0;0
2019-12-13 02:00:00;11;6;0;4;2;0;0;0;0;0
2019-12-13 02:15:00;4;3;2;2;1;0;0;0;0;0
2019-12-13 02:30:00;3;1;0;10;5;1;0;0;0;0
2019-12-13 02:45:00;9;6;1;11;7;1;0;0;0;0
2019-12-13 03:00:00;4;6;0;7;4;0;0;0;0;0
2019-12-13 03:15:00;5;2;1;6;3;0;0;0;0;0
2019-12-13 03:30:00;5;2;0;6;5;0;0;0;0;0
2019-12-13 03:45:00;5;3;0;3;3;0;0;0;0;0
2019-12-13 04:00:00;8;5;3;14;8;0;0;0;0;0
2019-12-13 04:15:00;10;5;0;8;5;1;0;0;0;0
2019-12-13 04:30:00;7;8;1;16;8;1;0;0;0;0
2019-12-13 04:45:00;15;9;0;18;8;0;0;0;0;0
2019-12-13 05:00:00;18;12;2;26;9;1;0;0;0;0
2019-12-13 05:15:00;29;21;0;29;13;1;0;0;0;0
2019-12-13 05:30:00;47;18;0;39;32;2;0;0;0;0
2019-12-13 05:45:00;64;33;0;67;28;0;0;0;0;0
2019-12-13 06:00:00;63;30;3;62;34;1;0;0;0;0
2019-12-13 06:15:00;53;41;4;75;33;2;0;0;0;0
2019-12-13 06:30:00;82;65;0;82;49;3;0;0;0;0
2019-12-13 06:45:00;124;71;1;80;53;5;5;0;0;0
2019-12-13 07:00:00;94;57;0;97;74;7;0;0;0;0
2019-12-13 07:15:00;120;58;5;109;79;5;0;0;0;0
2019-12-13 07:30:00;121;83;0;109;63;260;0;0;0;0
2019-12-13 07:45:00;134;79;1;119;67;12;0;0;0;0
2019-12-13 08:00:00;102;92;0;103;57;7;0;0;0;0
2019-12-13 08:15:00;95;83;2;100;71;14;0;0;0;0
2019-12-13 08:30:00;76;73;2;88;59;3;1;0;0;0
2019-12-13 08:45:00;93;83;1;81;52;19;0;0;0;0
2019-12-13 09:00:00;82;74;1;86;45;8;6;0;0;0
