DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-08-22 00:00:00;2;2;1;7;2;0;4;0;0;0
2020-08-22 00:15:00;8;5;3;13;5;4;4;0;0;0
2020-08-22 00:30:00;3;4;0;7;7;4;2;0;0;0
2020-08-22 00:45:00;2;0;0;5;0;1;2;0;0;0
2020-08-22 01:00:00;5;3;2;8;1;0;2;0;0;0
2020-08-22 01:15:00;1;0;3;8;2;0;0;0;0;0
2020-08-22 01:30:00;2;4;2;6;1;0;0;0;0;0
2020-08-22 01:45:00;4;3;2;7;3;0;2;0;0;0
2020-08-22 02:00:00;4;2;4;2;0;0;2;0;0;0
2020-08-22 02:15:00;3;2;1;6;0;1;2;0;0;0
2020-08-22 02:30:00;2;1;1;2;2;0;0;0;0;0
2020-08-22 02:45:00;1;1;2;7;1;0;2;0;0;0
2020-08-22 03:00:00;1;1;0;3;3;0;0;0;0;0
2020-08-22 03:15:00;5;1;2;3;1;2;2;0;0;0
2020-08-22 03:30:00;1;1;0;3;2;0;2;0;0;0
2020-08-22 03:45:00;2;3;2;1;2;0;1;0;0;0
2020-08-22 04:00:00;2;4;2;3;1;1;0;0;0;0
2020-08-22 04:15:00;0;1;0;0;1;0;1;0;0;0
2020-08-22 04:30:00;1;2;0;1;0;0;0;0;0;0
2020-08-22 04:45:00;1;2;1;3;1;2;0;0;0;0
2020-08-22 05:00:00;4;3;1;3;3;0;0;0;0;0
2020-08-22 05:15:00;5;3;2;5;1;0;0;0;0;0
2020-08-22 05:30:00;8;4;2;13;4;0;7;1;0;0
2020-08-22 05:45:00;9;2;3;15;5;0;1;0;0;0
2020-08-22 06:00:00;8;2;2;6;2;2;1;0;0;0
2020-08-22 06:15:00;9;7;3;2;0;0;1;0;0;0
2020-08-22 06:30:00;11;8;3;11;2;3;7;0;0;0
2020-08-22 06:45:00;5;6;4;4;1;0;6;0;0;0
2020-08-22 07:00:00;9;4;4;3;0;2;2;0;0;0
2020-08-22 07:15:00;17;14;2;2;0;3;6;0;0;0
2020-08-22 07:30:00;14;11;7;10;3;1;0;0;0;0
2020-08-22 07:45:00;12;8;7;11;2;2;3;0;0;0
2020-08-22 08:00:00;19;10;7;5;0;4;1;0;0;0
2020-08-22 08:15:00;16;12;7;6;2;2;7;0;0;0
2020-08-22 08:30:00;29;16;11;20;5;4;6;0;0;0
2020-08-22 08:45:00;29;14;12;18;2;3;1;0;0;0
2020-08-22 09:00:00;40;14;7;16;1;2;6;0;0;0
2020-08-22 09:15:00;49;16;9;16;4;3;8;0;0;0
2020-08-22 09:30:00;37;27;15;21;2;4;5;0;0;0
2020-08-22 09:45:00;64;23;14;29;4;8;14;0;0;0
2020-08-22 10:00:00;52;20;18;16;3;6;10;0;0;0
2020-08-22 10:15:00;47;14;21;16;5;2;9;0;0;0
2020-08-22 10:30:00;51;25;10;33;5;8;14;0;0;0
2020-08-22 10:45:00;58;17;14;22;5;3;9;0;0;0
2020-08-22 11:00:00;47;24;16;33;6;3;11;0;0;0
2020-08-22 11:15:00;55;22;12;28;5;4;9;0;0;0
2020-08-22 11:30:00;42;25;8;34;5;8;14;0;0;0
2020-08-22 11:45:00;58;16;8;35;4;3;11;0;0;0
2020-08-22 12:00:00;53;22;8;42;13;4;5;0;0;0
2020-08-22 12:15:00;46;24;6;35;2;5;18;0;0;0
2020-08-22 12:30:00;45;25;13;36;7;4;9;0;0;0
2020-08-22 12:45:00;51;15;10;35;5;4;11;0;0;0
2020-08-22 13:00:00;47;12;11;39;8;1;13;0;0;0
2020-08-22 13:15:00;57;25;14;26;2;5;11;0;0;0
2020-08-22 13:30:00;59;32;14;31;4;5;8;0;0;0
