DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-11-05 00:00:00;6;1;0;3;2;9;6;0;0;0
2020-11-05 00:15:00;7;2;0;2;11;9;1;0;0;0
2020-11-05 00:30:00;9;4;0;1;3;7;4;0;0;0
2020-11-05 00:45:00;6;3;1;4;4;7;3;0;0;0
2020-11-05 01:00:00;8;2;2;2;9;6;3;0;0;0
2020-11-05 01:15:00;6;1;0;1;2;8;2;0;0;0
2020-11-05 01:30:00;6;1;0;2;9;5;2;0;0;0
2020-11-05 01:45:00;5;5;0;2;3;3;3;0;0;0
2020-11-05 02:00:00;4;1;0;2;0;9;4;0;0;0
2020-11-05 02:15:00;2;1;1;0;2;7;5;0;0;0
2020-11-05 02:30:00;4;2;0;2;5;3;2;0;0;0
2020-11-05 02:45:00;2;2;0;4;4;7;7;0;0;0
2020-11-05 03:00:00;5;2;0;2;3;9;3;0;0;0
2020-11-05 03:15:00;4;3;0;0;2;7;5;0;0;0
2020-11-05 03:30:00;4;3;0;1;4;8;7;0;0;0
2020-11-05 03:45:00;0;1;0;0;5;4;4;0;0;0
2020-11-05 04:00:00;2;4;2;0;3;8;4;0;0;0
2020-11-05 04:15:00;3;2;1;2;3;7;2;0;0;0
2020-11-05 04:30:00;5;4;3;7;4;18;4;0;0;0
2020-11-05 04:45:00;10;10;12;5;8;23;9;0;0;0
2020-11-05 05:00:00;21;36;46;20;7;36;26;1;0;0
2020-11-05 05:15:00;45;77;103;46;19;47;47;0;0;1
2020-11-05 05:30:00;68;69;77;64;19;50;43;1;0;1
2020-11-05 05:45:00;92;43;59;141;41;40;44;0;0;2
2020-11-05 06:00:00;71;36;34;138;38;37;42;0;5;2
2020-11-05 06:15:00;44;31;52;61;16;37;41;0;0;1
2020-11-05 06:30:00;44;55;63;64;14;48;38;0;0;2
2020-11-05 06:45:00;92;47;65;43;21;51;41;0;0;2
2020-11-05 07:00:00;85;32;35;46;10;39;48;0;0;1
2020-11-05 07:15:00;100;30;34;39;11;28;31;0;0;1
2020-11-05 07:30:00;90;35;42;44;18;46;59;0;0;1
2020-11-05 07:45:00;98;39;44;53;16;40;44;0;0;2
2020-11-05 08:00:00;77;18;29;46;16;37;44;0;0;1
2020-11-05 08:15:00;66;28;40;48;20;27;37;0;0;3
2020-11-05 08:30:00;69;21;28;44;17;33;52;0;0;3
2020-11-05 08:45:00;99;26;25;33;15;41;43;0;0;1
2020-11-05 09:00:00;92;25;24;50;15;34;57;0;0;0
2020-11-05 09:15:00;85;23;24;36;15;32;45;0;0;1
2020-11-05 09:30:00;92;21;15;37;12;34;44;0;0;2
2020-11-05 09:45:00;78;15;14;31;16;30;37;0;0;1
2020-11-05 10:00:00;83;25;23;49;16;47;46;0;0;1
2020-11-05 10:15:00;96;20;32;45;17;39;44;0;0;1
2020-11-05 10:30:00;89;22;17;50;28;38;35;0;3;2
2020-11-05 10:45:00;88;17;10;33;10;26;48;0;0;1
2020-11-05 11:00:00;84;29;26;42;14;39;58;0;0;1
2020-11-05 11:15:00;95;23;16;40;9;41;51;0;0;1
2020-11-05 11:30:00;96;16;25;45;19;37;60;0;0;2
2020-11-05 11:45:00;70;15;19;40;33;41;61;0;0;1
2020-11-05 12:00:00;85;25;25;64;17;53;47;0;0;2
2020-11-05 12:15:00;75;15;20;41;19;49;56;0;0;1
2020-11-05 12:30:00;59;23;21;46;15;39;43;0;0;1
