DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-04-16 00:00:00;2;1;0;0;0;0;0;0;0;0;0
2020-04-16 00:15:00;1;3;0;5;0;0;0;1;0;0;0
2020-04-16 00:30:00;1;0;0;3;1;2;0;2;0;0;0
2020-04-16 00:45:00;0;1;0;2;1;2;0;1;0;0;0
2020-04-16 01:00:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-16 01:15:00;1;0;0;0;0;0;0;1;0;0;0
2020-04-16 01:30:00;0;1;0;4;0;1;0;0;0;0;0
2020-04-16 01:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 02:00:00;0;0;0;1;0;1;0;0;0;0;0
2020-04-16 02:15:00;0;1;0;1;1;1;1;1;0;0;0
2020-04-16 02:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 02:45:00;1;3;0;1;0;0;0;0;0;0;0
2020-04-16 03:00:00;0;0;0;1;0;1;0;0;0;0;0
2020-04-16 03:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 03:30:00;0;1;0;0;0;0;0;0;0;0;0
2020-04-16 03:45:00;1;2;0;3;0;3;0;1;0;0;0
2020-04-16 04:00:00;2;1;0;0;0;0;0;0;0;0;0
2020-04-16 04:15:00;2;3;0;0;0;0;1;3;0;0;0
2020-04-16 04:30:00;0;0;0;4;1;3;0;0;0;0;0
2020-04-16 04:45:00;0;0;0;1;0;1;1;1;0;0;0
2020-04-16 05:00:00;2;2;0;2;0;1;1;1;0;0;0
2020-04-16 05:15:00;5;4;0;4;0;2;2;6;0;0;0
2020-04-16 05:30:00;2;2;0;6;1;5;1;4;0;0;0
2020-04-16 05:45:00;8;3;0;7;0;5;2;3;0;0;0
2020-04-16 06:00:00;9;9;0;15;2;9;0;2;0;0;0
2020-04-16 06:15:00;26;18;0;18;4;11;4;13;0;0;0
2020-04-16 06:30:00;23;21;0;19;11;18;5;18;0;0;0
2020-04-16 06:45:00;32;20;0;19;7;20;5;11;1;0;0
2020-04-16 07:00:00;33;23;0;19;8;14;3;18;0;0;0
2020-04-16 07:15:00;39;22;0;31;3;26;1;20;0;0;0
2020-04-16 07:30:00;52;33;0;31;7;26;3;21;0;0;0
2020-04-16 07:45:00;40;48;0;35;5;37;6;15;0;0;0
2020-04-16 08:00:00;44;28;0;29;5;25;5;21;0;0;0
2020-04-16 08:15:00;38;17;0;35;7;28;4;15;0;0;0
2020-04-16 08:30:00;31;24;0;31;5;24;5;13;10;0;0
2020-04-16 08:45:00;29;36;0;19;1;10;2;6;0;0;0
2020-04-16 09:00:00;20;23;0;27;4;17;1;2;0;0;0
2020-04-16 09:15:00;17;11;0;20;1;13;0;2;0;0;0
2020-04-16 09:30:00;24;32;0;33;3;25;1;6;0;0;0
2020-04-16 09:45:00;27;28;0;36;3;19;6;11;0;0;0
2020-04-16 10:00:00;19;25;0;29;5;42;4;10;0;0;0
2020-04-16 10:15:00;26;19;0;36;4;26;4;8;0;0;0
2020-04-16 10:30:00;26;29;0;47;9;44;7;13;0;0;0
2020-04-16 10:45:00;21;25;0;54;6;35;6;9;0;0;0
2020-04-16 11:00:00;23;21;0;43;2;27;5;8;0;0;0
2020-04-16 11:15:00;21;19;0;30;8;27;6;13;0;0;0
2020-04-16 11:30:00;20;26;0;36;4;19;4;6;2;0;0
2020-04-16 11:45:00;27;26;0;37;5;30;5;10;0;0;0
2020-04-16 12:00:00;22;19;0;57;7;38;3;11;0;0;0
2020-04-16 12:15:00;16;23;0;41;2;35;8;12;0;0;0
2020-04-16 12:30:00;26;26;0;48;8;34;1;14;0;0;0
2020-04-16 12:45:00;18;22;0;40;6;30;12;15;0;0;0
2020-04-16 13:00:00;22;16;0;40;8;30;5;18;1;0;0
2020-04-16 13:15:00;23;24;0;35;6;26;5;9;0;0;0
2020-04-16 13:30:00;29;28;0;47;6;31;5;9;0;0;0
2020-04-16 13:45:00;24;25;0;26;3;20;3;12;0;0;0
2020-04-16 14:00:00;17;21;0;49;9;35;4;11;0;0;0
