DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-02-07 00:00:00;0;8;1;7;9;1;0;0;0;0;0;0;0
2020-02-07 00:15:00;3;6;2;10;10;0;0;0;0;0;0;0;0
2020-02-07 00:30:00;1;8;7;10;4;0;0;0;0;0;0;0;0
2020-02-07 00:45:00;3;8;3;8;9;1;0;0;0;0;0;0;0
2020-02-07 01:00:00;2;5;5;7;5;1;0;0;0;0;0;0;0
2020-02-07 01:15:00;3;5;2;5;4;0;0;0;0;0;0;0;0
2020-02-07 01:30:00;2;6;4;8;4;1;0;0;0;0;0;0;0
2020-02-07 01:45:00;3;3;5;3;1;0;0;0;0;0;0;0;0
2020-02-07 02:00:00;0;2;2;6;4;0;0;0;0;0;0;0;0
2020-02-07 02:15:00;2;0;4;4;1;0;0;0;0;0;0;0;0
2020-02-07 02:30:00;2;1;1;4;5;1;0;0;0;0;0;0;0
2020-02-07 02:45:00;3;10;1;6;5;0;0;0;0;0;0;0;0
2020-02-07 03:00:00;2;5;3;8;7;0;0;0;0;0;0;0;0
2020-02-07 03:15:00;2;3;4;1;3;0;0;0;0;0;0;0;0
2020-02-07 03:30:00;0;3;1;7;3;0;0;0;0;0;0;0;0
2020-02-07 03:45:00;0;4;5;3;4;0;0;0;0;0;0;0;0
2020-02-07 04:00:00;4;6;1;4;4;0;0;0;0;0;0;0;0
2020-02-07 04:15:00;1;7;5;8;2;0;0;0;0;0;0;0;0
2020-02-07 04:30:00;6;14;4;26;15;0;0;0;0;0;0;0;0
2020-02-07 04:45:00;5;9;4;30;23;1;0;0;0;0;0;0;0
2020-02-07 05:00:00;5;14;6;78;71;3;0;1;0;0;0;0;0
2020-02-07 05:15:00;5;13;6;84;95;1;0;0;0;0;0;0;0
2020-02-07 05:30:00;17;44;26;99;103;3;0;0;0;0;0;1;0
2020-02-07 05:45:00;32;74;22;78;95;1;0;1;0;0;0;0;0
2020-02-07 06:00:00;39;79;23;83;86;4;0;0;1;0;0;3;0
2020-02-07 06:15:00;40;80;29;101;109;5;0;0;0;0;0;0;0
2020-02-07 06:30:00;19;48;38;107;112;3;0;0;0;0;0;0;0
2020-02-07 06:45:00;35;54;38;113;120;4;0;1;4;0;0;0;0
2020-02-07 07:00:00;30;67;34;120;150;10;0;1;5;0;0;0;0
2020-02-07 07:15:00;40;89;43;131;146;12;0;2;1;0;0;28;0
2020-02-07 07:30:00;44;79;50;145;144;18;0;1;6;0;0;0;0
2020-02-07 07:45:00;53;86;60;134;129;27;0;2;1;1;0;0;0
2020-02-07 08:00:00;58;81;43;113;109;21;0;1;12;0;3;0;0
2020-02-07 08:15:00;46;66;52;125;132;26;0;1;5;0;0;2;0
