DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-09-17 00:00:00;4;3;2;2;0;0;0;0
2020-09-17 00:15:00;2;4;0;0;0;0;0;0
2020-09-17 00:30:00;2;5;0;1;0;0;0;0
2020-09-17 00:45:00;2;4;1;2;0;0;0;0
2020-09-17 01:00:00;7;4;3;1;0;0;0;0
2020-09-17 01:15:00;1;0;0;0;0;0;0;0
2020-09-17 01:30:00;1;1;1;1;0;0;0;0
2020-09-17 01:45:00;1;1;0;0;0;0;0;0
2020-09-17 02:00:00;1;0;1;2;0;0;0;0
2020-09-17 02:15:00;1;0;0;0;0;0;0;0
2020-09-17 02:30:00;0;1;0;1;0;0;0;0
2020-09-17 02:45:00;6;1;0;0;0;0;0;0
2020-09-17 03:00:00;2;1;1;1;0;0;0;0
2020-09-17 03:15:00;2;1;3;2;0;0;0;0
2020-09-17 03:30:00;0;3;0;1;0;0;0;0
2020-09-17 03:45:00;0;1;0;0;0;0;0;0
2020-09-17 04:00:00;2;1;0;0;0;0;0;0
2020-09-17 04:15:00;1;5;1;1;0;0;0;0
2020-09-17 04:30:00;3;2;1;1;0;0;0;0
2020-09-17 04:45:00;10;6;1;0;0;0;0;0
2020-09-17 05:00:00;10;2;1;3;0;0;0;0
2020-09-17 05:15:00;16;9;0;2;0;0;0;0
2020-09-17 05:30:00;24;21;0;0;0;0;0;0
2020-09-17 05:45:00;23;30;0;1;0;0;0;0
2020-09-17 06:00:00;30;25;3;3;0;0;1;1
2020-09-17 06:15:00;36;32;3;5;0;0;1;0
2020-09-17 06:30:00;55;38;2;1;0;0;0;0
2020-09-17 06:45:00;41;42;3;1;0;0;0;0
2020-09-17 07:00:00;40;44;2;1;0;0;0;0
2020-09-17 07:15:00;49;68;3;1;0;0;3;2
2020-09-17 07:30:00;79;85;3;4;0;0;4;1
2020-09-17 07:45:00;105;62;1;0;0;0;1;12
2020-09-17 08:00:00;65;44;2;2;0;0;0;0
2020-09-17 08:15:00;57;44;2;1;0;0;5;11
2020-09-17 08:30:00;54;40;1;1;0;0;1;1
2020-09-17 08:45:00;45;49;1;1;0;0;0;0
2020-09-17 09:00:00;45;34;2;2;0;0;2;0
2020-09-17 09:15:00;49;46;0;2;0;0;0;0
2020-09-17 09:30:00;62;41;2;4;0;0;0;0
2020-09-17 09:45:00;54;29;1;0;0;0;0;0
2020-09-17 10:00:00;55;27;4;4;0;0;0;0
2020-09-17 10:15:00;37;39;2;0;0;0;0;0
2020-09-17 10:30:00;69;53;2;1;0;0;0;0
2020-09-17 10:45:00;53;40;4;3;0;0;0;0
2020-09-17 11:00:00;60;38;4;3;0;0;0;0
2020-09-17 11:15:00;58;42;2;2;0;0;1;0
2020-09-17 11:30:00;47;45;1;1;0;0;0;0
2020-09-17 11:45:00;62;44;2;0;0;0;3;0
2020-09-17 12:00:00;54;38;0;0;0;0;0;0
2020-09-17 12:15:00;66;53;2;2;0;0;0;0
2020-09-17 12:30:00;47;40;4;2;0;0;1;0
2020-09-17 12:45:00;75;59;3;2;0;0;1;0
2020-09-17 13:00:00;77;46;5;3;0;0;1;0
2020-09-17 13:15:00;73;41;0;1;0;0;4;2
2020-09-17 13:30:00;60;50;1;0;0;0;1;0
2020-09-17 13:45:00;51;47;1;2;0;0;0;0
2020-09-17 14:00:00;64;51;1;2;0;0;0;0
2020-09-17 14:15:00;53;53;3;5;0;0;0;0
2020-09-17 14:30:00;45;63;4;2;0;0;6;19
2020-09-17 14:45:00;48;57;1;1;0;0;1;9
2020-09-17 15:00:00;56;36;2;1;0;0;0;0
2020-09-17 15:15:00;58;56;3;5;0;0;5;0
2020-09-17 15:30:00;49;62;7;2;0;0;0;0
2020-09-17 15:45:00;57;60;2;2;0;0;8;29
2020-09-17 16:00:00;68;60;4;2;0;0;0;0
2020-09-17 16:15:00;70;56;1;0;0;0;2;6
2020-09-17 16:30:00;64;57;6;6;0;0;6;3
2020-09-17 16:45:00;72;64;2;3;0;0;1;1
2020-09-17 17:00:00;63;68;2;1;0;0;0;0
2020-09-17 17:15:00;67;50;5;5;0;0;1;0
2020-09-17 17:30:00;56;56;5;2;0;0;0;0
2020-09-17 17:45:00;60;61;2;4;0;0;0;0
2020-09-17 18:00:00;49;38;0;0;0;0;0;0
2020-09-17 18:15:00;49;48;1;5;0;0;0;0
2020-09-17 18:30:00;57;48;5;4;0;0;2;0
2020-09-17 18:45:00;42;42;1;1;0;0;1;0
2020-09-17 19:00:00;51;35;0;0;0;0;0;0
2020-09-17 19:15:00;28;32;0;1;0;0;0;0
2020-09-17 19:30:00;39;24;0;1;0;0;0;0
2020-09-17 19:45:00;22;20;2;0;0;0;0;0
2020-09-17 20:00:00;26;31;1;1;0;0;0;0
2020-09-17 20:15:00;28;26;1;0;0;0;0;0
2020-09-17 20:30:00;35;21;2;0;0;0;0;0
2020-09-17 20:45:00;29;23;2;2;0;0;0;0
2020-09-17 21:00:00;19;7;1;1;0;0;0;0
2020-09-17 21:15:00;20;13;0;2;0;0;0;0
2020-09-17 21:30:00;30;13;0;0;0;0;0;0
2020-09-17 21:45:00;15;18;2;2;0;0;0;0
2020-09-17 22:00:00;14;23;1;2;0;0;0;0
2020-09-17 22:15:00;10;23;1;1;0;0;0;0
2020-09-17 22:30:00;11;13;0;0;0;0;0;0
2020-09-17 22:45:00;7;11;0;1;0;0;0;0
2020-09-17 23:00:00;8;3;2;1;0;0;0;0
2020-09-17 23:15:00;8;7;2;1;0;0;0;0
2020-09-17 23:30:00;9;3;0;0;0;0;0;0
2020-09-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
