DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-12-25 00:00:00;0;4;0;0;0;0;1;1;0;0
2020-12-25 00:15:00;0;4;0;0;0;0;7;0;0;0
2020-12-25 00:30:00;0;2;0;0;0;2;5;2;0;0
2020-12-25 00:45:00;0;1;0;0;0;0;3;0;1;0
2020-12-25 01:00:00;0;2;0;0;0;0;1;0;0;0
2020-12-25 01:15:00;0;0;0;0;0;0;2;2;0;0
2020-12-25 01:30:00;0;0;0;0;0;0;5;0;0;0
2020-12-25 01:45:00;0;1;0;1;0;0;1;0;1;1
2020-12-25 02:00:00;0;1;0;0;0;0;1;0;0;0
2020-12-25 02:15:00;0;2;0;0;0;0;2;0;0;0
2020-12-25 02:30:00;0;0;0;0;0;0;0;1;0;0
2020-12-25 02:45:00;0;2;0;0;0;1;1;2;0;0
2020-12-25 03:00:00;0;1;0;0;0;1;0;0;0;0
2020-12-25 03:15:00;0;0;0;0;0;0;1;0;0;0
2020-12-25 03:30:00;0;3;1;0;0;0;0;0;0;0
2020-12-25 03:45:00;0;2;0;0;0;0;1;0;0;0
2020-12-25 04:00:00;0;1;0;0;0;0;0;1;0;0
2020-12-25 04:15:00;0;6;0;0;0;0;1;2;0;0
2020-12-25 04:30:00;0;2;0;0;0;0;3;1;0;0
2020-12-25 04:45:00;0;4;0;0;0;2;0;1;0;0
2020-12-25 05:00:00;0;4;0;0;0;4;4;9;0;0
2020-12-25 05:15:00;0;5;0;0;0;2;3;4;0;0
2020-12-25 05:30:00;0;4;0;1;1;2;8;9;1;0
2020-12-25 05:45:00;0;4;0;0;1;2;8;9;0;0
2020-12-25 06:00:00;0;7;3;6;2;1;10;10;0;0
2020-12-25 06:15:00;0;9;0;0;0;0;7;9;0;0
2020-12-25 06:30:00;0;5;0;1;1;2;5;3;0;0
2020-12-25 06:45:00;0;9;0;0;0;4;7;3;1;0
2020-12-25 07:00:00;0;2;0;0;0;0;8;5;1;1
2020-12-25 07:15:00;0;13;1;1;2;0;4;6;0;0
2020-12-25 07:30:00;0;6;0;1;0;0;5;3;0;0
2020-12-25 07:45:00;0;3;1;0;2;0;8;5;1;1
2020-12-25 08:00:00;0;4;0;0;0;0;6;6;0;0
2020-12-25 08:15:00;0;10;0;0;0;1;8;9;0;0
2020-12-25 08:30:00;0;8;0;0;0;2;11;7;1;0
2020-12-25 08:45:00;0;15;0;0;0;1;9;9;1;2
2020-12-25 09:00:00;0;14;0;0;0;2;9;14;2;0
2020-12-25 09:15:00;0;13;0;0;1;3;14;11;2;0
2020-12-25 09:30:00;0;16;1;1;0;0;20;19;2;0
2020-12-25 09:45:00;0;21;0;1;3;2;14;20;2;1
2020-12-25 10:00:00;0;30;0;1;0;1;20;18;0;0
2020-12-25 10:15:00;0;30;0;1;1;2;25;26;2;0
2020-12-25 10:30:00;0;30;0;0;1;4;23;30;1;0
2020-12-25 10:45:00;0;42;0;0;3;2;32;31;1;0
2020-12-25 11:00:00;0;52;0;0;0;4;42;48;2;1
2020-12-25 11:15:00;0;59;0;1;1;5;34;27;7;3
2020-12-25 11:30:00;0;57;2;2;1;10;46;46;6;5
2020-12-25 11:45:00;0;67;2;2;3;20;60;55;7;4
2020-12-25 12:00:00;0;80;0;3;2;35;50;51;5;5
2020-12-25 12:15:00;0;60;0;2;0;24;48;55;5;5
2020-12-25 12:30:00;0;59;0;0;3;5;50;56;5;2
2020-12-25 12:45:00;0;49;11;10;14;9;44;56;6;0
2020-12-25 13:00:00;0;64;17;20;22;14;66;68;6;1
2020-12-25 13:15:00;0;45;1;4;7;11;52;59;2;0
2020-12-25 13:30:00;0;58;2;7;1;9;58;69;3;1
2020-12-25 13:45:00;0;61;3;2;3;11;54;57;4;1
2020-12-25 14:00:00;0;71;2;4;8;7;51;48;8;1
2020-12-25 14:15:00;0;78;0;0;3;3;48;51;4;0
2020-12-25 14:30:00;0;59;0;6;0;3;62;63;5;3
2020-12-25 14:45:00;0;65;0;2;4;6;48;53;6;2
2020-12-25 15:00:00;0;79;1;2;4;8;63;66;7;2
2020-12-25 15:15:00;0;71;3;0;1;4;42;40;1;1
2020-12-25 15:30:00;0;41;0;2;2;6;48;59;6;2
2020-12-25 15:45:00;0;65;0;1;1;4;47;52;1;1
2020-12-25 16:00:00;0;69;3;0;1;13;53;52;5;0
2020-12-25 16:15:00;0;54;0;1;2;9;59;63;5;2
2020-12-25 16:30:00;0;52;3;5;3;8;54;59;4;1
2020-12-25 16:45:00;0;63;3;1;0;9;45;51;9;0
2020-12-25 17:00:00;0;56;1;4;2;4;46;57;9;3
2020-12-25 17:15:00;0;66;1;2;3;4;51;54;2;0
2020-12-25 17:30:00;0;45;0;0;1;9;44;38;2;0
2020-12-25 17:45:00;0;49;2;1;0;4;47;49;1;0
2020-12-25 18:00:00;0;44;0;0;2;2;46;50;1;1
2020-12-25 18:15:00;0;39;4;1;3;9;37;43;3;2
2020-12-25 18:30:00;0;57;1;1;0;6;52;36;2;0
2020-12-25 18:45:00;0;48;2;2;0;3;45;40;6;4
