DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-01-27 00:00:00;6;4;11;6;0;0
2020-01-27 00:15:00;4;6;8;7;0;0
2020-01-27 00:30:00;7;3;14;11;0;0
2020-01-27 00:45:00;6;5;11;7;0;0
2020-01-27 01:00:00;3;3;6;3;0;0
2020-01-27 01:15:00;7;1;6;7;0;0
2020-01-27 01:30:00;4;2;7;9;0;0
2020-01-27 01:45:00;6;2;1;1;0;0
2020-01-27 02:00:00;3;2;1;0;0;0
2020-01-27 02:15:00;5;3;2;2;0;0
2020-01-27 02:30:00;5;5;3;0;0;0
2020-01-27 02:45:00;7;3;11;7;0;0
2020-01-27 03:00:00;4;3;8;4;0;0
2020-01-27 03:15:00;5;4;2;2;0;0
2020-01-27 03:30:00;6;6;3;2;0;0
2020-01-27 03:45:00;9;7;3;5;0;0
2020-01-27 04:00:00;14;12;9;8;0;0
2020-01-27 04:15:00;10;9;13;13;0;0
2020-01-27 04:30:00;10;9;25;13;0;0
2020-01-27 04:45:00;27;17;71;38;0;0
2020-01-27 05:00:00;29;22;99;70;0;0
2020-01-27 05:15:00;41;37;175;147;16;22
2020-01-27 05:30:00;46;64;149;157;0;0
2020-01-27 05:45:00;55;76;133;149;0;0
2020-01-27 06:00:00;67;78;126;130;2;0
2020-01-27 06:15:00;55;64;140;166;0;0
2020-01-27 06:30:00;86;113;161;185;0;0
2020-01-27 06:45:00;70;99;146;163;4;0
2020-01-27 07:00:00;66;82;156;183;1;0
2020-01-27 07:15:00;101;90;133;171;6;0
2020-01-27 07:30:00;77;91;167;157;14;0
2020-01-27 07:45:00;92;119;122;148;2;0
2020-01-27 08:00:00;73;93;129;155;5;0
2020-01-27 08:15:00;85;86;117;146;5;0
2020-01-27 08:30:00;77;76;137;157;10;2
2020-01-27 08:45:00;84;92;131;156;14;8
2020-01-27 09:00:00;78;93;93;120;21;2
2020-01-27 09:15:00;73;78;113;137;7;0
2020-01-27 09:30:00;105;96;113;147;7;0
2020-01-27 09:45:00;114;79;104;113;2;0
2020-01-27 10:00:00;42;39;40;46;5;0
2020-01-27 10:15:00;64;45;61;68;15;3
2020-01-27 10:30:00;108;77;94;103;15;3
2020-01-27 10:45:00;119;90;96;120;13;8
2020-01-27 11:00:00;109;82;96;93;11;5
2020-01-27 11:15:00;120;86;103;97;6;0
2020-01-27 11:30:00;120;98;107;99;9;0
2020-01-27 11:45:00;120;93;105;88;5;0
2020-01-27 12:00:00;147;106;65;84;15;6
2020-01-27 12:15:00;115;136;5;182;9;0
2020-01-27 12:30:00;112;114;10;189;8;0
2020-01-27 12:45:00;101;117;9;186;0;0
2020-01-27 13:00:00;113;128;19;228;12;0
2020-01-27 13:15:00;112;139;33;281;23;9
2020-01-27 13:30:00;112;130;9;290;6;0
2020-01-27 13:45:00;118;121;136;128;16;2
2020-01-27 14:00:00;136;160;178;65;2;0
2020-01-27 14:15:00;201;228;183;88;6;0
2020-01-27 14:30:00;169;223;169;70;10;6
2020-01-27 14:45:00;173;221;149;67;26;2
2020-01-27 15:00:00;127;166;124;50;1;7
2020-01-27 15:15:00;164;213;132;49;41;23
2020-01-27 15:30:00;180;229;180;76;9;0
2020-01-27 15:45:00;175;218;163;79;19;5
2020-01-27 16:00:00;195;227;157;71;7;0
2020-01-27 16:15:00;187;224;106;87;52;27
2020-01-27 16:30:00;195;249;136;121;10;4
2020-01-27 16:45:00;178;201;106;113;30;20
2020-01-27 17:00:00;186;230;114;119;5;6
2020-01-27 17:15:00;167;198;87;107;43;17
2020-01-27 17:30:00;160;222;111;131;21;1
2020-01-27 17:45:00;154;208;102;106;14;0
2020-01-27 18:00:00;136;169;86;110;10;0
2020-01-27 18:15:00;122;147;85;93;2;0
2020-01-27 18:30:00;107;153;99;86;6;4
2020-01-27 18:45:00;66;93;70;65;6;0
2020-01-27 19:00:00;103;115;69;60;15;0
2020-01-27 19:15:00;90;95;55;54;1;0
2020-01-27 19:30:00;79;89;60;49;14;0
2020-01-27 19:45:00;67;70;46;51;0;0
2020-01-27 20:00:00;63;72;47;55;9;0
2020-01-27 20:15:00;46;54;43;40;1;0
2020-01-27 20:30:00;58;57;58;50;2;0
2020-01-27 20:45:00;35;35;63;56;0;0
2020-01-27 21:00:00;53;44;113;112;0;0
2020-01-27 21:15:00;43;39;108;103;1;0
2020-01-27 21:30:00;52;53;79;64;6;0
2020-01-27 21:45:00;104;128;35;24;0;0
2020-01-27 22:00:00;121;154;48;41;0;0
2020-01-27 22:15:00;105;112;37;21;30;0
2020-01-27 22:30:00;48;44;42;38;0;0
2020-01-27 22:45:00;24;17;19;13;0;0
2020-01-27 23:00:00;19;20;22;22;0;0
2020-01-27 23:15:00;9;13;15;7;0;0
2020-01-27 23:30:00;17;16;21;15;0;0
2020-01-27 23:45:00;15;8;15;10;0;0
