DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-02-07 00:00:00;7;4;6;2;8;8;3;2;0;0;0;0;0;0
2020-02-07 00:15:00;5;3;6;1;4;7;1;1;0;0;0;0;0;1
2020-02-07 00:30:00;10;6;0;0;1;6;1;1;0;0;0;0;0;0
2020-02-07 00:45:00;4;4;7;1;3;6;3;3;0;0;0;0;0;0
2020-02-07 01:00:00;6;6;1;0;3;7;3;3;0;0;0;0;0;0
2020-02-07 01:15:00;8;2;2;0;3;5;1;2;0;0;0;0;0;0
2020-02-07 01:30:00;6;1;0;1;5;3;1;2;0;0;0;0;0;0
2020-02-07 01:45:00;7;3;2;0;3;5;0;1;0;0;0;0;0;0
2020-02-07 02:00:00;3;5;0;0;4;3;3;1;0;0;0;0;0;0
2020-02-07 02:15:00;1;1;0;0;1;5;1;1;0;0;0;0;0;0
2020-02-07 02:30:00;4;2;3;0;5;3;2;3;0;0;0;0;0;0
2020-02-07 02:45:00;6;2;3;0;4;0;3;3;0;0;0;0;0;0
2020-02-07 03:00:00;6;2;0;0;3;7;3;2;0;0;0;0;0;0
2020-02-07 03:15:00;1;1;1;1;4;4;2;0;0;0;0;0;0;0
2020-02-07 03:30:00;4;3;6;2;3;3;1;1;0;0;0;0;0;0
2020-02-07 03:45:00;5;2;4;0;2;3;1;2;0;0;0;0;0;0
2020-02-07 04:00:00;5;2;1;0;6;3;2;1;0;0;0;0;0;0
2020-02-07 04:15:00;4;5;6;0;5;8;6;4;0;0;0;0;0;0
2020-02-07 04:30:00;9;6;19;5;4;7;4;2;0;0;0;0;0;0
2020-02-07 04:45:00;13;9;18;2;18;18;7;6;0;0;0;0;0;0
2020-02-07 05:00:00;26;15;66;3;17;23;9;12;0;0;0;0;0;0
2020-02-07 05:15:00;46;20;111;3;20;37;16;14;0;0;0;0;0;0
2020-02-07 05:30:00;68;39;94;18;38;50;31;21;0;0;0;3;0;0
2020-02-07 05:45:00;67;57;73;20;37;60;58;32;0;0;0;0;0;0
2020-02-07 06:00:00;74;71;38;19;42;79;90;64;0;0;0;0;0;0
2020-02-07 06:15:00;59;56;70;10;53;90;57;44;0;0;0;0;0;0
2020-02-07 06:30:00;77;66;72;22;72;99;34;25;0;0;0;0;0;0
2020-02-07 06:45:00;84;90;78;36;59;92;30;20;0;0;0;0;0;0
2020-02-07 07:00:00;91;99;65;34;69;85;26;15;0;0;0;0;0;7
2020-02-07 07:15:00;85;102;70;40;104;129;49;26;0;2;0;0;0;0
2020-02-07 07:30:00;108;115;85;47;97;116;51;39;0;0;0;0;0;0
2020-02-07 07:45:00;107;126;97;66;112;128;55;46;0;0;0;0;14;4
2020-02-07 08:00:00;101;99;82;49;102;111;47;34;0;0;0;0;0;0
2020-02-07 08:15:00;105;97;69;43;91;103;43;33;0;0;0;0;0;3
2020-02-07 08:30:00;97;93;48;35;77;83;43;29;0;0;0;0;0;0
2020-02-07 08:45:00;83;94;55;25;74;75;47;23;0;0;0;0;0;0
2020-02-07 09:00:00;83;94;52;18;75;83;37;20;0;0;0;0;0;0
2020-02-07 09:15:00;79;97;44;23;62;74;36;20;0;0;0;0;0;0
2020-02-07 09:30:00;88;95;43;20;65;86;33;30;0;0;0;0;0;0
2020-02-07 09:45:00;87;106;37;36;76;103;45;29;0;0;0;0;0;0
2020-02-07 10:00:00;76;79;45;25;71;72;26;17;0;0;0;0;1;0
2020-02-07 10:15:00;86;97;37;25;64;96;35;33;0;0;10;0;0;0
2020-02-07 10:30:00;87;85;38;18;86;103;49;26;0;0;0;0;0;0
2020-02-07 10:45:00;81;84;44;31;69;106;55;29;0;0;8;0;0;0
2020-02-07 11:00:00;89;108;45;26;74;114;57;24;0;0;0;0;0;0
2020-02-07 11:15:00;94;112;55;25;90;123;32;25;0;0;0;0;16;0
2020-02-07 11:30:00;93;101;56;35;90;132;51;31;0;0;0;0;0;0
2020-02-07 11:45:00;95;99;35;33;89;107;54;31;0;0;0;0;0;0
2020-02-07 12:00:00;105;107;68;28;130;141;57;38;2;0;0;0;0;0
2020-02-07 12:15:00;100;117;55;29;128;154;62;42;4;0;3;0;0;5
2020-02-07 12:30:00;102;104;44;40;113;136;62;43;3;0;0;0;3;3
2020-02-07 12:45:00;102;113;52;47;97;119;58;34;0;0;0;0;0;0
2020-02-07 13:00:00;107;108;85;53;107;138;65;44;0;0;0;0;0;2
2020-02-07 13:15:00;125;120;83;37;118;153;47;48;4;12;0;0;0;4
2020-02-07 13:30:00;97;111;107;28;100;125;65;47;0;2;0;0;0;1
2020-02-07 13:45:00;122;145;83;36;111;127;65;51;0;5;0;0;4;3
2020-02-07 14:00:00;112;114;76;41;109;127;80;57;0;0;0;0;0;0
2020-02-07 14:15:00;130;129;57;28;139;167;86;93;0;0;0;0;4;0
2020-02-07 14:30:00;128;97;53;29;119;140;81;63;0;4;6;0;0;16
2020-02-07 14:45:00;139;139;48;23;111;129;84;62;2;0;16;0;0;0
2020-02-07 15:00:00;118;109;56;33;121;141;84;62;0;0;0;0;0;0
2020-02-07 15:15:00;129;129;57;41;132;166;84;62;0;5;0;0;0;0
2020-02-07 15:30:00;114;120;54;34;112;137;68;50;1;0;0;0;5;0
2020-02-07 15:45:00;128;131;49;37;124;150;62;35;0;0;0;0;0;0
2020-02-07 16:00:00;125;142;37;15;112;138;73;49;0;0;0;6;6;1
2020-02-07 16:15:00;130;138;48;27;121;141;63;36;0;0;0;0;0;0
2020-02-07 16:30:00;131;133;49;30;105;130;59;39;0;0;0;0;0;0
