DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-10-29 00:00:00;4;4;3;6;2;5;1;1;1
2019-10-29 00:15:00;9;2;2;7;1;8;3;3;3
2019-10-29 00:30:00;3;1;0;7;2;7;2;2;2
2019-10-29 00:45:00;4;1;3;6;1;4;1;3;3
2019-10-29 01:00:00;1;1;3;1;0;3;1;0;0
2019-10-29 01:15:00;1;4;2;5;3;3;3;2;2
2019-10-29 01:30:00;2;1;2;8;4;2;1;3;3
2019-10-29 01:45:00;2;0;0;5;1;6;2;0;0
2019-10-29 02:00:00;0;2;1;1;1;7;1;1;1
2019-10-29 02:15:00;2;1;1;6;2;4;1;1;2
2019-10-29 02:30:00;4;2;1;1;0;1;0;5;4
2019-10-29 02:45:00;2;1;1;3;0;2;1;2;2
2019-10-29 03:00:00;1;2;0;5;3;1;2;5;5
2019-10-29 03:15:00;1;2;0;5;2;2;2;6;6
2019-10-29 03:30:00;5;0;0;6;2;3;1;6;6
2019-10-29 03:45:00;1;0;0;8;3;2;2;3;3
2019-10-29 04:00:00;5;2;0;6;2;6;4;6;6
2019-10-29 04:15:00;7;2;1;14;2;5;5;2;2
2019-10-29 04:30:00;5;3;0;7;2;9;4;3;3
2019-10-29 04:45:00;11;2;0;13;4;8;8;3;3
2019-10-29 05:00:00;20;6;2;13;6;19;15;4;4
2019-10-29 05:15:00;40;12;3;26;16;23;24;8;8
2019-10-29 05:30:00;37;31;2;31;22;41;38;7;7
2019-10-29 05:45:00;33;24;7;58;33;36;43;10;10
2019-10-29 06:00:00;43;20;5;69;65;47;58;24;24
2019-10-29 06:15:00;43;31;12;50;44;86;114;12;12
2019-10-29 06:30:00;57;42;12;33;26;132;138;31;32
2019-10-29 06:45:00;58;48;8;28;30;129;137;21;20
2019-10-29 07:00:00;64;32;12;35;26;133;132;23;23
2019-10-29 07:15:00;47;34;9;33;35;136;124;19;20
2019-10-29 07:30:00;63;42;12;31;33;153;138;21;20
2019-10-29 07:45:00;64;43;10;35;31;139;130;34;35
2019-10-29 08:00:00;46;43;16;39;32;109;108;23;22
