DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-03-08 00:00:00;8;8;3;4;2;4;11;1;0;0;1;0;0;0;0;0;0;0
2020-03-08 00:15:00;6;4;4;5;1;3;6;3;0;0;0;0;0;0;0;0;0;0
2020-03-08 00:30:00;9;12;9;3;1;2;8;3;0;0;2;0;0;0;0;0;0;0
2020-03-08 00:45:00;3;6;4;6;4;3;9;1;0;0;0;0;0;0;0;0;0;0
2020-03-08 01:00:00;3;5;5;5;3;3;6;2;1;2;0;0;0;0;0;0;0;0
2020-03-08 01:15:00;2;5;1;4;2;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 01:30:00;3;7;4;2;0;1;3;2;0;0;0;0;0;0;0;0;0;0
2020-03-08 01:45:00;4;2;3;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 02:00:00;6;5;5;1;0;1;3;0;1;2;0;0;0;0;0;0;0;0
2020-03-08 02:15:00;2;3;2;1;1;3;2;1;0;0;0;0;0;0;0;0;0;0
2020-03-08 02:30:00;2;9;2;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 02:45:00;0;2;2;1;1;4;8;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 03:00:00;2;2;2;1;2;1;7;0;1;2;0;0;0;0;0;0;0;0
2020-03-08 03:15:00;5;4;1;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 03:30:00;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 03:45:00;2;2;1;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 04:00:00;4;3;2;1;1;1;3;0;2;2;0;0;0;0;0;0;0;0
2020-03-08 04:15:00;2;2;0;3;1;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 04:30:00;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 04:45:00;3;2;1;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 05:00:00;1;0;2;1;1;1;5;0;2;2;0;0;0;0;0;0;0;0
2020-03-08 05:15:00;1;2;2;7;4;2;7;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 05:30:00;3;6;3;9;3;2;4;0;0;0;2;0;0;0;0;0;0;0
2020-03-08 05:45:00;0;1;2;7;2;1;6;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 06:00:00;4;2;2;2;1;4;4;0;2;2;0;0;0;0;0;0;0;0
2020-03-08 06:15:00;1;7;3;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 06:30:00;6;6;3;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 06:45:00;4;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 07:00:00;1;1;2;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 07:15:00;2;0;0;3;0;1;3;0;1;2;0;0;0;0;0;0;0;0
2020-03-08 07:30:00;0;3;4;2;3;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 07:45:00;0;2;0;5;0;5;4;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 08:00:00;4;2;1;4;0;5;9;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 08:15:00;4;2;3;5;2;3;7;0;1;1;0;0;0;0;0;0;0;0
2020-03-08 08:30:00;2;5;5;5;1;6;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 08:45:00;6;8;4;7;0;5;7;1;0;0;0;0;0;0;0;0;0;0
2020-03-08 09:00:00;5;7;5;6;1;7;6;0;0;0;0;0;0;0;0;0;0;0
2020-03-08 09:15:00;6;2;5;12;4;6;11;1;1;1;0;0;0;0;0;0;0;0
2020-03-08 09:30:00;18;9;8;19;2;11;21;2;1;2;3;0;0;0;0;0;0;0
2020-03-08 09:45:00;26;13;8;15;6;14;18;0;0;0;5;6;3;0;0;0;0;0
2020-03-08 10:00:00;22;9;12;19;6;9;13;2;0;0;1;0;0;0;0;0;0;0
2020-03-08 10:15:00;11;5;9;13;4;9;10;0;1;1;1;0;0;0;0;0;0;0
2020-03-08 10:30:00;21;8;10;15;5;6;18;1;1;1;2;0;0;0;0;0;0;0
2020-03-08 10:45:00;19;10;9;12;2;12;14;3;1;0;1;1;0;0;0;0;0;0
2020-03-08 11:00:00;20;15;13;19;6;12;16;0;0;0;1;0;0;0;0;0;0;0
2020-03-08 11:15:00;14;7;10;19;7;15;11;3;2;1;0;0;0;0;0;0;0;0
2020-03-08 11:30:00;22;16;20;26;3;14;17;4;2;2;1;0;0;0;1;0;0;0
2020-03-08 11:45:00;19;11;10;19;3;16;17;5;0;0;2;0;0;0;0;0;0;0
2020-03-08 12:00:00;23;14;12;16;8;15;21;12;1;1;0;0;0;0;0;0;0;0
2020-03-08 12:15:00;12;18;17;13;5;9;26;7;2;1;0;0;0;0;1;0;0;0
2020-03-08 12:30:00;22;19;8;22;9;16;19;4;2;1;1;1;0;0;3;0;0;0
2020-03-08 12:45:00;18;13;21;13;4;13;15;5;3;0;2;2;0;0;0;0;0;0
2020-03-08 13:00:00;23;19;11;16;1;11;16;3;0;0;0;1;0;0;0;0;0;0
2020-03-08 13:15:00;19;19;18;22;5;11;25;3;2;2;0;0;0;0;0;0;0;0
2020-03-08 13:30:00;25;15;16;18;6;21;20;9;1;1;3;0;0;0;2;0;0;0
2020-03-08 13:45:00;20;9;16;23;6;17;22;21;2;0;3;0;0;0;7;0;0;0
2020-03-08 14:00:00;30;16;17;15;12;16;20;7;2;1;1;1;0;0;3;0;0;0
2020-03-08 14:15:00;13;18;14;14;5;9;21;9;1;1;0;0;0;0;1;0;0;0
2020-03-08 14:30:00;23;27;24;15;5;27;14;13;1;4;2;0;0;0;5;0;0;0
2020-03-08 14:45:00;19;18;15;21;9;12;14;8;0;1;2;0;0;0;0;0;0;0
2020-03-08 15:00:00;23;19;15;28;6;13;18;8;1;1;0;2;0;0;0;0;0;0
2020-03-08 15:15:00;13;13;9;18;8;14;13;3;1;1;0;0;0;0;0;0;0;0
2020-03-08 15:30:00;24;22;15;19;7;18;16;4;1;1;1;0;0;0;2;0;0;0
2020-03-08 15:45:00;22;14;10;18;3;19;17;10;0;0;2;0;0;0;0;0;0;0
2020-03-08 16:00:00;24;13;18;20;6;21;21;4;0;1;0;0;0;0;0;0;0;0
2020-03-08 16:15:00;9;17;11;16;3;17;24;1;2;1;0;0;0;0;0;0;0;0
2020-03-08 16:30:00;21;17;12;13;1;16;20;5;2;0;2;0;0;0;11;0;0;0
2020-03-08 16:45:00;15;12;6;18;9;12;16;2;0;0;2;0;0;0;0;0;0;0
2020-03-08 17:00:00;16;12;10;20;6;10;14;0;0;0;2;0;0;0;0;0;0;0
2020-03-08 17:15:00;11;14;7;9;7;4;14;2;3;2;2;0;0;0;0;0;0;0
2020-03-08 17:30:00;19;19;14;18;4;18;19;3;1;3;1;0;0;0;0;0;0;0
2020-03-08 17:45:00;16;12;14;9;4;16;18;3;0;0;1;0;0;0;0;0;0;0
