DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-07-12 00:00:00;21;19;19;32;0;0;0;0;0;0;0;0
2020-07-12 00:15:00;29;20;34;32;0;0;0;0;0;0;0;0
2020-07-12 00:30:00;27;22;18;18;0;0;0;0;0;0;0;0
2020-07-12 00:45:00;24;10;18;21;0;0;0;0;0;0;0;0
2020-07-12 01:00:00;22;10;16;20;0;0;0;0;0;0;0;0
2020-07-12 01:15:00;9;13;19;22;0;0;0;0;0;0;0;0
2020-07-12 01:30:00;15;9;11;18;0;0;0;0;0;0;0;0
2020-07-12 01:45:00;12;5;9;8;0;0;0;0;0;0;0;0
2020-07-12 02:00:00;14;5;10;11;0;0;0;0;0;0;0;0
2020-07-12 02:15:00;9;4;10;12;0;0;0;0;0;0;0;0
2020-07-12 02:30:00;10;7;15;17;0;0;0;0;0;0;0;0
2020-07-12 02:45:00;5;1;6;7;0;0;0;0;0;0;0;0
2020-07-12 03:00:00;6;4;9;8;0;0;0;0;0;0;0;0
2020-07-12 03:15:00;8;4;5;5;0;0;0;0;0;0;0;0
2020-07-12 03:30:00;2;2;2;1;0;0;0;0;0;0;0;0
2020-07-12 03:45:00;6;7;6;7;0;0;0;0;0;0;0;0
2020-07-12 04:00:00;5;3;10;6;0;0;0;0;0;0;0;0
2020-07-12 04:15:00;7;2;8;8;0;0;0;0;0;0;0;0
2020-07-12 04:30:00;4;4;3;3;0;0;0;0;0;0;0;0
2020-07-12 04:45:00;7;5;5;7;0;0;0;0;0;0;0;0
2020-07-12 05:00:00;8;2;5;3;0;0;0;0;0;0;0;0
2020-07-12 05:15:00;4;4;7;3;0;0;0;0;0;0;0;0
2020-07-12 05:30:00;11;4;5;7;0;0;0;0;0;0;0;0
2020-07-12 05:45:00;19;13;11;12;0;0;0;0;0;0;0;0
2020-07-12 06:00:00;16;7;8;17;0;0;0;0;0;0;0;0
2020-07-12 06:15:00;10;2;6;6;0;0;0;0;0;0;0;0
2020-07-12 06:30:00;7;3;9;11;0;0;0;0;0;0;0;0
2020-07-12 06:45:00;12;4;10;13;0;0;0;0;0;0;0;0
2020-07-12 07:00:00;10;5;12;11;0;0;0;0;0;0;0;0
2020-07-12 07:15:00;14;6;5;9;0;0;0;0;0;0;0;0
2020-07-12 07:30:00;13;10;10;8;0;0;0;0;2;0;0;0
2020-07-12 07:45:00;22;3;13;10;0;0;0;0;0;0;0;0
2020-07-12 08:00:00;20;7;18;19;0;0;0;0;0;0;0;0
2020-07-12 08:15:00;19;8;21;17;0;0;0;0;0;0;0;0
2020-07-12 08:30:00;16;16;15;18;0;0;0;0;0;0;0;0
2020-07-12 08:45:00;27;15;20;27;15;0;0;0;0;1;0;0
2020-07-12 09:00:00;29;11;27;23;0;0;0;0;0;0;0;0
2020-07-12 09:15:00;28;21;28;38;1;0;0;0;0;1;0;0
2020-07-12 09:30:00;33;21;26;26;0;0;0;0;0;0;0;0
2020-07-12 09:45:00;33;24;46;44;0;6;0;0;0;0;0;0
2020-07-12 10:00:00;37;26;34;29;3;0;0;0;0;2;0;0
2020-07-12 10:15:00;43;26;37;34;16;4;0;0;3;0;0;0
2020-07-12 10:30:00;55;24;48;51;0;0;0;0;0;0;0;0
2020-07-12 10:45:00;42;19;43;44;3;0;0;0;0;3;0;0
2020-07-12 11:00:00;53;40;54;48;0;1;0;0;2;3;0;0
2020-07-12 11:15:00;37;28;49;59;0;0;0;0;0;0;0;0
2020-07-12 11:30:00;55;38;56;66;0;0;0;0;0;0;0;0
2020-07-12 11:45:00;57;33;59;53;30;0;0;0;0;13;0;3
2020-07-12 12:00:00;48;31;47;48;0;0;0;0;0;6;0;0
2020-07-12 12:15:00;50;34;36;65;0;4;0;0;2;0;0;0
2020-07-12 12:30:00;48;35;31;41;0;0;0;0;0;0;0;0
2020-07-12 12:45:00;42;35;45;53;0;4;0;1;8;1;0;0
2020-07-12 13:00:00;61;39;51;56;0;2;0;0;4;2;0;0
2020-07-12 13:15:00;41;34;55;61;0;0;0;0;1;0;0;0
2020-07-12 13:30:00;60;48;52;53;0;1;0;0;1;3;0;0
2020-07-12 13:45:00;54;34;41;43;0;0;0;0;0;0;0;0
2020-07-12 14:00:00;64;43;62;74;29;0;0;0;0;5;0;0
2020-07-12 14:15:00;59;22;59;57;0;0;0;0;1;0;0;0
2020-07-12 14:30:00;66;46;57;64;2;15;0;0;8;4;0;0
2020-07-12 14:45:00;71;63;59;48;3;10;0;0;20;8;1;0
2020-07-12 15:00:00;46;38;58;70;1;8;0;0;1;18;0;0
2020-07-12 15:15:00;53;55;58;69;1;0;0;0;0;1;0;0
2020-07-12 15:30:00;53;33;66;53;0;0;0;0;0;4;0;0
2020-07-12 15:45:00;55;48;47;57;0;2;0;0;0;10;0;0
2020-07-12 16:00:00;62;39;70;72;0;0;0;0;0;8;0;0
2020-07-12 16:15:00;56;42;48;60;2;0;0;0;1;1;0;0
2020-07-12 16:30:00;60;43;61;67;3;1;2;0;4;29;0;0
2020-07-12 16:45:00;57;40;58;62;3;28;0;0;34;3;19;0
2020-07-12 17:00:00;61;48;78;76;0;10;0;0;1;8;0;1
2020-07-12 17:15:00;50;44;38;56;0;2;0;0;0;0;0;0
2020-07-12 17:30:00;69;40;51;72;26;1;3;0;0;25;0;1
2020-07-12 17:45:00;61;51;64;83;2;0;0;0;2;6;1;0
