DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-03-13 00:00:00;4;4;1;2;1;3;7;7
2020-03-13 00:15:00;7;8;1;4;6;5;12;8
2020-03-13 00:30:00;3;3;1;1;2;5;17;8
2020-03-13 00:45:00;6;14;2;2;1;3;6;3
2020-03-13 01:00:00;1;4;0;3;2;3;6;5
2020-03-13 01:15:00;10;5;2;3;2;4;8;2
2020-03-13 01:30:00;7;9;6;2;1;2;2;7
2020-03-13 01:45:00;5;8;4;3;2;4;5;4
2020-03-13 02:00:00;9;4;2;3;1;4;3;3
2020-03-13 02:15:00;5;4;3;2;3;3;3;2
2020-03-13 02:30:00;4;3;2;2;0;2;8;6
2020-03-13 02:45:00;4;3;3;2;3;3;4;4
2020-03-13 03:00:00;8;5;1;3;3;4;5;1
2020-03-13 03:15:00;5;3;0;1;0;2;6;1
2020-03-13 03:30:00;3;3;2;2;1;2;8;3
2020-03-13 03:45:00;5;3;2;3;2;5;4;1
2020-03-13 04:00:00;4;5;1;7;1;10;8;3
2020-03-13 04:15:00;10;6;6;5;5;8;11;3
2020-03-13 04:30:00;21;5;3;9;7;13;13;4
2020-03-13 04:45:00;22;7;8;11;7;12;14;10
2020-03-13 05:00:00;22;14;13;11;9;14;32;11
2020-03-13 05:15:00;30;25;25;14;16;32;27;17
2020-03-13 05:30:00;37;30;37;21;17;49;41;24
2020-03-13 05:45:00;62;49;42;31;41;82;63;26
2020-03-13 06:00:00;53;43;41;24;27;72;57;42
2020-03-13 06:15:00;61;45;54;31;37;97;75;55
2020-03-13 06:30:00;73;62;53;54;66;149;74;72
2020-03-13 06:45:00;66;81;52;78;98;193;70;85
2020-03-13 07:00:00;64;67;47;61;88;174;85;101
2020-03-13 07:15:00;62;65;67;81;100;211;108;116
2020-03-13 07:30:00;80;88;48;84;112;194;85;87
2020-03-13 07:45:00;77;89;41;108;151;167;80;72
2020-03-13 08:00:00;76;102;36;76;92;175;67;72
2020-03-13 08:15:00;65;91;48;53;70;149;72;74
2020-03-13 08:30:00;62;104;32;85;83;148;71;69
2020-03-13 08:45:00;82;106;30;70;75;137;80;68
2020-03-13 09:00:00;56;74;40;63;63;114;61;65
2020-03-13 09:15:00;73;91;29;68;49;100;72;56
2020-03-13 09:30:00;66;84;28;75;67;107;84;82
2020-03-13 09:45:00;82;78;37;57;48;100;86;69
2020-03-13 10:00:00;78;75;33;59;51;105;74;70
2020-03-13 10:15:00;81;93;27;78;54;111;76;70
2020-03-13 10:30:00;73;89;31;57;54;100;71;82
2020-03-13 10:45:00;83;89;34;62;57;120;76;78
2020-03-13 11:00:00;83;78;35;55;47;86;76;82
2020-03-13 11:15:00;79;87;55;89;52;97;70;90
2020-03-13 11:30:00;87;125;70;41;71;120;82;103
2020-03-13 11:45:00;96;113;47;37;62;105;75;78
2020-03-13 12:00:00;101;121;46;40;61;107;93;112
2020-03-13 12:15:00;110;122;56;47;67;121;87;102
2020-03-13 12:30:00;77;100;32;33;41;88;65;86
2020-03-13 12:45:00;57;72;28;43;50;102;50;71
2020-03-13 13:00:00;61;71;30;25;25;56;47;68
2020-03-13 13:15:00;93;88;51;29;45;100;72;85
