DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-03-17 00:00:00;7;1;3;1;1;4;7;2;4;3;0;0;0;0;0;0;0
2020-03-17 00:15:00;2;1;5;4;0;0;3;8;8;4;0;0;0;0;0;0;0
2020-03-17 00:30:00;4;2;4;3;1;2;0;0;2;2;0;0;0;0;0;0;0
2020-03-17 00:45:00;4;0;2;3;0;0;0;3;7;1;0;0;0;0;0;0;0
2020-03-17 01:00:00;2;0;1;2;0;0;1;1;1;3;0;0;0;0;0;0;0
2020-03-17 01:15:00;6;3;1;0;1;1;0;3;2;4;0;0;0;0;0;0;0
2020-03-17 01:30:00;7;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0
2020-03-17 01:45:00;1;0;0;1;0;0;1;2;3;1;0;0;0;0;0;0;0
2020-03-17 02:00:00;4;0;2;0;0;1;0;4;5;4;0;0;0;0;0;0;0
2020-03-17 02:15:00;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-17 02:30:00;2;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
2020-03-17 02:45:00;3;3;1;2;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-03-17 03:00:00;0;0;0;1;0;0;0;1;2;4;0;0;0;0;0;0;0
2020-03-17 03:15:00;4;0;0;1;0;0;1;3;1;2;0;0;0;0;0;0;0
2020-03-17 03:30:00;2;0;0;1;0;1;1;0;1;3;0;0;0;0;0;0;0
2020-03-17 03:45:00;4;2;1;0;0;2;2;4;3;0;0;0;0;0;0;0;0
2020-03-17 04:00:00;5;1;1;1;0;1;0;0;8;0;0;0;0;0;0;0;0
2020-03-17 04:15:00;3;0;2;1;1;1;0;6;5;2;0;0;0;0;0;0;0
2020-03-17 04:30:00;8;2;2;2;0;0;1;0;5;4;0;0;0;0;0;0;0
2020-03-17 04:45:00;21;0;2;7;0;3;6;4;12;9;0;0;0;0;0;0;0
2020-03-17 05:00:00;53;3;17;22;1;2;8;5;10;7;0;0;0;0;0;0;0
2020-03-17 05:15:00;94;10;49;63;0;3;17;13;15;14;0;0;0;0;0;0;0
2020-03-17 05:30:00;63;2;54;70;4;4;16;24;29;28;0;0;0;0;0;0;0
2020-03-17 05:45:00;47;7;34;44;3;4;21;65;42;55;0;0;0;0;0;0;0
2020-03-17 06:00:00;39;4;25;74;3;5;21;61;67;99;2;0;0;0;0;0;0
2020-03-17 06:15:00;51;9;45;55;3;8;17;36;58;44;0;0;10;0;0;0;0
2020-03-17 06:30:00;62;15;55;64;4;6;33;24;34;41;0;0;1;0;0;1;0
2020-03-17 06:45:00;52;7;48;55;11;8;29;29;25;34;0;0;0;0;0;0;0
2020-03-17 07:00:00;66;8;40;39;12;9;22;14;22;17;0;0;0;0;1;0;0
2020-03-17 07:15:00;47;13;55;67;10;10;27;26;26;13;0;0;3;0;0;0;0
2020-03-17 07:30:00;55;17;60;69;9;14;22;30;29;32;0;0;0;0;0;0;0
2020-03-17 07:45:00;51;19;44;54;10;13;22;42;33;26;0;0;0;0;0;0;0
2020-03-17 08:00:00;44;12;35;38;7;10;24;32;33;24;0;0;0;0;0;0;0
2020-03-17 08:15:00;30;7;40;38;6;8;25;34;26;21;0;0;0;0;0;5;0
2020-03-17 08:30:00;51;19;37;39;11;12;19;33;27;20;0;0;7;0;0;0;0
2020-03-17 08:45:00;42;21;29;26;6;14;24;35;23;19;1;0;27;0;0;0;0
2020-03-17 09:00:00;27;14;26;30;11;16;27;25;23;20;0;0;0;0;0;0;0
2020-03-17 09:15:00;41;28;25;17;11;21;18;35;33;24;0;0;0;0;2;0;0
2020-03-17 09:30:00;29;35;25;26;10;17;25;31;28;22;1;0;3;0;3;1;0
2020-03-17 09:45:00;25;17;24;28;12;18;12;28;19;23;1;0;2;0;0;2;0
2020-03-17 10:00:00;44;27;27;23;8;18;23;38;33;26;0;0;0;0;0;0;0
