DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-05-07 00:00:00;0;2;2;0;1;2;0;0;0;0
2020-05-07 00:15:00;6;2;0;1;2;1;0;0;0;0
2020-05-07 00:30:00;0;0;1;3;4;1;0;0;0;0
2020-05-07 00:45:00;0;0;0;3;2;0;0;0;0;0
2020-05-07 01:00:00;1;1;0;1;0;1;0;0;0;0
2020-05-07 01:15:00;0;1;0;0;0;1;0;0;0;0
2020-05-07 01:30:00;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:45:00;0;0;2;1;0;0;0;0;0;0
2020-05-07 02:00:00;1;1;0;1;1;0;0;0;0;0
2020-05-07 02:15:00;1;1;0;0;0;0;0;0;0;0
2020-05-07 02:30:00;0;0;0;1;1;0;0;0;0;0
2020-05-07 02:45:00;0;0;0;0;0;0;0;0;0;0
2020-05-07 03:00:00;0;0;1;0;0;0;0;0;0;0
2020-05-07 03:15:00;0;0;0;2;0;2;0;0;0;0
2020-05-07 03:30:00;0;0;0;1;1;0;0;0;0;0
2020-05-07 03:45:00;2;0;0;0;0;2;0;0;0;0
2020-05-07 04:00:00;0;0;0;1;1;0;0;0;0;0
2020-05-07 04:15:00;0;1;2;1;0;0;0;0;0;0
2020-05-07 04:30:00;0;2;0;0;1;1;0;0;0;0
2020-05-07 04:45:00;3;4;0;2;1;3;0;0;0;0
2020-05-07 05:00:00;1;1;0;1;5;0;0;0;0;0
2020-05-07 05:15:00;2;4;4;0;3;8;0;0;0;0
2020-05-07 05:30:00;6;9;3;7;3;11;0;0;0;0
2020-05-07 05:45:00;10;12;11;10;15;23;0;0;0;0
2020-05-07 06:00:00;14;12;10;4;6;11;0;0;0;0
2020-05-07 06:15:00;6;22;13;13;24;27;0;0;0;0
2020-05-07 06:30:00;12;21;21;12;16;38;0;0;0;0
2020-05-07 06:45:00;16;31;21;15;28;31;0;0;0;0
2020-05-07 07:00:00;17;18;28;13;25;48;0;0;0;0
2020-05-07 07:15:00;16;22;38;29;33;58;0;0;0;0
2020-05-07 07:30:00;24;45;64;24;38;79;0;0;0;0
2020-05-07 07:45:00;21;32;54;11;40;57;0;0;0;0
2020-05-07 08:00:00;18;32;21;14;34;26;0;0;0;0
2020-05-07 08:15:00;14;14;21;32;26;36;0;0;0;0
2020-05-07 08:30:00;22;20;19;29;28;33;0;0;0;0
2020-05-07 08:45:00;17;18;27;28;21;39;0;0;0;0
2020-05-07 09:00:00;21;30;20;20;18;28;0;0;0;0
2020-05-07 09:15:00;25;25;25;28;17;40;0;0;0;0
2020-05-07 09:30:00;35;29;23;42;20;37;0;0;0;0
2020-05-07 09:45:00;22;21;20;36;28;42;0;0;0;0
2020-05-07 10:00:00;25;28;31;33;18;17;0;0;0;0
