DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-10-01 00:00:00;15;0;6;0;0;0;0;0;0;0;0;0
2020-10-01 00:15:00;6;0;2;0;0;0;0;0;0;0;0;0
2020-10-01 00:30:00;15;0;8;0;0;0;0;0;0;0;0;0
2020-10-01 00:45:00;7;0;7;0;0;0;0;0;0;0;0;0
2020-10-01 01:00:00;7;0;1;0;0;0;0;0;0;0;0;0
2020-10-01 01:15:00;4;0;4;0;0;0;0;0;0;0;0;0
2020-10-01 01:30:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-10-01 01:45:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-10-01 02:00:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-10-01 02:15:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:30:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-10-01 02:45:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-10-01 03:00:00;2;0;8;0;0;0;0;0;0;0;0;0
2020-10-01 03:15:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-10-01 03:30:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-10-01 03:45:00;1;0;4;0;0;0;0;0;0;0;0;0
2020-10-01 04:00:00;7;0;10;0;0;0;0;0;0;0;0;0
2020-10-01 04:15:00;2;0;6;0;0;0;0;0;0;0;0;0
2020-10-01 04:30:00;7;0;16;0;0;0;0;0;0;0;0;0
2020-10-01 04:45:00;4;0;17;0;0;0;0;0;0;0;0;0
2020-10-01 05:00:00;8;0;78;0;0;0;0;0;0;0;0;0
2020-10-01 05:15:00;7;0;106;0;0;0;0;0;0;0;0;0
2020-10-01 05:30:00;13;0;152;0;0;0;0;0;0;0;0;0
2020-10-01 05:45:00;35;0;98;0;0;0;0;0;0;0;0;0
2020-10-01 06:00:00;70;0;134;0;2;0;0;0;0;0;0;0
2020-10-01 06:15:00;53;0;158;0;5;0;0;0;0;0;0;0
2020-10-01 06:30:00;49;0;216;0;5;0;0;0;0;3;2;0
2020-10-01 06:45:00;43;0;224;0;9;1;0;0;0;2;1;0
2020-10-01 07:00:00;47;0;200;0;11;4;0;0;0;0;0;0
2020-10-01 07:15:00;71;0;204;0;11;1;0;0;0;1;0;0
2020-10-01 07:30:00;23;0;33;0;3;2;0;0;0;1;0;0
2020-10-01 07:45:00;81;0;186;0;9;6;0;0;0;4;0;0
2020-10-01 08:00:00;93;0;173;0;10;0;0;0;0;3;3;0
2020-10-01 08:15:00;95;0;153;0;8;4;0;0;0;5;1;0
2020-10-01 08:30:00;74;0;164;0;4;2;0;0;0;3;0;0
2020-10-01 08:45:00;79;0;154;0;7;1;0;0;0;2;0;0
2020-10-01 09:00:00;92;0;144;0;4;2;0;0;0;2;0;0
2020-10-01 09:15:00;67;0;128;0;4;3;0;0;0;0;0;0
2020-10-01 09:30:00;88;0;155;0;8;1;0;0;0;5;0;0
2020-10-01 09:45:00;85;0;130;0;6;1;0;0;0;1;0;0
2020-10-01 10:00:00;96;0;118;0;3;5;0;0;0;0;0;0
2020-10-01 10:15:00;101;0;124;0;1;2;0;0;0;1;0;0
2020-10-01 10:30:00;90;0;115;0;5;1;0;0;0;1;0;0
2020-10-01 10:45:00;108;0;118;0;1;3;0;0;0;5;2;0
2020-10-01 11:00:00;134;0;96;0;2;2;0;0;0;2;2;0
2020-10-01 11:15:00;110;0;130;0;4;3;0;0;0;2;0;0
2020-10-01 11:30:00;115;0;113;0;7;1;0;0;0;3;0;0
2020-10-01 11:45:00;136;0;113;0;4;9;0;0;0;3;0;0
2020-10-01 12:00:00;129;0;115;0;2;7;0;0;0;4;3;0
2020-10-01 12:15:00;120;0;115;0;4;5;0;0;0;7;8;0
2020-10-01 12:30:00;136;0;119;0;4;5;0;0;0;1;1;0
2020-10-01 12:45:00;123;0;85;0;7;3;0;0;0;4;0;0
2020-10-01 13:00:00;129;0;136;0;5;8;0;0;0;4;17;0
2020-10-01 13:15:00;142;0;156;0;4;8;0;0;0;2;0;0
2020-10-01 13:30:00;110;0;178;0;6;4;0;0;0;1;1;0
2020-10-01 13:45:00;137;0;154;0;3;6;0;0;0;2;0;0
2020-10-01 14:00:00;158;0;108;0;3;6;0;0;0;5;3;0
2020-10-01 14:15:00;158;0;131;0;2;5;0;0;0;3;0;0
2020-10-01 14:30:00;155;0;123;0;3;5;0;0;0;3;0;0
2020-10-01 14:45:00;157;0;144;0;2;7;0;0;0;7;1;0
2020-10-01 15:00:00;181;0;130;0;5;7;0;0;0;3;1;0
2020-10-01 15:15:00;164;0;120;0;8;3;0;0;0;2;0;0
2020-10-01 15:30:00;185;0;122;0;4;10;0;0;0;3;0;0
2020-10-01 15:45:00;149;0;127;0;4;4;0;0;0;7;0;0
2020-10-01 16:00:00;204;0;121;0;6;8;0;0;0;4;18;0
2020-10-01 16:15:00;210;0;137;0;4;10;0;0;0;6;1;0
2020-10-01 16:30:00;210;0;173;0;5;9;0;0;0;6;0;0
2020-10-01 16:45:00;217;0;145;0;4;10;0;0;0;9;3;0
2020-10-01 17:00:00;227;0;152;0;6;10;0;0;0;1;0;0
2020-10-01 17:15:00;214;0;142;0;5;8;0;0;0;4;3;0
2020-10-01 17:30:00;196;0;134;0;3;9;0;0;0;6;6;0
2020-10-01 17:45:00;197;0;166;0;3;8;0;0;0;4;1;0
2020-10-01 18:00:00;195;0;180;0;6;4;0;0;0;4;2;0
2020-10-01 18:15:00;192;0;152;0;5;6;0;0;0;3;2;0
2020-10-01 18:30:00;159;0;126;0;5;7;0;0;0;2;0;0
2020-10-01 18:45:00;146;0;122;0;4;2;0;0;0;4;1;0
2020-10-01 19:00:00;125;0;94;0;2;6;0;0;0;3;2;0
2020-10-01 19:15:00;124;0;83;0;1;5;0;0;0;3;5;0
2020-10-01 19:30:00;108;0;93;0;2;2;0;0;0;3;1;0
2020-10-01 19:45:00;108;0;81;0;2;3;0;0;0;3;0;0
2020-10-01 20:00:00;94;0;74;0;0;1;0;0;0;1;0;0
2020-10-01 20:15:00;91;0;67;0;2;0;0;0;0;5;0;0
2020-10-01 20:30:00;97;0;52;0;0;0;0;0;0;9;0;0
2020-10-01 20:45:00;54;0;68;0;0;0;0;0;0;0;0;0
2020-10-01 21:00:00;56;0;88;0;0;0;0;0;0;0;0;0
2020-10-01 21:15:00;45;0;75;0;0;0;0;0;0;0;0;0
2020-10-01 21:30:00;64;0;37;0;0;0;0;0;0;0;0;0
2020-10-01 21:45:00;70;0;25;0;0;0;0;0;0;0;0;0
2020-10-01 22:00:00;118;0;49;0;0;0;0;0;0;0;0;0
2020-10-01 22:15:00;84;0;36;0;0;0;0;0;0;0;0;0
2020-10-01 22:30:00;56;0;22;0;0;0;0;0;0;0;0;0
2020-10-01 22:45:00;43;0;16;0;0;0;0;0;0;0;0;0
2020-10-01 23:00:00;28;0;21;0;0;0;0;0;0;0;0;0
2020-10-01 23:15:00;13;0;10;0;0;0;0;0;0;0;0;0
2020-10-01 23:30:00;18;0;12;0;0;0;0;0;0;0;0;0
2020-10-01 23:45:00;2;0;4;0;0;0;0;0;0;0;0;0
