DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-07-27 00:00:00;15;6;7;8;3;1
2020-07-27 00:15:00;16;8;7;9;1;1
2020-07-27 00:30:00;17;2;4;15;0;0
2020-07-27 00:45:00;13;1;2;9;0;3
2020-07-27 01:00:00;5;6;2;6;1;1
2020-07-27 01:15:00;6;1;6;3;0;0
2020-07-27 01:30:00;4;4;0;3;1;0
2020-07-27 01:45:00;3;2;2;7;1;0
2020-07-27 02:00:00;3;2;1;3;0;1
2020-07-27 02:15:00;6;1;1;4;0;3
2020-07-27 02:30:00;7;1;4;2;0;0
2020-07-27 02:45:00;7;2;1;2;0;1
2020-07-27 03:00:00;7;0;3;2;0;1
2020-07-27 03:15:00;4;1;4;4;0;1
2020-07-27 03:30:00;6;1;3;3;0;0
2020-07-27 03:45:00;7;1;3;5;1;0
2020-07-27 04:00:00;4;2;4;5;1;0
2020-07-27 04:15:00;10;3;3;11;0;2
2020-07-27 04:30:00;20;7;8;11;0;4
2020-07-27 04:45:00;31;16;7;11;0;1
2020-07-27 05:00:00;57;48;13;28;2;7
2020-07-27 05:15:00;90;66;6;33;3;14
2020-07-27 05:30:00;84;70;17;44;3;10
2020-07-27 05:45:00;68;65;19;44;3;8
2020-07-27 06:00:00;60;54;33;49;3;8
2020-07-27 06:15:00;83;71;30;47;4;11
2020-07-27 06:30:00;121;101;33;55;1;15
2020-07-27 06:45:00;102;98;44;77;4;20
2020-07-27 07:00:00;105;107;38;80;8;24
2020-07-27 07:15:00;116;108;43;75;4;30
2020-07-27 07:30:00;147;135;65;106;8;45
2020-07-27 07:45:00;146;136;68;127;10;40
2020-07-27 08:00:00;114;114;73;110;20;39
2020-07-27 08:15:00;124;123;72;110;14;31
2020-07-27 08:30:00;114;115;63;115;11;43
2020-07-27 08:45:00;125;119;64;113;10;35
2020-07-27 09:00:00;113;86;75;129;11;22
2020-07-27 09:15:00;117;91;120;180;17;26
2020-07-27 09:30:00;122;119;133;214;17;27
2020-07-27 09:45:00;137;108;143;234;20;41
2020-07-27 10:00:00;127;117;128;225;19;20
2020-07-27 10:15:00;128;108;195;170;29;44
2020-07-27 10:30:00;147;119;182;185;20;45
2020-07-27 10:45:00;146;108;195;159;24;45
2020-07-27 11:00:00;120;100;186;143;19;29
2020-07-27 11:15:00;140;111;178;153;19;52
2020-07-27 11:30:00;127;113;213;146;21;47
2020-07-27 11:45:00;108;90;181;157;36;38
2020-07-27 12:00:00;127;97;100;175;26;31
2020-07-27 12:15:00;118;120;96;167;25;55
2020-07-27 12:30:00;120;105;95;154;20;47
2020-07-27 12:45:00;134;97;94;158;15;34
2020-07-27 13:00:00;143;99;97;132;17;40
2020-07-27 13:15:00;110;108;80;154;15;53
2020-07-27 13:30:00;141;127;75;146;11;31
2020-07-27 13:45:00;141;121;83;146;17;36
2020-07-27 14:00:00;121;96;91;171;8;40
2020-07-27 14:15:00;120;89;106;180;17;35
2020-07-27 14:30:00;128;103;124;197;23;42
2020-07-27 14:45:00;148;114;116;178;14;38
2020-07-27 15:00:00;148;121;87;157;19;40
2020-07-27 15:15:00;133;96;106;189;20;48
2020-07-27 15:30:00;123;90;95;184;20;30
2020-07-27 15:45:00;125;82;101;180;13;50
2020-07-27 16:00:00;140;124;105;176;20;50
2020-07-27 16:15:00;140;128;118;210;14;41
2020-07-27 16:30:00;162;109;130;174;14;44
2020-07-27 16:45:00;141;114;107;178;19;44
2020-07-27 17:00:00;133;129;121;182;28;41
2020-07-27 17:15:00;150;117;117;198;18;46
2020-07-27 17:30:00;115;109;91;176;22;43
2020-07-27 17:45:00;162;108;102;151;16;50
2020-07-27 18:00:00;132;86;92;139;23;40
2020-07-27 18:15:00;119;84;89;146;13;42
2020-07-27 18:30:00;110;84;59;133;14;33
2020-07-27 18:45:00;117;87;63;114;9;37
2020-07-27 19:00:00;99;86;47;85;14;40
2020-07-27 19:15:00;83;72;38;92;11;29
2020-07-27 19:30:00;85;62;44;87;14;25
2020-07-27 19:45:00;85;68;60;78;12;30
2020-07-27 20:00:00;89;69;55;64;7;15
2020-07-27 20:15:00;80;59;63;84;6;14
2020-07-27 20:30:00;81;55;42;56;4;9
2020-07-27 20:45:00;73;56;57;62;3;13
2020-07-27 21:00:00;107;83;43;54;3;9
2020-07-27 21:15:00;87;75;24;42;2;11
2020-07-27 21:30:00;63;42;43;49;8;10
2020-07-27 21:45:00;50;26;54;63;6;11
2020-07-27 22:00:00;42;25;49;103;5;9
2020-07-27 22:15:00;54;34;25;60;3;13
2020-07-27 22:30:00;45;20;20;35;5;8
2020-07-27 22:45:00;39;17;16;31;4;5
2020-07-27 23:00:00;33;13;13;20;3;5
2020-07-27 23:15:00;27;13;18;26;2;4
2020-07-27 23:30:00;24;14;12;15;0;0
2020-07-27 23:45:00;23;8;12;22;1;2
