DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-09-30 00:00:00;1;2;6;0;0;4;0;0;0;0;0;0
2019-09-30 00:15:00;2;3;11;0;5;8;1;0;0;0;0;0
2019-09-30 00:30:00;5;9;13;0;0;6;0;0;0;0;0;0
2019-09-30 00:45:00;5;6;9;0;1;5;0;0;0;0;0;0
2019-09-30 01:00:00;1;1;5;0;1;6;0;0;0;0;0;0
2019-09-30 01:15:00;1;2;4;0;0;1;0;0;0;0;0;0
2019-09-30 01:30:00;2;3;4;0;0;1;0;0;0;0;0;0
2019-09-30 01:45:00;3;5;9;0;0;4;0;0;0;0;0;0
2019-09-30 02:00:00;2;1;3;0;1;3;0;0;0;0;0;0
2019-09-30 02:15:00;1;1;4;0;0;3;0;0;0;0;0;0
2019-09-30 02:30:00;1;1;1;0;0;0;0;0;0;0;0;0
2019-09-30 02:45:00;2;6;7;0;0;1;0;0;0;0;0;0
2019-09-30 03:00:00;1;2;1;0;0;0;0;0;0;0;0;0
2019-09-30 03:15:00;0;4;5;0;0;2;0;0;0;0;0;0
2019-09-30 03:30:00;0;0;2;0;0;1;0;0;0;0;0;0
2019-09-30 03:45:00;1;1;2;0;0;1;0;0;0;0;0;0
2019-09-30 04:00:00;1;2;6;2;0;4;0;0;0;0;0;0
2019-09-30 04:15:00;2;3;6;0;0;4;0;0;0;0;0;0
2019-09-30 04:30:00;3;4;7;0;0;4;0;0;0;0;0;0
2019-09-30 04:45:00;1;1;4;0;0;2;0;0;0;0;0;0
2019-09-30 05:00:00;7;4;7;0;0;3;0;0;0;0;0;0
2019-09-30 05:15:00;7;8;14;1;0;9;0;0;0;0;0;0
2019-09-30 05:30:00;9;6;10;2;3;6;0;0;0;0;0;0
2019-09-30 05:45:00;12;16;22;5;4;10;0;0;0;0;0;0
2019-09-30 06:00:00;18;17;27;4;7;16;0;0;0;0;0;0
2019-09-30 06:15:00;25;30;58;10;7;38;0;0;0;0;0;0
2019-09-30 06:30:00;36;35;51;13;10;30;0;0;0;0;0;0
2019-09-30 06:45:00;33;46;57;27;7;40;1;0;0;0;0;0
2019-09-30 07:00:00;47;68;72;46;9;44;0;0;0;0;0;0
2019-09-30 07:15:00;62;111;99;65;9;50;0;0;1;0;0;0
2019-09-30 07:30:00;97;148;103;80;16;80;4;0;0;0;0;0
2019-09-30 07:45:00;99;111;129;60;16;107;0;0;0;0;0;0
2019-09-30 08:00:00;84;73;93;18;9;70;1;0;0;0;0;0
2019-09-30 08:15:00;66;60;99;16;8;63;2;0;1;0;0;0
2019-09-30 08:30:00;49;37;66;25;11;55;1;1;0;0;0;0
2019-09-30 08:45:00;68;65;90;18;7;51;1;0;2;0;0;0
2019-09-30 09:00:00;50;48;81;19;9;52;1;0;20;0;0;0
2019-09-30 09:15:00;43;50;69;20;7;47;0;0;6;0;0;0
2019-09-30 09:30:00;45;46;93;16;9;59;1;1;0;0;0;0
2019-09-30 09:45:00;58;47;85;14;5;65;1;0;1;0;0;0
2019-09-30 10:00:00;49;43;81;10;9;60;0;1;0;1;0;0
2019-09-30 10:15:00;58;53;96;13;6;63;0;0;0;0;0;0
2019-09-30 10:30:00;60;42;99;16;8;75;0;0;0;0;0;0
2019-09-30 10:45:00;52;47;98;15;6;76;1;1;0;1;0;0
2019-09-30 11:00:00;46;40;87;21;9;69;0;0;0;0;0;0
2019-09-30 11:15:00;43;40;87;20;8;64;2;0;1;0;0;0
2019-09-30 11:30:00;56;58;93;18;7;60;1;0;0;0;0;0
2019-09-30 11:45:00;41;47;98;26;7;66;1;0;0;1;0;0
2019-09-30 12:00:00;45;40;96;25;7;65;0;3;0;0;0;0
2019-09-30 12:15:00;38;46;100;24;8;75;0;0;0;0;0;0
2019-09-30 12:30:00;41;49;87;32;9;61;1;0;0;1;0;0
2019-09-30 12:45:00;46;51;74;39;13;60;0;11;2;0;0;0
2019-09-30 13:00:00;36;52;92;50;9;67;0;5;5;0;0;0
2019-09-30 13:15:00;28;39;89;23;14;64;2;2;14;0;0;0
2019-09-30 13:30:00;41;48;89;21;9;60;0;0;0;0;0;0
2019-09-30 13:45:00;46;44;89;17;5;70;2;0;5;2;0;0
2019-09-30 14:00:00;40;40;84;35;6;68;1;0;0;0;0;0
2019-09-30 14:15:00;35;43;99;25;6;70;1;2;0;0;0;0
2019-09-30 14:30:00;43;48;106;29;10;78;1;0;0;0;0;0
2019-09-30 14:45:00;45;55;101;28;4;103;2;2;1;0;0;0
2019-09-30 15:00:00;51;47;91;42;9;81;1;1;0;0;0;0
2019-09-30 15:15:00;48;69;124;42;6;98;1;0;4;0;0;0
2019-09-30 15:30:00;53;56;108;34;9;92;0;0;3;0;0;0
2019-09-30 15:45:00;52;56;132;49;4;106;0;1;0;0;0;0
2019-09-30 16:00:00;48;38;138;44;10;112;2;0;1;0;0;0
2019-09-30 16:15:00;54;70;113;62;5;138;1;0;0;0;0;0
2019-09-30 16:30:00;56;62;156;59;8;135;1;0;1;0;0;0
2019-09-30 16:45:00;62;62;120;35;9;121;0;0;0;0;0;0
2019-09-30 17:00:00;52;51;131;39;9;110;0;0;1;0;0;0
2019-09-30 17:15:00;54;62;127;51;7;116;0;1;0;0;0;0
2019-09-30 17:30:00;45;62;119;40;10;123;1;0;0;0;0;0
2019-09-30 17:45:00;48;61;106;45;9;125;0;0;1;1;0;0
2019-09-30 18:00:00;38;48;119;28;8;103;0;0;0;0;0;0
2019-09-30 18:15:00;38;39;102;18;7;73;0;1;0;0;0;0
2019-09-30 18:30:00;29;41;90;25;10;72;0;0;0;0;0;0
2019-09-30 18:45:00;36;30;77;23;7;46;0;0;1;0;0;0
2019-09-30 19:00:00;34;29;74;26;7;54;1;0;0;0;0;0
2019-09-30 19:15:00;25;33;65;17;9;41;0;0;1;0;0;0
2019-09-30 19:30:00;26;30;77;43;7;53;1;0;0;0;0;0
2019-09-30 19:45:00;19;31;66;13;4;48;0;0;0;0;0;0
2019-09-30 20:00:00;23;32;66;12;6;38;1;0;0;0;0;0
2019-09-30 20:15:00;20;17;37;13;5;24;1;0;1;0;0;0
2019-09-30 20:30:00;15;22;44;16;6;31;0;0;0;0;0;0
2019-09-30 20:45:00;14;10;33;11;4;21;0;0;0;0;0;0
2019-09-30 21:00:00;13;15;56;31;5;33;0;0;0;0;0;0
2019-09-30 21:15:00;18;10;58;44;0;20;0;0;0;0;0;0
2019-09-30 21:30:00;10;10;45;25;1;26;0;0;0;0;0;0
2019-09-30 21:45:00;8;8;15;7;1;7;0;0;0;0;0;0
2019-09-30 22:00:00;5;11;35;4;5;28;0;0;0;0;0;0
2019-09-30 22:15:00;8;9;28;8;2;23;0;0;0;0;0;0
2019-09-30 22:30:00;5;8;27;2;4;19;1;0;0;0;0;0
2019-09-30 22:45:00;9;10;21;1;1;11;0;0;0;0;0;0
2019-09-30 23:00:00;5;9;24;1;4;14;2;0;0;0;0;0
2019-09-30 23:15:00;5;8;21;11;1;10;0;0;0;0;0;0
2019-09-30 23:30:00;4;4;11;4;1;6;0;0;0;0;0;0
2019-09-30 23:45:00;6;6;10;0;0;5;0;0;0;0;0;0
