DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-09-09 00:00:00;1;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 00:15:00;2;3;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 00:30:00;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 00:45:00;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:00:00;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:15:00;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:30:00;3;4;1;4;1;3;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 01:45:00;0;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:00:00;0;1;3;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:15:00;2;1;0;2;1;3;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:30:00;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:45:00;1;2;2;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:00:00;2;3;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0
2019-09-09 03:15:00;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:30:00;1;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:45:00;3;7;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:00:00;2;3;3;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:15:00;3;5;0;1;1;1;3;1;0;0;1;0;0;0;0;0;0;0
2019-09-09 04:30:00;9;18;2;3;1;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:45:00;18;39;2;6;0;2;10;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 05:00:00;40;64;1;24;12;6;17;1;1;1;0;0;0;0;30;2;0;0
2019-09-09 05:15:00;82;158;8;23;10;9;23;0;1;1;14;10;0;0;22;2;0;0
2019-09-09 05:30:00;112;161;10;35;7;20;37;1;3;4;6;17;0;1;28;2;0;0
2019-09-09 05:45:00;55;97;9;32;4;17;37;0;4;3;1;2;0;0;50;5;0;0
2019-09-09 06:00:00;41;43;6;35;4;14;26;1;4;4;0;2;0;0;10;0;0;0
2019-09-09 06:15:00;53;45;5;43;6;19;42;1;3;3;5;19;0;0;10;0;0;0
2019-09-09 06:30:00;75;68;10;70;9;25;76;2;3;5;7;8;1;0;7;7;0;0
2019-09-09 06:45:00;78;107;9;58;8;29;78;1;4;10;1;18;0;0;16;0;0;0
2019-09-09 07:00:00;72;86;5;57;10;27;67;3;2;5;11;11;0;0;5;0;0;0
2019-09-09 07:15:00;69;96;3;51;7;36;76;2;4;4;7;14;0;0;6;0;0;0
2019-09-09 07:30:00;77;83;14;55;5;25;65;3;2;2;8;4;0;0;11;0;0;0
2019-09-09 07:45:00;76;85;18;50;6;45;79;4;6;5;12;9;0;0;6;0;0;0
