DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-02-11 00:00:00;6;5;4;1;1;4;4;1;1;4;1;1;4
2020-02-11 00:15:00;8;6;1;1;0;8;12;3;1;3;6;1;1
2020-02-11 00:30:00;12;5;4;3;1;10;9;3;1;2;2;1;4
2020-02-11 00:45:00;8;3;1;0;2;6;5;2;2;4;6;3;1
2020-02-11 01:00:00;5;2;2;2;1;6;7;2;4;6;1;0;2
2020-02-11 01:15:00;4;3;0;2;1;2;4;1;1;0;2;2;0
2020-02-11 01:30:00;4;1;0;1;1;4;5;1;2;2;1;1;0
2020-02-11 01:45:00;3;0;0;1;0;0;7;3;1;2;0;0;0
2020-02-11 02:00:00;1;1;1;1;2;0;7;1;1;3;2;0;1
2020-02-11 02:15:00;4;0;0;2;2;0;8;1;2;2;1;0;0
2020-02-11 02:30:00;1;2;0;1;3;0;4;1;1;0;0;0;0
2020-02-11 02:45:00;5;1;0;2;1;0;1;3;2;2;3;3;0
2020-02-11 03:00:00;8;1;0;0;1;0;1;1;1;1;2;0;0
2020-02-11 03:15:00;5;1;0;0;1;0;0;1;2;3;3;1;0
2020-02-11 03:30:00;7;0;1;2;1;8;3;3;3;0;0;0;1
2020-02-11 03:45:00;6;0;0;2;4;12;11;4;3;4;1;1;0
2020-02-11 04:00:00;7;1;2;1;4;6;8;2;1;1;1;1;2
2020-02-11 04:15:00;7;2;5;2;4;18;10;2;2;1;0;0;5
2020-02-11 04:30:00;9;1;3;5;8;24;21;4;0;4;1;0;3
2020-02-11 04:45:00;15;9;1;3;10;31;28;7;2;1;0;1;1
2020-02-11 05:00:00;17;13;5;10;17;23;24;8;4;7;2;1;5
2020-02-11 05:15:00;24;12;2;22;20;31;30;14;3;4;1;1;3
2020-02-11 05:30:00;27;31;6;17;35;48;47;16;5;5;4;2;6
2020-02-11 05:45:00;48;37;10;17;35;58;50;26;14;10;13;2;9
2020-02-11 06:00:00;38;33;5;27;22;56;59;21;5;6;3;2;5
2020-02-11 06:15:00;56;51;9;40;44;55;70;28;15;11;5;2;8
