DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-08-23 00:00:00;1;0;10;0;2;34;0;0;0;0;0;0;0;0
2020-08-23 00:15:00;1;0;19;2;3;34;0;0;0;0;0;0;0;0
2020-08-23 00:30:00;0;0;14;0;1;31;0;0;0;0;0;0;0;0
2020-08-23 00:45:00;1;0;10;0;1;29;0;0;0;0;0;0;0;0
2020-08-23 01:00:00;0;0;13;1;3;14;0;0;0;0;0;0;0;0
2020-08-23 01:15:00;0;0;19;0;0;26;0;0;0;0;0;0;0;0
2020-08-23 01:30:00;0;0;16;2;2;13;0;0;0;0;0;0;0;0
2020-08-23 01:45:00;0;0;10;1;3;18;0;0;0;0;0;0;0;0
2020-08-23 02:00:00;0;0;5;0;0;11;0;0;0;0;0;0;0;0
2020-08-23 02:15:00;0;0;5;0;1;17;0;0;0;0;0;0;0;0
2020-08-23 02:30:00;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 02:45:00;0;0;7;1;2;10;0;0;0;0;0;0;0;0
2020-08-23 03:00:00;0;0;4;0;0;6;0;0;0;0;0;0;0;0
2020-08-23 03:15:00;0;0;11;1;2;5;0;0;0;0;0;0;0;0
2020-08-23 03:30:00;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 03:45:00;1;0;5;0;0;2;0;0;0;0;0;0;0;0
2020-08-23 04:00:00;1;0;6;0;0;4;0;0;0;0;0;0;0;0
2020-08-23 04:15:00;0;0;3;0;1;9;0;0;0;0;0;0;0;0
2020-08-23 04:30:00;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-08-23 04:45:00;0;0;8;0;0;3;0;0;0;0;0;0;0;0
2020-08-23 05:00:00;0;0;4;0;1;5;0;0;0;0;0;0;0;0
2020-08-23 05:15:00;0;0;11;4;4;9;0;0;0;0;0;0;0;0
2020-08-23 05:30:00;0;0;11;0;0;4;0;0;0;0;0;0;0;0
2020-08-23 05:45:00;0;0;12;0;0;8;0;0;0;0;0;0;0;0
