DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-07-23 00:00:00;22;7;9;3;1;2;2;22;0;0;0;0;0
2020-07-23 00:15:00;22;8;9;5;0;0;2;17;0;0;0;0;0
2020-07-23 00:30:00;10;3;6;3;0;0;0;18;0;0;0;0;0
2020-07-23 00:45:00;8;6;6;3;0;0;0;11;0;0;0;0;0
2020-07-23 01:00:00;13;4;4;1;0;0;0;11;0;0;0;0;0
2020-07-23 01:15:00;14;4;2;1;0;0;0;10;0;0;0;0;0
2020-07-23 01:30:00;9;3;5;2;0;0;1;8;0;0;0;0;0
2020-07-23 01:45:00;5;5;3;2;0;0;0;5;0;0;0;0;0
2020-07-23 02:00:00;8;6;6;1;0;0;0;6;0;0;0;0;0
2020-07-23 02:15:00;7;0;3;1;1;1;0;5;0;0;0;0;0
2020-07-23 02:30:00;6;2;2;2;0;0;1;2;0;0;0;0;0
2020-07-23 02:45:00;6;0;2;1;1;0;0;3;0;0;0;0;0
2020-07-23 03:00:00;11;2;4;2;2;1;0;9;0;0;0;0;0
2020-07-23 03:15:00;3;2;3;2;0;0;0;5;0;0;0;0;0
2020-07-23 03:30:00;7;1;3;3;0;0;0;2;0;0;0;0;0
2020-07-23 03:45:00;8;2;2;0;0;0;0;5;0;0;0;0;0
2020-07-23 04:00:00;7;5;7;1;0;0;0;11;0;0;0;0;0
2020-07-23 04:15:00;15;6;6;5;0;0;0;5;0;0;0;0;0
2020-07-23 04:30:00;15;7;8;4;1;1;1;15;0;0;0;0;0
2020-07-23 04:45:00;15;3;2;1;3;3;1;7;0;0;0;0;0
2020-07-23 05:00:00;24;6;14;8;5;3;2;23;0;0;0;0;0
2020-07-23 05:15:00;30;10;17;9;6;7;7;51;0;0;0;0;0
2020-07-23 05:30:00;44;10;22;7;5;5;3;85;0;0;0;0;0
2020-07-23 05:45:00;66;16;21;10;3;3;4;90;0;0;0;0;0
2020-07-23 06:00:00;74;15;20;8;5;5;5;77;0;0;0;0;0
2020-07-23 06:15:00;93;19;23;9;9;10;10;83;0;0;0;0;0
2020-07-23 06:30:00;127;12;18;6;6;9;9;135;0;0;0;0;0
2020-07-23 06:45:00;113;24;23;21;11;14;13;163;0;2;0;0;0
2020-07-23 07:00:00;138;12;17;14;10;12;12;180;0;1;0;0;0
2020-07-23 07:15:00;170;26;32;32;11;14;10;164;0;1;0;0;0
2020-07-23 07:30:00;207;21;20;17;27;32;26;176;0;1;0;0;0
2020-07-23 07:45:00;164;32;32;28;21;24;29;221;3;1;0;0;0
2020-07-23 08:00:00;151;21;32;19;23;29;24;179;1;3;0;0;0
2020-07-23 08:15:00;160;25;28;24;30;30;20;150;4;2;0;0;0
2020-07-23 08:30:00;149;18;19;12;20;21;18;169;2;0;0;0;0
2020-07-23 08:45:00;169;17;20;14;35;31;27;159;3;2;0;0;0
2020-07-23 09:00:00;137;24;26;20;24;26;13;172;2;1;0;0;0
2020-07-23 09:15:00;160;30;31;23;28;30;13;169;3;5;0;0;0
2020-07-23 09:30:00;173;22;20;18;34;37;41;173;2;0;0;0;0
2020-07-23 09:45:00;170;20;28;15;36;38;23;202;4;2;0;0;0
2020-07-23 10:00:00;170;19;21;19;32;33;96;205;4;2;0;0;0
2020-07-23 10:15:00;177;19;25;21;32;37;11;193;4;0;0;0;0
2020-07-23 10:30:00;157;17;20;17;21;24;17;179;2;0;0;0;0
2020-07-23 10:45:00;37;6;6;3;5;6;2;37;0;0;0;0;0
2020-07-23 11:00:00;
2020-07-23 11:15:00;
2020-07-23 11:30:00;
2020-07-23 11:45:00;
2020-07-23 12:00:00;
2020-07-23 12:15:00;
