DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-10-03 00:00:00;11;23;20;4;1;30;22;0;1
2019-10-03 00:15:00;23;20;14;6;5;28;9;1;2
2019-10-03 00:30:00;10;11;19;2;2;28;11;3;4
2019-10-03 00:45:00;18;19;15;2;3;23;13;0;2
2019-10-03 01:00:00;21;14;15;7;5;22;8;0;0
2019-10-03 01:15:00;13;16;14;6;3;13;9;0;1
2019-10-03 01:30:00;10;8;9;3;3;12;9;1;1
2019-10-03 01:45:00;14;9;6;0;1;8;7;0;1
2019-10-03 02:00:00;10;13;8;2;1;10;11;1;1
2019-10-03 02:15:00;5;7;9;1;2;13;5;0;0
2019-10-03 02:30:00;14;6;5;3;0;10;7;1;1
2019-10-03 02:45:00;13;14;8;1;2;9;3;0;0
2019-10-03 03:00:00;7;5;7;2;1;7;7;0;0
2019-10-03 03:15:00;1;1;2;2;0;9;4;1;0
2019-10-03 03:30:00;11;5;2;0;0;6;4;0;0
2019-10-03 03:45:00;8;6;9;4;1;9;7;0;0
2019-10-03 04:00:00;11;6;3;0;0;8;4;2;2
2019-10-03 04:15:00;6;7;9;4;1;13;8;2;2
2019-10-03 04:30:00;6;3;7;4;3;8;9;0;0
2019-10-03 04:45:00;7;10;18;9;1;10;13;1;2
2019-10-03 05:00:00;11;6;7;1;2;8;4;0;0
2019-10-03 05:15:00;14;5;10;1;0;12;6;2;2
2019-10-03 05:30:00;5;7;14;2;2;12;11;0;0
2019-10-03 05:45:00;7;12;14;2;2;14;17;1;2
2019-10-03 06:00:00;12;10;11;5;1;22;17;1;3
2019-10-03 06:15:00;12;10;16;6;3;21;18;3;6
2019-10-03 06:30:00;15;11;13;3;4;22;16;1;1
2019-10-03 06:45:00;16;7;13;4;1;12;12;1;4
2019-10-03 07:00:00;13;7;11;3;3;19;13;0;2
2019-10-03 07:15:00;16;12;11;5;0;22;13;3;5
2019-10-03 07:30:00;19;14;22;9;3;29;22;4;7
2019-10-03 07:45:00;13;15;17;8;3;19;8;4;6
2019-10-03 08:00:00;18;10;21;4;1;32;21;7;9
2019-10-03 08:15:00;18;9;17;3;1;42;15;7;10
2019-10-03 08:30:00;22;14;26;5;2;32;30;4;6
2019-10-03 08:45:00;19;22;22;6;3;56;28;3;6
2019-10-03 09:00:00;18;22;28;5;7;43;24;9;11
2019-10-03 09:15:00;30;27;35;10;7;56;53;5;8
2019-10-03 09:30:00;36;29;42;11;7;51;45;2;8
2019-10-03 09:45:00;31;33;30;8;9;52;25;8;15
2019-10-03 10:00:00;36;32;32;10;8;51;36;8;12
2019-10-03 10:15:00;38;35;36;12;11;57;29;7;21
2019-10-03 10:30:00;43;40;39;9;9;51;35;6;17
2019-10-03 10:45:00;52;41;39;9;10;64;45;7;11
2019-10-03 11:00:00;44;49;38;13;7;46;28;5;13
2019-10-03 11:15:00;45;46;39;4;4;60;34;9;16
2019-10-03 11:30:00;55;55;46;15;12;69;57;11;14
2019-10-03 11:45:00;67;57;42;15;7;52;41;7;8
2019-10-03 12:00:00;67;65;55;16;9;45;46;7;14
2019-10-03 12:15:00;75;68;43;14;11;56;48;11;15
2019-10-03 12:30:00;75;57;53;9;10;69;43;12;20
2019-10-03 12:45:00;85;71;47;14;11;87;58;12;16
2019-10-03 13:00:00;70;77;42;15;6;58;47;5;9
2019-10-03 13:15:00;78;65;57;13;10;70;45;9;12
2019-10-03 13:30:00;90;73;49;20;11;68;44;11;18
2019-10-03 13:45:00;80;74;60;18;10;60;47;11;13
2019-10-03 14:00:00;84;83;53;11;10;60;44;11;18
2019-10-03 14:15:00;73;72;61;16;9;74;57;13;16
2019-10-03 14:30:00;82;95;50;15;9;57;50;15;16
2019-10-03 14:45:00;72;85;64;19;8;92;61;3;10
2019-10-03 15:00:00;76;72;55;16;12;61;44;7;13
2019-10-03 15:15:00;72;71;58;12;8;83;46;9;12
2019-10-03 15:30:00;72;66;62;15;9;85;57;4;12
2019-10-03 15:45:00;71;64;47;9;9;91;56;7;10
2019-10-03 16:00:00;68;54;56;19;6;77;45;6;8
2019-10-03 16:15:00;62;74;71;19;12;72;53;34;14
2019-10-03 16:30:00;65;56;58;14;8;91;65;13;20
2019-10-03 16:45:00;74;72;65;15;11;85;61;9;12
2019-10-03 17:00:00;54;61;52;11;7;82;66;4;8
2019-10-03 17:15:00;61;71;70;23;14;89;66;12;17
2019-10-03 17:30:00;76;72;56;16;6;80;58;10;9
2019-10-03 17:45:00;76;73;65;20;10;92;70;9;12
2019-10-03 18:00:00;78;66;49;11;9;83;44;10;29
2019-10-03 18:15:00;71;73;68;23;10;72;69;31;12
2019-10-03 18:30:00;58;78;67;21;13;71;70;11;14
2019-10-03 18:45:00;82;77;57;15;15;86;44;3;12
2019-10-03 19:00:00;65;58;61;11;4;72;51;6;11
2019-10-03 19:15:00;56;58;44;11;5;55;49;7;10
2019-10-03 19:30:00;64;77;56;21;4;51;49;8;18
2019-10-03 19:45:00;43;45;46;18;14;55;47;6;13
2019-10-03 20:00:00;44;53;42;9;6;49;39;3;12
2019-10-03 20:15:00;39;55;49;13;2;57;37;3;5
2019-10-03 20:30:00;31;31;28;9;4;42;24;4;4
2019-10-03 20:45:00;44;45;36;9;4;32;26;3;12
2019-10-03 21:00:00;37;45;28;11;7;49;24;4;5
2019-10-03 21:15:00;38;39;34;9;3;25;25;8;11
2019-10-03 21:30:00;24;38;33;10;6;41;25;5;6
2019-10-03 21:45:00;22;22;20;4;3;33;21;3;7
2019-10-03 22:00:00;24;29;23;8;6;34;32;2;5
2019-10-03 22:15:00;28;18;22;6;4;28;18;2;5
2019-10-03 22:30:00;25;24;29;4;2;58;36;1;3
2019-10-03 22:45:00;32;24;31;12;2;60;33;1;2
2019-10-03 23:00:00;25;24;26;8;5;51;21;2;3
2019-10-03 23:15:00;35;33;27;13;5;21;11;3;2
2019-10-03 23:30:00;35;19;23;6;4;19;11;3;8
2019-10-03 23:45:00;22;19;21;6;1;17;11;2;5
