DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-08-24 00:00:00;0;10;8;1;3;13;9;11;2;0;4;6;6
2020-08-24 00:15:00;0;10;1;5;3;13;5;12;5;1;7;8;3
2020-08-24 00:30:00;0;8;8;0;1;7;2;12;3;1;7;9;6
2020-08-24 00:45:00;0;4;3;1;2;5;1;12;3;0;10;13;5
2020-08-24 01:00:00;0;4;2;1;1;7;4;6;2;0;3;4;2
2020-08-24 01:15:00;0;5;2;0;2;7;4;5;3;0;3;3;1
2020-08-24 01:30:00;0;7;5;0;0;0;0;5;1;1;1;1;0
2020-08-24 01:45:00;0;3;4;0;0;3;0;7;5;0;3;3;2
2020-08-24 02:00:00;0;2;1;0;1;3;2;3;0;1;3;1;0
2020-08-24 02:15:00;0;1;1;0;1;4;0;3;0;0;4;4;2
2020-08-24 02:30:00;0;1;0;0;2;3;2;1;0;0;4;3;2
2020-08-24 02:45:00;0;3;0;0;0;4;0;3;1;0;1;4;3
2020-08-24 03:00:00;0;2;2;0;0;5;0;1;1;1;5;5;0
2020-08-24 03:15:00;0;0;1;1;1;4;1;0;1;0;3;1;1
2020-08-24 03:30:00;0;2;0;0;1;0;0;3;0;1;3;4;5
2020-08-24 03:45:00;0;5;0;0;1;0;0;1;2;1;0;3;4
2020-08-24 04:00:00;0;4;0;0;0;3;0;8;2;0;2;1;1
2020-08-24 04:15:00;0;5;2;1;1;8;1;3;0;1;2;0;3
2020-08-24 04:30:00;0;2;2;0;2;5;1;8;1;1;11;9;3
2020-08-24 04:45:00;0;6;2;0;1;8;6;7;3;2;17;16;6
2020-08-24 05:00:00;0;9;9;0;8;16;7;22;7;6;39;31;4
2020-08-24 05:15:00;0;12;8;1;5;21;10;33;13;2;55;61;12
2020-08-24 05:30:00;0;17;9;0;11;31;14;40;34;3;54;64;13
2020-08-24 05:45:00;0;15;6;2;21;35;7;42;42;1;41;42;16
