DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-01-17 00:00:00;4;4;4;3;3;1;0
2020-01-17 00:15:00;6;6;4;3;9;5;0
2020-01-17 00:30:00;7;3;2;3;8;5;0
2020-01-17 00:45:00;3;3;4;0;10;8;0
2020-01-17 01:00:00;5;5;2;1;2;1;0
2020-01-17 01:15:00;3;5;2;1;7;6;0
2020-01-17 01:30:00;5;3;3;0;8;4;0
2020-01-17 01:45:00;2;2;1;3;6;2;0
2020-01-17 02:00:00;6;9;5;0;3;4;0
2020-01-17 02:15:00;3;3;2;0;10;6;0
2020-01-17 02:30:00;3;2;0;0;5;3;0
2020-01-17 02:45:00;3;5;4;0;4;3;0
2020-01-17 03:00:00;2;4;2;4;3;4;0
2020-01-17 03:15:00;6;3;2;4;6;3;0
2020-01-17 03:30:00;2;2;0;4;3;1;0
2020-01-17 03:45:00;7;8;6;1;6;5;0
2020-01-17 04:00:00;3;2;1;3;10;11;0
2020-01-17 04:15:00;5;6;6;1;6;4;0
2020-01-17 04:30:00;10;9;7;2;14;7;0
2020-01-17 04:45:00;16;11;7;7;16;10;0
2020-01-17 05:00:00;26;13;4;3;16;6;0
2020-01-17 05:15:00;42;19;12;8;25;17;0
2020-01-17 05:30:00;50;22;17;8;47;10;0
2020-01-17 05:45:00;54;37;32;11;56;22;0
2020-01-17 06:00:00;51;29;22;22;42;28;0
2020-01-17 06:15:00;78;42;35;17;69;31;0
2020-01-17 06:30:00;72;50;41;29;70;20;0
2020-01-17 06:45:00;78;53;54;44;92;45;0
2020-01-17 07:00:00;91;56;55;31;91;34;1
2020-01-17 07:15:00;101;60;61;33;108;34;1
2020-01-17 07:30:00;99;67;59;55;69;25;1
2020-01-17 07:45:00;69;42;38;47;90;37;1
2020-01-17 08:00:00;77;58;60;40;87;27;2
2020-01-17 08:15:00;65;43;43;38;85;34;0
2020-01-17 08:30:00;73;48;45;31;72;31;0
2020-01-17 08:45:00;54;39;38;38;63;40;0
2020-01-17 09:00:00;67;36;34;27;73;23;0
2020-01-17 09:15:00;73;46;36;39;75;35;0
2020-01-17 09:30:00;55;39;32;28;70;37;1
2020-01-17 09:45:00;86;43;46;33;61;44;1
2020-01-17 10:00:00;79;47;37;31;67;45;3
2020-01-17 10:15:00;63;46;41;31;58;41;1
2020-01-17 10:30:00;86;45;37;32;89;38;2
2020-01-17 10:45:00;66;40;34;29;73;42;0
2020-01-17 11:00:00;66;65;58;47;85;40;7
2020-01-17 11:15:00;75;53;45;46;91;51;1
2020-01-17 11:30:00;70;55;41;48;96;56;0
2020-01-17 11:45:00;72;43;36;45;91;53;4
2020-01-17 12:00:00;81;57;53;67;110;59;2
2020-01-17 12:15:00;86;58;57;35;118;63;5
2020-01-17 12:30:00;95;59;54;67;111;61;2
2020-01-17 12:45:00;84;57;52;45;113;55;0
2020-01-17 13:00:00;87;46;41;61;86;43;0
2020-01-17 13:15:00;87;53;51;30;121;61;4
2020-01-17 13:30:00;91;55;48;45;96;73;1
2020-01-17 13:45:00;85;62;53;33;117;64;2
2020-01-17 14:00:00;80;54;49;60;102;57;3
2020-01-17 14:15:00;96;79;62;59;112;69;1
2020-01-17 14:30:00;97;66;59;48;108;54;5
2020-01-17 14:45:00;82;51;42;43;106;52;1
2020-01-17 15:00:00;108;72;61;74;92;62;1
2020-01-17 15:15:00;93;56;49;52;103;51;1
2020-01-17 15:30:00;91;51;46;44;98;57;2
2020-01-17 15:45:00;95;65;61;49;87;52;2
2020-01-17 16:00:00;101;58;52;80;94;49;2
2020-01-17 16:15:00;85;50;47;56;111;56;1
2020-01-17 16:30:00;93;62;55;80;120;54;1
2020-01-17 16:45:00;74;52;44;39;92;64;2
2020-01-17 17:00:00;64;57;52;33;114;57;3
2020-01-17 17:15:00;75;42;35;26;122;65;3
2020-01-17 17:30:00;62;52;51;31;101;49;0
2020-01-17 17:45:00;47;56;47;20;77;35;0
2020-01-17 18:00:00;67;49;49;21;81;31;1
2020-01-17 18:15:00;61;38;29;17;78;23;0
2020-01-17 18:30:00;50;25;23;17;62;27;0
2020-01-17 18:45:00;53;27;23;19;59;29;5
2020-01-17 19:00:00;59;46;34;13;57;33;0
2020-01-17 19:15:00;40;27;21;6;44;20;0
2020-01-17 19:30:00;40;28;23;9;47;13;2
2020-01-17 19:45:00;39;22;17;7;44;10;0
2020-01-17 20:00:00;33;16;10;10;43;6;0
2020-01-17 20:15:00;27;9;7;8;40;20;0
2020-01-17 20:30:00;21;14;8;6;30;10;0
2020-01-17 20:45:00;31;18;10;7;36;15;0
2020-01-17 21:00:00;26;14;7;7;32;16;0
2020-01-17 21:15:00;21;17;12;14;42;18;0
2020-01-17 21:30:00;20;8;3;9;18;4;0
2020-01-17 21:45:00;26;16;13;5;36;11;0
2020-01-17 22:00:00;20;12;7;9;24;7;0
2020-01-17 22:15:00;16;13;9;9;47;11;0
2020-01-17 22:30:00;12;8;7;4;32;9;0
2020-01-17 22:45:00;20;10;8;3;25;13;0
2020-01-17 23:00:00;14;9;7;3;23;11;0
2020-01-17 23:15:00;28;15;10;4;26;22;0
2020-01-17 23:30:00;9;4;5;4;20;10;0
2020-01-17 23:45:00;10;9;4;4;25;4;0
