DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-04-11 00:00:00;6;0;1;0;2;6;5;0;0;0;0;0;0;0
2020-04-11 00:15:00;2;0;0;1;3;6;3;0;0;0;0;0;0;0
2020-04-11 00:30:00;11;0;0;1;5;5;16;0;0;0;0;0;0;0
2020-04-11 00:45:00;6;1;1;2;1;4;7;0;0;0;0;0;0;0
2020-04-11 01:00:00;2;1;0;0;3;5;4;0;0;0;0;0;0;0
2020-04-11 01:15:00;4;0;1;2;0;6;4;0;0;0;0;0;0;0
2020-04-11 01:30:00;3;0;0;0;0;5;3;0;0;0;0;0;0;0
2020-04-11 01:45:00;2;0;0;0;5;9;2;0;0;0;0;0;0;0
2020-04-11 02:00:00;2;1;0;0;0;5;4;0;0;0;0;0;0;0
2020-04-11 02:15:00;1;1;1;0;2;6;3;0;0;0;0;0;0;0
2020-04-11 02:30:00;0;0;0;0;2;2;2;0;0;0;0;0;0;0
2020-04-11 02:45:00;1;1;1;1;2;4;1;0;0;0;0;0;0;0
2020-04-11 03:00:00;2;0;0;0;2;4;2;0;0;0;0;0;0;0
2020-04-11 03:15:00;2;1;0;1;1;4;1;0;0;0;0;0;0;0
2020-04-11 03:30:00;0;0;2;1;1;2;3;0;0;0;0;0;0;0
2020-04-11 03:45:00;4;0;0;0;3;6;7;0;0;0;0;0;0;0
2020-04-11 04:00:00;3;0;0;1;2;4;5;0;0;0;0;0;0;0
2020-04-11 04:15:00;3;0;1;1;5;14;4;0;0;0;0;0;0;0
2020-04-11 04:30:00;6;0;0;0;0;6;5;0;0;0;0;0;0;0
2020-04-11 04:45:00;4;0;0;0;1;4;14;0;0;0;0;0;0;0
2020-04-11 05:00:00;6;0;0;0;3;9;11;0;0;0;0;0;0;0
2020-04-11 05:15:00;8;0;1;1;5;19;10;0;0;0;0;0;0;0
2020-04-11 05:30:00;15;2;1;3;5;13;25;0;0;0;0;0;0;0
2020-04-11 05:45:00;10;0;0;0;4;24;19;0;0;0;0;0;0;0
2020-04-11 06:00:00;9;0;1;2;9;12;16;0;0;0;0;0;0;0
2020-04-11 06:15:00;11;2;1;0;6;16;21;0;0;0;0;0;0;0
2020-04-11 06:30:00;12;2;1;1;6;19;18;0;0;0;0;0;0;0
2020-04-11 06:45:00;10;2;1;5;15;28;13;0;0;0;0;0;0;0
2020-04-11 07:00:00;15;2;5;6;10;26;22;0;0;0;0;0;0;0
2020-04-11 07:15:00;17;7;4;7;16;23;29;6;0;0;0;0;0;0
2020-04-11 07:30:00;17;9;8;10;12;39;31;0;0;0;0;0;0;0
2020-04-11 07:45:00;27;7;9;9;16;43;49;3;0;0;1;1;1;0
2020-04-11 08:00:00;23;8;7;14;14;48;42;0;0;0;0;0;0;0
2020-04-11 08:15:00;29;16;4;13;34;52;53;0;0;0;0;0;0;0
2020-04-11 08:30:00;35;17;16;14;12;45;52;0;0;0;0;0;0;0
2020-04-11 08:45:00;36;16;14;15;25;58;56;0;0;2;0;0;0;0
2020-04-11 09:00:00;37;23;9;11;30;50;60;0;0;1;0;0;0;0
2020-04-11 09:15:00;34;10;15;22;25;56;53;0;0;1;0;0;0;0
2020-04-11 09:30:00;48;26;13;17;37;69;77;0;0;2;0;0;0;0
2020-04-11 09:45:00;53;14;12;26;43;68;69;4;0;4;2;2;2;0
2020-04-11 10:00:00;46;20;12;19;43;78;73;0;0;13;0;0;0;0
2020-04-11 10:15:00;59;23;19;24;38;90;75;3;1;2;0;0;0;0
2020-04-11 10:30:00;59;20;16;29;43;96;76;7;0;2;0;0;0;0
2020-04-11 10:45:00;53;24;33;23;39;80;90;8;0;6;0;0;0;0
2020-04-11 11:00:00;51;24;24;25;46;81;94;20;0;4;0;0;0;0
2020-04-11 11:15:00;57;25;34;31;43;90;77;1;0;1;0;0;0;0
2020-04-11 11:30:00;62;30;25;32;49;92;93;32;0;1;0;0;0;0
2020-04-11 11:45:00;66;23;31;23;37;74;95;15;0;4;0;0;0;0
2020-04-11 12:00:00;61;32;31;24;45;90;89;15;0;2;3;3;3;0
2020-04-11 12:15:00;46;22;27;19;54;83;78;2;0;2;0;0;0;0
2020-04-11 12:30:00;59;16;37;22;37;70;83;1;0;0;0;0;0;0
2020-04-11 12:45:00;60;21;24;20;45;86;89;5;0;2;0;0;0;0
2020-04-11 13:00:00;51;27;17;22;32;82;95;4;0;5;0;0;0;0
2020-04-11 13:15:00;45;27;22;22;43;76;75;9;0;1;0;0;0;0
2020-04-11 13:30:00;56;27;33;13;46;77;79;0;0;0;0;0;0;0
2020-04-11 13:45:00;44;32;17;20;41;88;86;0;0;2;2;2;2;0
2020-04-11 14:00:00;56;23;26;10;36;79;77;3;0;1;0;0;0;0
2020-04-11 14:15:00;46;28;27;12;39;83;74;0;1;3;3;3;3;0
2020-04-11 14:30:00;50;24;27;20;51;72;77;11;0;6;0;0;0;0
2020-04-11 14:45:00;55;22;30;18;45;77;80;4;0;3;0;0;0;0
2020-04-11 15:00:00;44;22;25;17;39;74;77;2;4;3;0;0;0;0
2020-04-11 15:15:00;48;25;20;29;36;73;69;5;0;1;0;0;0;0
2020-04-11 15:30:00;51;21;22;23;42;67;67;1;0;6;0;0;0;0
2020-04-11 15:45:00;50;14;26;21;30;76;92;8;0;8;0;0;0;0
2020-04-11 16:00:00;52;21;30;27;36;61;64;5;0;10;0;0;0;2
2020-04-11 16:15:00;44;22;30;31;40;67;64;8;0;7;0;0;0;0
2020-04-11 16:30:00;50;18;28;18;37;72;72;3;0;4;0;0;0;2
2020-04-11 16:45:00;48;15;27;23;46;78;67;4;0;1;0;0;0;0
2020-04-11 17:00:00;49;17;21;20;40;74;58;16;0;2;0;0;0;0
2020-04-11 17:15:00;50;21;31;25;32;60;68;7;0;2;0;0;0;0
2020-04-11 17:30:00;41;12;30;27;40;67;61;6;0;6;0;0;0;0
2020-04-11 17:45:00;42;11;31;32;33;63;67;0;0;2;0;0;0;0
2020-04-11 18:00:00;42;15;25;24;30;67;65;1;0;2;0;0;0;0
2020-04-11 18:15:00;31;12;22;25;39;60;59;3;0;6;0;0;0;0
2020-04-11 18:30:00;33;11;24;21;30;67;55;7;0;7;5;5;5;6
2020-04-11 18:45:00;44;12;13;18;33;64;52;3;0;0;1;1;1;0
2020-04-11 19:00:00;35;11;25;12;29;53;50;5;0;0;0;0;0;0
2020-04-11 19:15:00;43;9;24;11;31;55;56;0;0;0;0;0;0;0
2020-04-11 19:30:00;30;7;24;17;20;47;47;0;0;0;0;0;0;0
2020-04-11 19:45:00;24;9;25;12;23;56;43;2;0;0;0;0;0;0
2020-04-11 20:00:00;29;6;17;17;27;46;31;0;0;1;0;0;0;0
2020-04-11 20:15:00;27;3;14;9;23;42;36;1;0;6;0;0;0;0
2020-04-11 20:30:00;29;6;10;5;18;44;48;0;0;0;0;0;0;0
2020-04-11 20:45:00;21;5;9;6;15;43;44;0;0;0;0;0;0;0
2020-04-11 21:00:00;25;4;8;6;12;33;33;0;0;0;0;0;0;0
2020-04-11 21:15:00;16;2;9;6;13;23;24;0;0;0;0;0;0;0
2020-04-11 21:30:00;17;2;4;4;6;24;20;0;0;0;0;0;0;0
2020-04-11 21:45:00;12;2;1;1;8;28;23;0;0;0;0;0;0;0
2020-04-11 22:00:00;13;4;3;7;6;19;19;0;0;0;0;0;0;0
2020-04-11 22:15:00;9;1;6;4;6;19;12;0;0;0;0;0;0;0
2020-04-11 22:30:00;6;1;2;0;5;14;15;0;0;0;0;0;0;0
2020-04-11 22:45:00;9;3;2;3;2;17;12;0;0;1;0;0;0;0
2020-04-11 23:00:00;7;0;3;0;3;14;10;0;0;0;0;0;0;0
2020-04-11 23:15:00;9;1;3;1;2;12;4;0;0;0;0;0;0;0
2020-04-11 23:30:00;7;0;0;0;2;7;11;0;0;0;0;0;0;0
2020-04-11 23:45:00;5;1;2;0;4;5;9;0;0;10;0;0;0;0
