DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-09-22 00:00:00;6;8;1;0;10;5;2;1;0;2;2;0;0;12;14;0;0;0;0;0;0;0;0
2020-09-22 00:15:00;8;10;1;2;12;12;1;1;0;1;1;4;4;10;17;0;0;0;0;0;0;0;0
2020-09-22 00:30:00;4;6;0;0;4;8;1;0;0;1;1;0;0;8;6;0;0;0;0;0;0;0;0
2020-09-22 00:45:00;7;8;0;0;6;0;1;1;0;0;0;0;0;10;6;0;0;0;0;0;0;0;0
2020-09-22 01:00:00;6;4;0;1;1;3;0;1;1;2;2;0;0;7;3;0;0;0;0;0;0;0;0
2020-09-22 01:15:00;2;1;0;3;6;3;0;2;2;0;0;0;0;2;7;0;0;0;0;0;0;0;0
2020-09-22 01:30:00;7;3;3;1;4;3;0;0;0;1;1;0;0;7;6;0;0;0;0;0;0;0;0
2020-09-22 01:45:00;3;3;0;1;7;2;1;0;0;0;0;0;1;3;7;0;0;0;0;0;0;0;0
2020-09-22 02:00:00;5;4;0;0;1;4;0;1;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0
2020-09-22 02:15:00;5;4;1;1;4;3;2;0;1;0;0;1;1;7;5;0;0;0;0;0;0;0;0
2020-09-22 02:30:00;1;5;2;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
2020-09-22 02:45:00;9;3;0;1;9;7;0;0;0;0;0;0;0;9;12;0;0;0;0;0;0;0;0
2020-09-22 03:00:00;3;3;0;1;4;3;0;1;0;1;1;0;0;3;4;0;0;0;0;0;0;0;0
2020-09-22 03:15:00;7;5;0;0;6;4;0;1;1;1;1;1;1;8;8;0;0;0;0;0;0;0;0
2020-09-22 03:30:00;1;1;1;1;6;6;0;3;1;0;0;0;0;2;8;0;0;0;0;0;0;0;0
2020-09-22 03:45:00;7;4;0;0;5;3;0;1;2;0;0;0;0;8;5;0;0;0;0;0;0;0;0
2020-09-22 04:00:00;3;4;0;1;4;4;0;2;2;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-09-22 04:15:00;9;11;0;0;16;12;0;2;2;1;1;1;1;12;21;0;0;0;0;0;0;0;0
2020-09-22 04:30:00;20;11;2;2;18;4;1;1;5;2;2;2;1;23;18;0;0;0;0;0;0;0;0
2020-09-22 04:45:00;27;15;0;2;10;4;1;4;4;2;1;1;1;34;12;0;0;0;0;0;0;0;0
2020-09-22 05:00:00;48;57;3;6;22;10;2;7;5;3;4;2;2;64;29;0;0;0;0;0;0;0;0
2020-09-22 05:15:00;76;88;3;10;33;29;5;14;6;4;4;0;0;105;43;0;0;0;0;0;0;0;0
2020-09-22 05:30:00;72;86;2;11;34;28;4;8;10;7;8;1;1;90;52;0;0;0;0;0;0;0;5
2020-09-22 05:45:00;48;71;2;11;48;41;5;8;7;6;6;4;3;77;67;0;0;0;0;0;0;0;2
2020-09-22 06:00:00;64;66;2;8;64;64;7;9;6;4;6;9;10;90;90;0;0;0;0;0;0;0;0
2020-09-22 06:15:00;80;97;4;17;73;58;7;21;13;13;12;7;9;108;98;0;3;0;0;3;0;0;0
2020-09-22 06:30:00;104;126;3;19;85;69;4;22;14;10;14;9;11;140;113;0;0;0;0;0;0;2;0
2020-09-22 06:45:00;112;132;7;21;80;74;10;13;16;12;34;18;20;140;98;0;0;0;0;0;0;0;0
2020-09-22 07:00:00;132;131;4;24;70;63;6;23;20;15;12;17;17;166;87;0;0;0;0;0;0;0;0
2020-09-22 07:15:00;149;185;10;39;99;75;14;46;35;23;53;13;12;163;114;0;20;0;0;0;0;1;0
2020-09-22 07:30:00;160;192;5;45;98;111;12;43;43;26;27;27;29;143;110;0;0;0;0;0;2;0;0
2020-09-22 07:45:00;154;186;9;44;115;119;15;43;46;27;42;23;25;154;134;0;0;0;0;0;0;0;1
2020-09-22 08:00:00;107;136;7;25;97;85;17;32;23;16;19;24;22;160;114;0;0;0;0;0;0;0;0
2020-09-22 08:15:00;125;122;5;31;75;89;11;38;32;13;16;13;11;148;110;0;1;0;0;0;0;0;0
2020-09-22 08:30:00;115;122;7;25;105;95;8;23;25;20;31;16;16;148;128;0;0;0;0;0;0;0;0
2020-09-22 08:45:00;96;119;9;22;88;76;11;32;32;17;15;10;11;148;120;0;0;0;0;0;0;0;0
2020-09-22 09:00:00;104;109;8;25;88;80;8;23;23;12;12;12;12;152;115;0;0;0;0;0;0;0;0
2020-09-22 09:15:00;100;119;9;26;80;70;8;31;23;15;13;8;10;147;107;0;0;0;0;0;0;0;0
2020-09-22 09:30:00;102;106;1;31;91;83;6;30;20;10;10;8;9;142;126;4;0;0;0;0;0;0;0
2020-09-22 09:45:00;114;117;10;32;73;74;8;22;24;18;22;4;5;139;102;0;0;0;0;0;0;0;0
2020-09-22 10:00:00;113;104;8;30;85;91;13;21;23;4;6;17;21;134;104;0;0;0;0;0;0;0;0
2020-09-22 10:15:00;124;109;12;29;105;85;9;29;24;20;16;12;16;146;129;0;0;0;0;0;0;0;0
