DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-05-12 00:00:00;4;2;0;1;0;1;8;4;0;1;0
2020-05-12 00:15:00;5;4;2;2;1;5;7;3;0;2;0
2020-05-12 00:30:00;4;4;3;0;0;3;8;2;0;2;0
2020-05-12 00:45:00;7;0;0;2;0;2;11;5;0;2;0
2020-05-12 01:00:00;4;1;1;2;0;4;4;1;0;0;0
2020-05-12 01:15:00;5;3;1;1;0;1;12;0;0;1;0
2020-05-12 01:30:00;2;0;0;2;1;1;2;0;0;0;0
2020-05-12 01:45:00;4;4;0;1;0;1;7;0;0;1;0
2020-05-12 02:00:00;0;3;0;2;1;2;7;5;0;1;0
2020-05-12 02:15:00;4;2;0;0;0;0;9;1;0;1;0
2020-05-12 02:30:00;6;3;0;1;0;2;7;1;0;0;0
2020-05-12 02:45:00;2;1;0;0;0;1;7;0;0;0;0
2020-05-12 03:00:00;5;2;0;0;0;0;4;1;0;1;0
2020-05-12 03:15:00;4;2;0;0;0;1;7;1;0;1;0
2020-05-12 03:30:00;1;7;0;1;0;1;7;2;0;0;0
2020-05-12 03:45:00;3;0;0;1;0;3;4;2;0;0;0
2020-05-12 04:00:00;4;7;0;1;0;1;6;1;0;1;0
2020-05-12 04:15:00;5;7;0;0;1;2;8;3;0;1;0
2020-05-12 04:30:00;9;8;5;0;0;0;17;2;0;2;0
2020-05-12 04:45:00;17;10;4;2;0;3;30;7;0;1;0
2020-05-12 05:00:00;54;20;15;2;0;3;63;33;0;4;0
2020-05-12 05:15:00;106;34;32;4;1;8;95;78;0;4;0
2020-05-12 05:30:00;52;33;18;14;0;19;105;97;0;2;0
2020-05-12 05:45:00;40;18;15;16;1;24;92;79;0;3;0
2020-05-12 06:00:00;72;37;29;10;5;15;78;77;0;3;0
2020-05-12 06:15:00;54;29;28;26;5;29;116;99;1;7;0
