DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-11-25 00:00:00;7;8;0;5;7;2;2;2;0;0;0;0;0;0
2019-11-25 00:15:00;8;15;0;8;6;1;0;1;1;0;0;0;0;0
2019-11-25 00:30:00;10;12;0;4;6;2;1;2;0;0;0;0;0;0
2019-11-25 00:45:00;5;6;0;3;9;3;2;3;0;0;0;0;0;0
2019-11-25 01:00:00;1;5;0;2;9;3;0;0;0;0;0;0;0;0
2019-11-25 01:15:00;2;3;0;1;9;0;0;1;0;0;0;0;0;0
2019-11-25 01:30:00;3;3;0;1;3;2;0;2;0;0;0;0;0;0
2019-11-25 01:45:00;1;2;0;4;10;1;0;1;1;0;0;0;0;0
2019-11-25 02:00:00;0;3;0;3;7;0;0;1;0;1;0;0;0;0
2019-11-25 02:15:00;3;3;0;1;7;1;0;0;0;0;0;0;0;0
2019-11-25 02:30:00;2;5;0;4;6;1;0;0;0;0;0;0;0;0
2019-11-25 02:45:00;4;5;0;1;6;2;1;2;0;0;0;0;0;0
2019-11-25 03:00:00;2;5;0;5;1;2;1;1;1;0;0;0;0;0
2019-11-25 03:15:00;3;9;0;6;3;1;0;0;0;0;0;0;0;0
2019-11-25 03:30:00;6;3;0;4;7;0;0;1;0;0;0;0;0;0
2019-11-25 03:45:00;7;5;0;6;7;1;0;0;0;0;0;0;0;0
2019-11-25 04:00:00;8;6;0;4;8;0;0;0;0;0;0;0;0;0
2019-11-25 04:15:00;6;10;0;9;13;0;0;0;0;0;0;0;0;0
2019-11-25 04:30:00;15;22;0;8;15;3;0;1;0;0;0;0;0;0
2019-11-25 04:45:00;28;34;0;9;23;1;0;0;0;0;0;0;0;0
2019-11-25 05:00:00;48;71;0;18;32;3;1;0;0;0;0;0;0;0
2019-11-25 05:15:00;113;144;0;27;43;3;3;1;0;0;0;0;0;0
2019-11-25 05:30:00;111;149;0;33;51;7;1;3;0;6;0;0;0;0
2019-11-25 05:45:00;92;132;0;29;37;9;1;5;1;2;0;0;0;0
2019-11-25 06:00:00;92;122;0;41;72;16;4;2;2;0;0;0;0;0
2019-11-25 06:15:00;131;151;0;70;88;38;6;9;4;1;0;0;0;0
2019-11-25 06:30:00;172;193;1;64;96;37;5;15;3;5;0;0;0;0
2019-11-25 06:45:00;182;208;1;79;103;46;5;31;4;7;0;0;5;0
2019-11-25 07:00:00;173;211;1;84;116;56;2;15;4;8;4;0;0;0
2019-11-25 07:15:00;171;181;0;91;108;81;21;48;6;24;0;16;9;0
2019-11-25 07:30:00;175;184;1;119;90;109;39;45;17;28;2;6;4;0
2019-11-25 07:45:00;155;148;0;133;119;114;67;56;14;28;10;7;2;0
2019-11-25 08:00:00;146;168;0;109;97;91;43;48;10;19;0;0;0;0
2019-11-25 08:15:00;172;169;0;98;99;91;23;35;15;24;1;0;1;0
2019-11-25 08:30:00;162;178;2;107;122;103;11;28;7;18;0;0;0;0
2019-11-25 08:45:00;140;168;0;91;103;76;20;23;8;13;2;0;0;0
2019-11-25 09:00:00;134;170;1;81;99;48;19;25;16;7;2;2;0;1
2019-11-25 09:15:00;110;162;1;84;93;60;14;30;15;5;2;0;3;0
2019-11-25 09:30:00;97;169;1;85;106;61;18;34;6;15;0;0;2;0
