DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-08-11 00:00:00;44;7;7;3;2;3;2;30;0;0;0;0;0
2019-08-11 00:15:00;30;8;15;5;3;2;3;60;0;0;0;0;0
2019-08-11 00:30:00;22;5;9;2;0;0;1;62;0;0;0;0;0
2019-08-11 00:45:00;25;3;6;3;0;2;3;19;0;0;0;0;0
2019-08-11 01:00:00;28;7;8;3;0;0;1;32;0;0;0;0;0
2019-08-11 01:15:00;22;9;11;11;1;0;3;28;0;0;0;0;0
2019-08-11 01:30:00;20;3;10;5;2;1;2;31;0;0;0;0;0
2019-08-11 01:45:00;24;3;6;2;0;0;1;28;0;0;0;0;0
2019-08-11 02:00:00;17;4;8;3;0;0;3;28;0;0;0;0;0
2019-08-11 02:15:00;14;6;11;4;0;0;2;28;0;0;0;0;0
2019-08-11 02:30:00;19;1;2;2;1;1;0;21;0;0;0;0;0
2019-08-11 02:45:00;17;5;5;1;0;0;0;14;0;0;0;0;0
2019-08-11 03:00:00;12;1;5;7;0;0;3;17;0;0;0;0;0
2019-08-11 03:15:00;11;7;9;3;0;0;3;20;0;0;0;0;0
2019-08-11 03:30:00;7;1;5;1;0;0;0;14;0;0;0;0;0
2019-08-11 03:45:00;7;2;6;2;0;0;0;9;0;0;0;0;0
2019-08-11 04:00:00;10;4;3;2;0;0;0;11;0;0;0;0;0
2019-08-11 04:15:00;10;3;3;2;0;0;1;14;0;0;0;0;0
2019-08-11 04:30:00;10;2;7;1;0;0;0;7;0;0;0;0;0
2019-08-11 04:45:00;12;6;6;1;0;0;2;8;0;0;0;0;0
2019-08-11 05:00:00;8;3;4;3;2;2;1;12;0;0;0;0;0
2019-08-11 05:15:00;11;4;3;1;2;2;0;11;0;0;0;0;0
2019-08-11 05:30:00;25;3;6;1;3;3;2;19;0;0;0;0;0
2019-08-11 05:45:00;18;9;13;4;3;3;3;29;0;0;0;0;0
2019-08-11 06:00:00;18;6;9;2;1;1;1;15;0;0;0;0;0
2019-08-11 06:15:00;20;7;9;3;3;2;0;20;0;0;0;0;0
2019-08-11 06:30:00;19;1;1;1;1;1;1;15;0;0;0;0;0
2019-08-11 06:45:00;19;1;4;2;1;2;2;16;0;0;0;0;0
2019-08-11 07:00:00;14;5;8;3;1;1;1;20;0;0;0;0;0
2019-08-11 07:15:00;18;7;9;5;5;4;0;31;0;0;0;0;0
