DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-04-24 00:00:00;4;4;0;0;2;0;2;1;3;3
2020-04-24 00:15:00;3;6;0;3;4;1;5;5;6;2
2020-04-24 00:30:00;3;2;1;3;7;1;6;3;3;2
2020-04-24 00:45:00;4;6;1;1;5;1;5;3;6;3
2020-04-24 01:00:00;5;2;0;7;11;0;11;6;3;4
2020-04-24 01:15:00;4;8;0;4;6;0;6;3;8;2
2020-04-24 01:30:00;1;3;1;6;6;0;5;7;4;1
2020-04-24 01:45:00;2;3;0;7;3;1;3;4;2;2
2020-04-24 02:00:00;5;3;0;2;3;0;3;1;4;5
2020-04-24 02:15:00;1;1;2;3;2;0;2;4;2;2
2020-04-24 02:30:00;1;0;1;2;1;2;1;0;0;1
2020-04-24 02:45:00;5;4;3;4;1;0;1;3;4;3
2020-04-24 03:00:00;2;4;0;1;0;0;0;1;4;2
2020-04-24 03:15:00;0;1;0;1;1;0;1;1;1;0
2020-04-24 03:30:00;2;0;1;1;3;2;3;0;0;0
2020-04-24 03:45:00;4;3;2;0;1;0;1;1;3;5
2020-04-24 04:00:00;3;2;0;2;4;2;4;2;1;2
2020-04-24 04:15:00;2;5;1;3;4;0;4;2;3;2
2020-04-24 04:30:00;0;1;0;0;3;1;3;0;1;0
2020-04-24 04:45:00;9;3;1;3;7;2;6;4;7;8
2020-04-24 05:00:00;13;10;0;5;10;2;10;4;8;10
2020-04-24 05:15:00;13;10;0;9;17;7;17;10;11;13
2020-04-24 05:30:00;27;14;1;19;34;13;38;26;16;25
2020-04-24 05:45:00;31;12;2;36;51;17;50;33;16;30
2020-04-24 06:00:00;28;8;1;20;33;11;37;18;10;26
2020-04-24 06:15:00;38;26;3;37;63;15;68;32;30;35
2020-04-24 06:30:00;30;19;5;67;73;14;73;67;18;27
2020-04-24 06:45:00;40;44;4;60;62;14;69;65;50;37
2020-04-24 07:00:00;41;24;3;70;53;16;63;58;26;39
2020-04-24 07:15:00;32;38;4;56;70;13;71;55;32;32
2020-04-24 07:30:00;30;59;4;69;67;21;73;68;41;34
2020-04-24 07:45:00;33;52;12;71;85;24;84;66;39;28
2020-04-24 08:00:00;36;16;5;57;59;23;63;57;18;32
2020-04-24 08:15:00;41;17;12;42;49;24;54;42;22;39
2020-04-24 08:30:00;24;45;7;41;55;24;69;43;24;26
2020-04-24 08:45:00;23;55;12;52;62;15;63;53;42;26
2020-04-24 09:00:00;28;54;7;34;48;30;56;29;43;29
2020-04-24 09:15:00;45;33;5;45;53;12;57;42;35;39
2020-04-24 09:30:00;47;49;16;39;61;15;62;43;51;42
2020-04-24 09:45:00;53;31;11;46;51;26;57;43;32;44
2020-04-24 10:00:00;52;38;17;40;47;19;54;37;35;49
2020-04-24 10:15:00;54;42;16;51;65;21;71;46;40;41
2020-04-24 10:30:00;49;37;15;35;48;18;55;35;41;42
2020-04-24 10:45:00;50;45;13;38;48;17;52;32;44;50
2020-04-24 11:00:00;45;50;18;51;61;11;63;44;46;45
2020-04-24 11:15:00;56;50;11;52;52;19;58;45;50;44
2020-04-24 11:30:00;39;44;19;53;67;18;70;48;53;40
2020-04-24 11:45:00;42;69;19;47;54;23;54;47;54;44
2020-04-24 12:00:00;62;119;13;51;54;17;56;40;78;68
2020-04-24 12:15:00;55;73;15;45;72;24;79;35;70;49
2020-04-24 12:30:00;65;70;16;48;63;22;72;45;68;65
2020-04-24 12:45:00;60;69;20;48;53;16;61;40;71;56
2020-04-24 13:00:00;48;89;14;45;62;27;67;50;78;51
2020-04-24 13:15:00;72;50;25;52;70;18;73;47;64;70
2020-04-24 13:30:00;67;37;17;41;58;15;64;41;44;68
2020-04-24 13:45:00;74;63;12;59;64;23;73;50;63;65
2020-04-24 14:00:00;58;51;17;58;77;11;78;52;56;56
2020-04-24 14:15:00;72;66;9;43;60;13;66;36;65;65
2020-04-24 14:30:00;64;48;20;43;55;28;66;42;53;58
2020-04-24 14:45:00;68;55;24;41;70;20;71;43;49;64
2020-04-24 15:00:00;69;52;18;33;69;19;78;36;63;67
2020-04-24 15:15:00;73;64;19;45;59;16;65;38;72;68
