DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-04-16 00:00:00;0;0;0;1;1;0;0;0;0;0
2020-04-16 00:15:00;1;4;3;1;1;1;0;0;0;0
2020-04-16 00:30:00;0;2;0;1;0;0;0;0;0;0
2020-04-16 00:45:00;0;0;0;0;0;0;0;0;0;0
2020-04-16 01:00:00;0;0;0;1;1;0;0;0;0;0
2020-04-16 01:15:00;0;0;0;0;0;0;0;0;0;0
2020-04-16 01:30:00;1;0;1;2;0;1;0;0;0;0
2020-04-16 01:45:00;0;0;0;0;0;1;0;0;0;0
2020-04-16 02:00:00;0;0;0;0;0;1;0;0;0;0
2020-04-16 02:15:00;0;0;0;1;0;0;0;0;0;0
2020-04-16 02:30:00;0;0;0;1;1;0;0;0;0;0
2020-04-16 02:45:00;0;0;1;1;0;0;0;0;0;0
2020-04-16 03:00:00;1;2;0;0;0;1;0;0;0;0
2020-04-16 03:15:00;0;0;0;0;0;0;0;0;0;0
2020-04-16 03:30:00;0;0;1;2;0;0;0;0;0;0
2020-04-16 03:45:00;1;1;0;0;2;0;0;0;0;0
2020-04-16 04:00:00;1;1;2;0;1;1;0;0;0;0
2020-04-16 04:15:00;0;1;1;2;0;0;0;0;0;0
2020-04-16 04:30:00;0;0;0;2;0;0;0;0;0;0
2020-04-16 04:45:00;1;0;1;0;2;4;0;0;0;0
2020-04-16 05:00:00;1;3;0;1;2;1;0;0;0;0
2020-04-16 05:15:00;2;2;2;5;3;6;0;0;0;0
2020-04-16 05:30:00;4;4;1;3;5;10;0;0;0;0
2020-04-16 05:45:00;13;7;5;5;12;16;0;0;0;0
2020-04-16 06:00:00;9;19;6;5;9;12;0;0;0;0
2020-04-16 06:15:00;5;14;14;14;13;15;0;0;0;0
2020-04-16 06:30:00;14;13;13;15;18;16;0;0;0;0
2020-04-16 06:45:00;15;12;22;11;14;29;0;0;0;0
2020-04-16 07:00:00;13;21;20;8;17;33;0;0;0;0
2020-04-16 07:15:00;9;10;10;17;20;34;0;0;0;0
2020-04-16 07:30:00;13;23;35;13;32;48;0;0;0;0
2020-04-16 07:45:00;21;13;25;14;24;29;0;0;0;0
2020-04-16 08:00:00;17;25;20;26;23;25;0;0;0;0
2020-04-16 08:15:00;11;21;10;15;14;21;0;0;0;0
2020-04-16 08:30:00;18;17;17;27;16;18;0;0;0;0
2020-04-16 08:45:00;14;11;13;16;15;28;0;0;0;0
2020-04-16 09:00:00;19;24;20;16;14;23;0;0;0;0
2020-04-16 09:15:00;17;14;21;26;16;26;0;0;0;0
2020-04-16 09:30:00;14;15;16;28;16;21;0;0;0;0
2020-04-16 09:45:00;25;24;21;21;18;15;0;0;0;0
2020-04-16 10:00:00;24;24;15;31;15;10;0;0;0;0
2020-04-16 10:15:00;19;24;16;26;16;16;0;0;0;0
2020-04-16 10:30:00;25;22;16;38;23;25;0;0;0;0
2020-04-16 10:45:00;17;23;19;33;20;13;0;0;0;0
2020-04-16 11:00:00;20;17;11;29;21;17;0;0;0;0
2020-04-16 11:15:00;23;18;16;26;11;15;0;0;0;0
2020-04-16 11:30:00;23;18;16;38;11;16;0;0;0;0
2020-04-16 11:45:00;26;22;16;47;15;20;0;0;0;0
2020-04-16 12:00:00;27;26;21;30;14;14;0;0;0;0
2020-04-16 12:15:00;25;19;11;42;10;14;0;0;0;0
2020-04-16 12:30:00;26;22;12;43;7;15;0;0;0;0
2020-04-16 12:45:00;20;24;20;20;12;16;0;0;0;0
2020-04-16 13:00:00;29;25;20;36;14;12;0;0;0;0
2020-04-16 13:15:00;28;28;16;31;18;16;0;0;0;0
2020-04-16 13:30:00;25;27;12;28;24;9;0;0;0;0
2020-04-16 13:45:00;29;15;21;22;21;15;0;0;0;0
2020-04-16 14:00:00;21;19;19;34;17;19;0;0;0;0
