DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-12-17 00:00:00;2;0;0;0;0;2;2;2;1;1;0
2020-12-17 00:15:00;4;5;4;0;0;4;2;4;0;2;0
2020-12-17 00:30:00;4;1;1;0;0;0;1;0;0;0;0
2020-12-17 00:45:00;1;0;0;0;0;1;1;1;3;3;0
2020-12-17 01:00:00;1;0;0;0;0;1;0;1;1;0;0
2020-12-17 01:15:00;2;2;0;0;0;1;1;1;1;1;0
2020-12-17 01:30:00;2;2;2;0;0;2;0;2;1;1;0
2020-12-17 01:45:00;4;0;0;0;0;3;0;3;0;0;0
2020-12-17 02:00:00;3;1;1;0;0;3;1;3;1;1;0
2020-12-17 02:15:00;3;3;2;0;0;4;5;4;1;1;0
2020-12-17 02:30:00;4;4;3;0;0;10;7;11;1;4;0
2020-12-17 02:45:00;6;4;3;0;0;3;2;3;1;3;0
2020-12-17 03:00:00;3;0;0;0;0;3;2;3;0;1;0
2020-12-17 03:15:00;3;1;3;0;0;0;8;0;1;3;0
2020-12-17 03:30:00;10;1;1;0;0;4;2;4;2;5;0
2020-12-17 03:45:00;3;3;1;0;0;5;10;5;2;1;0
2020-12-17 04:00:00;11;3;4;0;0;4;7;5;0;4;0
2020-12-17 04:15:00;7;2;1;0;0;6;3;6;3;2;0
2020-12-17 04:30:00;21;4;2;0;0;7;3;8;0;2;0
2020-12-17 04:45:00;28;0;0;0;0;8;4;8;2;3;0
2020-12-17 05:00:00;38;3;2;0;0;19;5;19;2;2;0
2020-12-17 05:15:00;42;5;2;0;0;31;4;31;4;5;0
2020-12-17 05:30:00;60;3;2;0;1;36;11;33;3;2;0
2020-12-17 05:45:00;65;4;1;0;0;34;10;34;1;4;0
2020-12-17 06:00:00;76;7;4;0;0;53;20;53;12;10;0
2020-12-17 06:15:00;75;3;4;0;0;43;23;43;9;11;0
2020-12-17 06:30:00;139;0;0;0;1;69;8;69;17;5;0
2020-12-17 06:45:00;146;1;1;0;1;63;22;63;8;12;0
2020-12-17 07:00:00;140;1;1;0;2;53;17;53;11;6;0
2020-12-17 07:15:00;130;3;3;0;0;49;21;49;11;7;0
2020-12-17 07:30:00;106;2;2;0;0;40;13;40;17;5;1
2020-12-17 07:45:00;128;4;2;0;0;49;16;49;15;7;0
2020-12-17 08:00:00;131;4;3;1;1;56;19;56;14;9;0
2020-12-17 08:15:00;86;1;1;0;1;41;22;42;24;8;1
2020-12-17 08:30:00;106;2;1;0;0;46;20;46;15;10;0
2020-12-17 08:45:00;97;6;4;1;1;50;14;52;19;10;0
2020-12-17 09:00:00;58;6;4;0;0;47;31;47;15;4;0
2020-12-17 09:15:00;80;5;1;3;2;45;19;45;26;18;0
2020-12-17 09:30:00;62;2;3;0;0;53;19;53;29;19;0
2020-12-17 09:45:00;68;6;3;0;3;53;25;53;22;13;1
2020-12-17 10:00:00;100;3;1;0;0;68;20;68;25;19;0
2020-12-17 10:15:00;72;4;2;0;1;59;29;57;28;10;0
2020-12-17 10:30:00;64;3;6;0;0;48;26;48;23;11;0
2020-12-17 10:45:00;65;4;4;0;1;54;33;55;27;10;0
2020-12-17 11:00:00;61;4;1;1;3;70;30;71;35;14;0
2020-12-17 11:15:00;66;7;4;0;4;67;22;68;28;16;0
2020-12-17 11:30:00;75;4;2;0;1;68;39;67;36;12;0
2020-12-17 11:45:00;40;4;4;0;3;63;18;64;19;15;5
2020-12-17 12:00:00;75;3;3;3;3;68;29;66;28;16;0
2020-12-17 12:15:00;61;3;1;0;3;84;21;82;27;10;0
2020-12-17 12:30:00;59;2;2;0;2;73;22;75;28;8;0
2020-12-17 12:45:00;70;2;0;0;0;67;14;67;28;12;0
2020-12-17 13:00:00;78;2;1;0;1;80;18;80;19;13;0
2020-12-17 13:15:00;79;1;2;0;0;87;21;86;19;11;0
2020-12-17 13:30:00;77;5;4;3;3;69;22;70;19;16;0
2020-12-17 13:45:00;82;1;1;3;1;77;17;76;23;7;2
2020-12-17 14:00:00;66;3;0;0;0;87;22;86;14;11;0
2020-12-17 14:15:00;72;1;0;0;4;95;20;95;13;9;0
2020-12-17 14:30:00;106;3;1;0;3;82;18;82;24;11;2
2020-12-17 14:45:00;67;2;0;0;2;97;30;97;21;12;0
2020-12-17 15:00:00;91;2;0;0;2;93;19;92;31;16;0
2020-12-17 15:15:00;87;5;2;0;0;111;22;109;19;14;0
2020-12-17 15:30:00;76;2;1;0;1;101;22;100;27;11;1
2020-12-17 15:45:00;81;5;2;0;0;111;14;111;31;14;0
2020-12-17 16:00:00;78;5;5;0;0;119;8;119;23;9;0
2020-12-17 16:15:00;94;4;2;0;3;128;7;128;14;10;1
2020-12-17 16:30:00;70;3;1;0;1;112;12;112;12;5;0
2020-12-17 16:45:00;71;1;1;0;0;121;6;121;12;7;1
2020-12-17 17:00:00;70;2;2;0;0;123;11;123;16;7;0
2020-12-17 17:15:00;47;3;2;0;0;103;8;103;8;6;0
2020-12-17 17:30:00;57;4;3;0;0;78;12;78;6;5;0
2020-12-17 17:45:00;59;1;1;0;1;68;10;68;7;4;0
2020-12-17 18:00:00;54;3;1;0;0;77;7;77;9;6;0
2020-12-17 18:15:00;49;4;3;0;1;68;14;68;4;3;0
2020-12-17 18:30:00;30;5;4;0;0;43;8;43;3;4;0
2020-12-17 18:45:00;24;1;0;0;0;39;0;39;2;0;0
2020-12-17 19:00:00;38;3;1;0;0;40;2;40;0;1;0
2020-12-17 19:15:00;28;1;0;0;0;34;4;34;5;1;0
2020-12-17 19:30:00;24;3;2;0;0;14;1;14;0;1;0
2020-12-17 19:45:00;20;3;3;0;0;30;3;29;2;0;0
