DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-11-29 00:00:00;6;1;0;0;11;6;0;0;0;0;6;1;5;16;5;0;0
2020-11-29 00:15:00;14;8;1;0;12;6;0;0;0;0;13;8;6;18;6;0;0
2020-11-29 00:30:00;5;2;0;0;7;4;1;1;0;0;5;2;3;11;3;0;0
2020-11-29 00:45:00;11;10;0;0;7;4;1;1;2;1;10;10;4;11;5;0;0
2020-11-29 01:00:00;10;3;0;0;6;10;1;1;1;0;10;3;11;16;10;0;0
2020-11-29 01:15:00;4;4;0;0;3;3;0;0;0;0;4;4;3;6;3;0;0
2020-11-29 01:30:00;5;3;0;0;10;1;1;1;0;0;5;2;1;11;1;0;0
2020-11-29 01:45:00;6;2;0;0;5;7;1;1;1;0;6;3;7;11;7;0;0
2020-11-29 02:00:00;5;1;0;0;3;5;0;0;0;0;4;1;5;8;5;0;0
2020-11-29 02:15:00;2;4;0;0;5;4;0;0;0;0;2;5;3;8;3;1;0
2020-11-29 02:30:00;3;3;0;0;3;0;0;0;0;0;3;3;0;3;0;0;0
2020-11-29 02:45:00;2;2;0;0;4;2;0;0;0;0;2;2;2;6;2;0;0
2020-11-29 03:00:00;5;1;0;0;2;1;0;0;0;0;5;1;1;2;1;0;0
2020-11-29 03:15:00;2;0;0;0;3;0;1;1;1;0;2;0;1;4;1;0;0
2020-11-29 03:30:00;0;2;0;0;2;1;0;0;0;0;0;2;1;3;1;0;0
2020-11-29 03:45:00;4;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0
2020-11-29 04:00:00;1;1;0;0;2;1;0;0;0;0;1;1;1;3;1;0;0
2020-11-29 04:15:00;2;0;0;0;2;0;0;0;0;0;2;0;0;2;0;0;0
2020-11-29 04:30:00;0;0;0;0;3;1;0;0;0;0;0;0;1;4;1;0;0
2020-11-29 04:45:00;2;0;0;0;3;0;0;0;0;0;2;0;0;3;0;0;0
2020-11-29 05:00:00;3;2;0;0;1;0;0;0;0;1;3;2;0;1;0;0;0
2020-11-29 05:15:00;6;2;0;0;1;0;0;0;0;0;6;2;0;1;0;0;0
2020-11-29 05:30:00;2;2;0;0;7;1;1;1;0;0;2;2;1;8;1;0;0
2020-11-29 05:45:00;7;2;0;0;5;3;0;0;0;0;7;2;3;8;3;0;0
2020-11-29 06:00:00;4;2;0;0;8;1;0;0;0;0;4;2;1;9;1;0;0
2020-11-29 06:15:00;5;3;0;0;6;1;0;0;0;0;5;3;1;7;1;0;0
2020-11-29 06:30:00;2;6;0;0;5;0;0;0;0;1;2;6;0;5;0;0;0
2020-11-29 06:45:00;7;4;0;0;3;4;0;0;0;0;7;4;4;7;4;0;0
2020-11-29 07:00:00;3;1;0;0;9;0;0;0;0;0;2;1;0;9;0;0;0
2020-11-29 07:15:00;3;2;0;0;9;2;0;0;0;1;3;2;1;11;1;0;0
