DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2019-11-05 00:00:00;11;10;3;0;8;9;5;5;0;0;0;0;0;0
2019-11-05 00:15:00;5;5;3;4;4;2;2;1;0;0;0;0;0;0
2019-11-05 00:30:00;9;2;5;1;2;0;4;2;0;9;0;0;0;0
2019-11-05 00:45:00;8;3;4;0;5;9;3;1;0;0;0;0;0;0
2019-11-05 01:00:00;5;2;1;0;5;6;5;2;0;0;0;0;0;0
2019-11-05 01:15:00;14;5;2;0;3;5;0;0;0;0;0;0;0;0
2019-11-05 01:30:00;5;3;2;0;0;3;3;3;0;0;0;0;0;0
2019-11-05 01:45:00;5;2;1;0;5;5;2;2;0;0;0;0;0;0
2019-11-05 02:00:00;6;3;2;3;10;4;1;1;0;0;0;0;0;0
2019-11-05 02:15:00;4;3;1;0;3;4;1;1;0;0;0;0;0;0
2019-11-05 02:30:00;6;1;2;0;5;7;3;2;0;0;0;0;0;0
2019-11-05 02:45:00;5;2;2;0;4;6;2;3;0;0;0;0;0;0
2019-11-05 03:00:00;9;6;6;1;3;5;2;2;0;0;0;0;0;0
2019-11-05 03:15:00;3;1;1;0;4;1;1;1;0;0;0;0;0;0
2019-11-05 03:30:00;8;2;1;1;2;5;4;1;0;0;0;0;0;0
2019-11-05 03:45:00;11;4;7;0;3;2;0;1;0;0;0;0;0;0
2019-11-05 04:00:00;9;6;3;3;6;6;2;3;0;0;0;0;0;0
2019-11-05 04:15:00;11;4;4;0;8;10;5;2;0;0;0;0;0;0
2019-11-05 04:30:00;10;5;13;2;12;14;3;10;0;0;0;0;0;0
2019-11-05 04:45:00;23;9;18;2;16;16;5;10;0;0;0;0;0;0
2019-11-05 05:00:00;30;14;32;2;19;21;9;16;0;0;0;0;0;0
2019-11-05 05:15:00;55;25;98;6;29;34;15;16;0;0;0;0;1;0
2019-11-05 05:30:00;58;47;106;15;39;52;28;25;0;0;0;0;0;0
2019-11-05 05:45:00;65;62;77;21;45;75;21;24;0;0;0;0;0;0
2019-11-05 06:00:00;71;75;49;22;48;73;22;18;0;0;0;0;0;0
2019-11-05 06:15:00;76;74;58;12;63;96;32;24;0;0;0;0;0;0
2019-11-05 06:30:00;81;73;68;27;67;108;28;37;0;0;0;0;0;0
2019-11-05 06:45:00;76;76;73;46;58;104;33;21;0;0;0;0;0;0
