DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-12-10 00:00:00;6;6;3;0;0;13;4;13;0;2;0
2019-12-10 00:15:00;5;1;2;0;0;6;1;6;1;1;0
2019-12-10 00:30:00;2;1;1;0;0;4;1;4;0;1;0
2019-12-10 00:45:00;2;0;0;0;0;4;0;4;1;2;0
2019-12-10 01:00:00;4;4;2;0;0;4;3;4;1;0;0
2019-12-10 01:15:00;5;4;4;0;0;5;4;5;0;0;0
2019-12-10 01:30:00;3;2;3;0;0;2;1;2;0;0;0
2019-12-10 01:45:00;5;4;1;0;0;5;6;4;1;6;0
2019-12-10 02:00:00;2;3;2;0;0;6;2;6;5;6;0
2019-12-10 02:15:00;6;2;2;0;0;2;3;2;1;1;0
2019-12-10 02:30:00;0;1;1;0;0;6;3;6;1;2;0
2019-12-10 02:45:00;5;5;5;0;0;8;4;7;2;4;0
2019-12-10 03:00:00;2;3;2;0;0;8;5;8;3;3;0
2019-12-10 03:15:00;3;4;4;0;0;3;2;3;0;0;0
2019-12-10 03:30:00;8;1;1;0;0;5;5;6;0;3;0
2019-12-10 03:45:00;8;2;3;0;0;4;5;4;6;6;0
2019-12-10 04:00:00;8;4;3;0;0;7;6;7;2;2;0
2019-12-10 04:15:00;13;5;5;0;0;8;3;8;0;3;0
2019-12-10 04:30:00;14;2;2;0;0;9;3;9;1;4;0
2019-12-10 04:45:00;16;0;0;0;0;8;4;9;3;3;0
2019-12-10 05:00:00;37;4;2;0;0;19;4;19;1;2;0
2019-12-10 05:15:00;49;4;0;0;0;21;7;21;3;3;0
2019-12-10 05:30:00;81;4;2;0;0;40;5;40;1;6;0
2019-12-10 05:45:00;96;3;3;0;1;37;14;37;4;10;0
2019-12-10 06:00:00;107;4;2;0;0;66;16;66;7;13;0
2019-12-10 06:15:00;109;6;1;0;0;67;9;68;6;6;0
2019-12-10 06:30:00;166;4;6;0;0;101;14;100;17;8;0
2019-12-10 06:45:00;221;3;2;0;0;75;19;75;6;5;0
2019-12-10 07:00:00;208;4;3;1;1;89;19;88;5;7;0
2019-12-10 07:15:00;260;4;1;0;1;67;23;67;4;4;0
2019-12-10 07:30:00;225;1;1;0;2;60;13;60;5;2;0
2019-12-10 07:45:00;211;5;1;0;1;63;20;63;8;7;0
2019-12-10 08:00:00;182;4;2;0;4;67;25;67;10;10;0
2019-12-10 08:15:00;170;1;1;0;1;73;21;72;9;6;0
2019-12-10 08:30:00;154;0;4;0;2;58;23;58;16;7;0
2019-12-10 08:45:00;151;1;0;0;0;72;26;72;268;11;0
2019-12-10 09:00:00;121;0;0;0;0;61;37;60;27;19;0
2019-12-10 09:15:00;114;3;0;1;5;79;35;81;31;12;2
2019-12-10 09:30:00;127;1;1;0;1;74;29;75;28;10;0
2019-12-10 09:45:00;105;4;2;1;1;71;32;70;34;7;0
2019-12-10 10:00:00;107;0;0;0;3;78;40;77;27;12;3
2019-12-10 10:15:00;104;5;2;0;1;84;39;83;32;11;1
2019-12-10 10:30:00;97;2;2;0;0;71;38;71;29;15;0
2019-12-10 10:45:00;106;5;2;0;4;103;37;102;20;17;0
2019-12-10 11:00:00;105;1;1;0;0;88;46;87;27;14;0
2019-12-10 11:15:00;99;3;2;0;4;99;47;99;38;12;0
2019-12-10 11:30:00;91;4;1;0;1;89;31;88;37;16;0
2019-12-10 11:45:00;89;1;1;0;1;86;41;86;28;10;0
2019-12-10 12:00:00;83;1;1;0;2;107;52;106;35;17;0
2019-12-10 12:15:00;91;1;0;1;2;109;27;108;31;13;0
2019-12-10 12:30:00;83;0;0;0;0;93;36;93;37;23;0
2019-12-10 12:45:00;89;5;4;0;1;114;35;113;39;10;0
2019-12-10 13:00:00;108;1;0;0;0;105;22;105;32;10;0
2019-12-10 13:15:00;125;4;0;0;1;106;26;107;28;11;1
2019-12-10 13:30:00;83;0;0;1;1;125;27;115;19;15;0
2019-12-10 13:45:00;96;2;2;0;1;117;32;116;34;18;0
2019-12-10 14:00:00;121;6;2;0;0;128;33;125;34;16;1
2019-12-10 14:15:00;102;0;0;0;1;114;76;115;19;12;0
2019-12-10 14:30:00;111;6;3;0;2;127;24;128;23;13;0
2019-12-10 14:45:00;129;0;0;1;2;131;27;130;15;19;0
2019-12-10 15:00:00;113;0;0;0;5;135;30;136;12;12;0
2019-12-10 15:15:00;128;1;0;1;2;134;27;133;24;15;0
2019-12-10 15:30:00;95;2;0;0;3;121;28;120;24;9;0
2019-12-10 15:45:00;133;0;0;0;2;183;20;182;18;6;0
2019-12-10 16:00:00;128;2;2;0;3;173;24;172;19;13;0
2019-12-10 16:15:00;170;2;1;0;3;180;20;178;13;9;0
2019-12-10 16:30:00;138;2;1;0;1;198;24;195;16;6;0
2019-12-10 16:45:00;147;1;1;0;2;177;25;176;15;6;0
2019-12-10 17:00:00;137;2;0;1;0;215;17;216;11;13;1
2019-12-10 17:15:00;151;1;1;0;0;167;23;166;8;14;0
2019-12-10 17:30:00;133;0;0;0;1;163;20;164;18;8;0
2019-12-10 17:45:00;129;1;1;0;1;151;28;148;16;7;0
2019-12-10 18:00:00;104;5;4;0;4;129;21;126;17;8;0
2019-12-10 18:15:00;81;2;3;0;0;136;15;135;6;7;0
2019-12-10 18:30:00;66;3;0;0;2;124;10;125;9;0;0
2019-12-10 18:45:00;59;4;2;0;0;94;6;94;10;5;0
2019-12-10 19:00:00;40;4;3;0;0;69;4;69;6;3;0
2019-12-10 19:15:00;53;3;3;0;0;64;3;64;4;2;0
2019-12-10 19:30:00;43;3;3;0;0;82;5;82;1;0;0
2019-12-10 19:45:00;35;0;0;0;0;65;8;65;2;2;0
2019-12-10 20:00:00;26;2;1;0;1;52;2;53;2;4;0
2019-12-10 20:15:00;20;4;3;0;0;79;6;78;1;2;0
2019-12-10 20:30:00;26;5;3;0;0;59;5;59;5;6;0
2019-12-10 20:45:00;30;3;3;0;0;48;1;47;1;0;0
2019-12-10 21:00:00;31;3;4;0;0;36;4;36;2;4;0
2019-12-10 21:15:00;17;5;3;0;1;45;1;45;6;2;0
2019-12-10 21:30:00;30;3;3;0;0;39;6;39;2;0;0
2019-12-10 21:45:00;12;2;0;0;0;35;0;35;0;0;0
2019-12-10 22:00:00;13;0;1;0;0;38;0;38;4;0;0
2019-12-10 22:15:00;19;1;0;0;2;42;2;42;0;0;0
2019-12-10 22:30:00;27;5;6;0;0;43;5;43;1;3;0
2019-12-10 22:45:00;15;2;2;0;0;33;2;33;0;0;0
2019-12-10 23:00:00;12;3;2;0;1;25;1;25;0;0;0
2019-12-10 23:15:00;10;0;0;0;0;12;0;12;0;0;0
2019-12-10 23:30:00;7;4;4;0;1;15;0;15;0;1;0
