DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-07-26 00:00:00;0;24;1;2;1;1;0;40;0;0
2020-07-26 00:15:00;0;21;1;0;2;5;0;60;4;1
2020-07-26 00:30:00;0;28;1;1;4;0;0;35;3;2
2020-07-26 00:45:00;0;24;1;0;2;2;0;48;4;0
2020-07-26 01:00:00;0;32;0;1;3;3;0;33;4;3
2020-07-26 01:15:00;0;23;1;3;0;3;0;37;1;0
2020-07-26 01:30:00;0;16;1;0;1;0;0;28;1;2
2020-07-26 01:45:00;0;25;2;0;2;1;0;28;0;1
2020-07-26 02:00:00;0;15;0;0;0;0;0;32;2;2
2020-07-26 02:15:00;0;12;3;4;0;1;0;17;2;0
2020-07-26 02:30:00;0;8;0;1;1;1;0;15;0;0
2020-07-26 02:45:00;0;13;0;0;0;0;0;15;2;1
2020-07-26 03:00:00;0;12;1;0;0;0;0;15;0;0
2020-07-26 03:15:00;0;10;0;0;0;0;0;13;0;0
2020-07-26 03:30:00;0;5;0;0;0;0;0;10;0;0
2020-07-26 03:45:00;0;12;0;0;0;0;0;8;0;0
2020-07-26 04:00:00;0;7;0;1;1;0;0;6;1;0
2020-07-26 04:15:00;0;8;0;0;1;2;0;4;0;0
2020-07-26 04:30:00;0;9;0;0;0;0;0;7;1;0
2020-07-26 04:45:00;0;3;0;0;0;1;0;9;0;0
2020-07-26 05:00:00;0;14;0;0;0;4;0;5;0;0
2020-07-26 05:15:00;0;16;2;1;2;9;0;16;0;1
2020-07-26 05:30:00;0;8;0;1;2;6;0;23;2;1
2020-07-26 05:45:00;0;15;0;2;9;5;0;26;1;0
2020-07-26 06:00:00;0;9;1;3;4;2;0;15;1;0
2020-07-26 06:15:00;0;14;2;1;1;2;0;25;1;1
2020-07-26 06:30:00;0;8;0;0;0;1;0;21;0;0
2020-07-26 06:45:00;0;11;0;0;0;0;0;17;1;1
2020-07-26 07:00:00;0;18;1;0;1;1;0;13;0;1
2020-07-26 07:15:00;0;15;0;1;0;1;0;24;2;1
2020-07-26 07:30:00;0;18;0;0;0;0;0;22;0;0
2020-07-26 07:45:00;0;11;0;0;0;1;0;26;3;1
2020-07-26 08:00:00;0;12;0;1;1;1;0;35;1;0
2020-07-26 08:15:00;0;16;0;1;1;2;0;21;0;0
2020-07-26 08:30:00;0;22;1;0;0;0;0;32;2;1
2020-07-26 08:45:00;0;17;0;0;2;6;0;46;0;0
2020-07-26 09:00:00;0;19;3;1;0;3;0;24;0;0
