DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-04-20 00:00:00;3;0;1;0;2;6;0;14;7;21;14;7;21;0
2020-04-20 00:15:00;4;3;2;0;2;1;1;20;10;30;20;10;30;0
2020-04-20 00:30:00;6;1;3;0;4;1;3;20;10;30;20;10;30;0
2020-04-20 00:45:00;3;1;1;0;1;3;1;20;10;30;20;10;30;0
2020-04-20 01:00:00;1;1;2;0;4;3;2;24;12;35;24;12;35;0
2020-04-20 01:15:00;5;1;2;1;5;1;1;26;13;39;26;13;39;0
2020-04-20 01:30:00;1;1;2;0;7;3;2;26;13;39;26;13;39;0
2020-04-20 01:45:00;2;1;2;0;9;4;0;26;13;39;26;13;39;0
2020-04-20 02:00:00;3;1;3;1;9;2;1;26;13;39;26;13;39;0
2020-04-20 02:15:00;1;0;0;0;5;4;1;26;13;39;26;13;39;0
2020-04-20 02:30:00;3;2;2;0;5;1;2;24;12;36;24;12;36;0
2020-04-20 02:45:00;2;0;1;0;5;1;0;26;13;39;26;13;39;0
2020-04-20 03:00:00;2;3;3;0;7;2;1;26;13;39;26;13;39;0
2020-04-20 03:15:00;0;2;3;0;3;2;0;26;13;38;26;13;38;0
2020-04-20 03:30:00;3;5;2;0;8;1;7;26;13;39;26;13;39;0
2020-04-20 03:45:00;3;3;0;2;7;0;0;26;13;39;26;13;39;0
2020-04-20 04:00:00;3;3;3;0;12;4;0;26;13;39;26;13;39;0
2020-04-20 04:15:00;5;2;0;1;15;1;1;24;12;37;24;12;37;0
2020-04-20 04:30:00;6;6;4;2;17;5;0;26;13;38;26;13;38;0
2020-04-20 04:45:00;4;6;6;4;16;4;1;26;13;40;26;13;40;0
2020-04-20 05:00:00;19;7;7;8;32;5;6;20;10;30;20;10;30;0
2020-04-20 05:15:00;20;20;20;14;44;10;3;20;10;30;20;10;30;0
2020-04-20 05:30:00;31;46;40;33;57;28;5;20;10;30;20;10;30;0
2020-04-20 05:45:00;37;39;36;37;55;20;12;20;10;30;20;10;30;0
2020-04-20 06:00:00;32;38;30;24;34;14;12;20;10;30;20;10;30;0
2020-04-20 06:15:00;53;53;42;38;62;33;20;20;10;30;20;10;30;0
2020-04-20 06:30:00;73;48;56;53;84;42;22;20;10;30;20;10;30;0
2020-04-20 06:45:00;68;73;61;50;93;43;34;21;11;30;21;11;30;0
2020-04-20 07:00:00;77;63;58;42;66;31;34;20;10;30;20;10;30;0
2020-04-20 07:15:00;86;73;57;54;85;40;29;20;10;30;20;10;30;0
2020-04-20 07:30:00;101;72;69;63;71;32;41;20;10;30;20;10;30;0
2020-04-20 07:45:00;98;59;60;56;86;42;39;20;10;30;20;10;30;0
2020-04-20 08:00:00;83;46;52;43;84;34;47;20;10;30;20;10;30;0
2020-04-20 08:15:00;83;50;41;38;82;45;38;20;10;30;20;10;30;0
2020-04-20 08:30:00;74;71;47;37;85;49;35;20;10;30;20;10;30;0
2020-04-20 08:45:00;73;54;47;32;86;38;42;20;10;30;20;10;30;0
2020-04-20 09:00:00;68;43;41;28;79;38;57;20;10;30;20;10;30;0
