DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-05-26 00:00:00;0;0;0;0;2;4;6;3;2;0;1086;0;0
2020-05-26 00:15:00;1;0;0;0;5;5;4;2;2;1;744;0;0
2020-05-26 00:30:00;1;2;0;1;2;3;2;2;2;1;1266;0;0
2020-05-26 00:45:00;2;1;0;0;2;3;2;1;1;1;835;0;0
2020-05-26 01:00:00;3;1;0;0;1;1;4;4;2;1;1503;0;0
2020-05-26 01:15:00;3;3;1;0;4;5;0;2;2;0;1516;0;0
2020-05-26 01:30:00;2;1;0;0;0;1;3;4;0;0;733;0;0
2020-05-26 01:45:00;2;0;0;0;1;3;5;2;0;0;1727;0;0
2020-05-26 02:00:00;1;0;0;0;1;3;2;1;1;0;962;0;0
2020-05-26 02:15:00;1;0;0;0;0;1;2;1;0;0;983;0;0
2020-05-26 02:30:00;3;1;0;0;2;1;0;0;2;0;1191;0;0
2020-05-26 02:45:00;1;1;0;0;5;5;0;1;0;0;894;0;0
2020-05-26 03:00:00;5;2;0;0;0;0;1;0;0;0;1715;0;0
2020-05-26 03:15:00;3;1;0;0;0;0;1;0;1;0;786;0;0
2020-05-26 03:30:00;2;0;0;0;3;4;2;2;1;0;1039;0;0
2020-05-26 03:45:00;3;1;0;0;2;0;1;0;0;1;881;0;0
2020-05-26 04:00:00;0;1;0;1;3;5;0;0;2;0;980;0;0
2020-05-26 04:15:00;0;0;0;0;3;4;2;1;0;0;1594;0;0
2020-05-26 04:30:00;3;2;0;0;5;6;4;0;3;0;758;0;1
2020-05-26 04:45:00;0;1;1;1;9;8;6;4;1;1;1055;0;0
2020-05-26 05:00:00;2;3;1;0;6;7;19;10;4;4;162;0;0
2020-05-26 05:15:00;0;1;0;0;12;10;23;15;5;3;1;0;0
2020-05-26 05:30:00;5;4;0;0;19;15;49;28;14;8;3;0;0
2020-05-26 05:45:00;14;4;0;1;33;32;49;33;30;11;6;3;1
2020-05-26 06:00:00;7;4;0;1;37;39;33;26;24;9;3;2;2
2020-05-26 06:15:00;11;5;1;1;36;33;48;33;31;14;3;0;3
2020-05-26 06:30:00;14;11;1;3;48;43;57;62;29;12;3;1;4
2020-05-26 06:45:00;9;4;2;5;40;39;69;52;49;22;4;4;1
2020-05-26 07:00:00;14;11;2;2;39;37;66;50;59;25;2;2;3
2020-05-26 07:15:00;23;16;0;4;47;48;83;51;74;49;4;2;1
2020-05-26 07:30:00;30;19;1;5;61;58;100;71;86;40;6;0;2
2020-05-26 07:45:00;25;27;0;3;63;62;66;47;60;29;4;1;1
2020-05-26 08:00:00;20;15;0;3;55;47;54;42;52;23;6;2;1
2020-05-26 08:15:00;19;16;3;1;65;55;66;34;54;25;2;1;0
2020-05-26 08:30:00;26;20;2;6;52;57;54;38;53;28;5;2;3
2020-05-26 08:45:00;30;22;2;1;55;41;58;41;67;21;4;5;1
2020-05-26 09:00:00;17;8;0;0;41;45;43;16;40;12;2;0;1
2020-05-26 09:15:00;32;19;2;4;47;50;51;18;39;14;1;1;1
2020-05-26 09:30:00;31;20;1;2;37;37;50;17;38;17;6;1;2
2020-05-26 09:45:00;23;13;0;2;60;49;59;24;57;21;4;0;1
2020-05-26 10:00:00;25;14;0;5;38;39;58;25;43;12;4;2;0
2020-05-26 10:15:00;28;18;1;0;40;40;48;21;38;20;5;1;1
2020-05-26 10:30:00;35;23;2;2;58;48;65;29;39;22;4;1;1
2020-05-26 10:45:00;30;26;4;0;56;57;55;26;50;30;6;0;2
2020-05-26 11:00:00;31;26;1;3;45;47;59;27;52;21;6;4;0
2020-05-26 11:15:00;40;28;3;4;57;55;62;18;51;21;6;1;1
2020-05-26 11:30:00;46;36;1;4;72;61;57;29;44;17;3;2;2
2020-05-26 11:45:00;42;26;1;1;49;48;51;30;38;18;10;1;1
2020-05-26 12:00:00;38;23;0;3;69;57;59;28;47;22;9;3;2
2020-05-26 12:15:00;49;40;5;2;60;58;51;26;43;15;7;2;1
2020-05-26 12:30:00;50;32;3;2;49;49;47;20;34;14;25;2;4
2020-05-26 12:45:00;46;39;1;3;63;65;53;25;52;21;12;2;4
2020-05-26 13:00:00;43;34;0;1;62;57;50;22;39;22;8;1;5
2020-05-26 13:15:00;34;40;4;4;53;64;67;30;39;21;4;1;8
2020-05-26 13:30:00;32;24;5;3;71;75;79;45;49;27;5;4;2
2020-05-26 13:45:00;32;26;1;5;71;62;82;47;45;19;2;0;0
2020-05-26 14:00:00;38;41;3;7;71;76;59;29;41;16;3;1;2
2020-05-26 14:15:00;44;38;3;1;85;75;60;27;49;18;6;1;1
2020-05-26 14:30:00;36;26;2;2;85;89;58;40;53;24;7;0;2
2020-05-26 14:45:00;35;31;3;1;72;72;53;24;57;29;5;1;3
2020-05-26 15:00:00;50;45;1;3;86;88;53;24;40;27;5;1;1
2020-05-26 15:15:00;45;42;2;0;75;73;62;37;45;26;9;0;1
2020-05-26 15:30:00;49;41;5;3;77;67;61;27;49;18;3;1;1
2020-05-26 15:45:00;41;40;0;4;87;90;50;28;45;27;5;0;3
2020-05-26 16:00:00;53;46;0;1;94;84;71;31;43;25;5;1;2
2020-05-26 16:15:00;62;49;4;4;99;95;78;33;51;26;3;1;0
2020-05-26 16:30:00;45;40;4;2;84;86;58;33;47;12;7;2;1
2020-05-26 16:45:00;39;32;0;2;70;72;57;27;45;24;6;1;2
2020-05-26 17:00:00;51;36;1;3;86;91;59;40;42;25;7;2;0
2020-05-26 17:15:00;41;30;0;2;80;81;62;38;53;25;4;1;0
2020-05-26 17:30:00;19;19;2;0;30;36;31;11;17;12;1;3;1
2020-05-26 17:45:00;23;21;1;1;39;37;37;24;30;11;4;0;0
2020-05-26 18:00:00;39;26;1;2;66;65;69;25;43;21;5;0;0
2020-05-26 18:15:00;32;23;0;1;71;65;54;30;39;19;1;1;1
2020-05-26 18:30:00;34;29;1;0;48;44;43;25;37;17;3;0;2
2020-05-26 18:45:00;29;21;0;1;41;52;46;14;32;14;1;5;0
2020-05-26 19:00:00;27;20;0;1;42;41;41;23;26;10;1;2;0
