DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-08-31 00:00:00;1;0;0;0;0;1;0;1;0;0;0
2020-08-31 00:15:00;6;1;0;0;0;0;0;0;1;0;1
2020-08-31 00:30:00;3;0;0;0;0;0;0;0;0;0;1
2020-08-31 00:45:00;4;0;0;0;0;0;0;0;0;0;5
2020-08-31 01:00:00;1;0;0;0;0;0;0;0;0;0;0
2020-08-31 01:15:00;4;1;1;1;0;1;0;0;0;0;0
2020-08-31 01:30:00;1;0;0;0;0;0;0;0;0;0;1
2020-08-31 01:45:00;1;0;0;0;0;0;0;0;0;0;1
2020-08-31 02:00:00;3;0;0;0;0;0;0;0;0;0;2
2020-08-31 02:15:00;2;1;0;0;0;0;0;0;0;0;0
2020-08-31 02:30:00;3;1;0;0;0;0;0;0;0;0;2
2020-08-31 02:45:00;1;0;0;0;0;0;0;0;0;0;1
2020-08-31 03:00:00;1;0;0;0;0;0;0;0;0;0;4
2020-08-31 03:15:00;1;0;0;0;0;0;0;0;0;0;1
2020-08-31 03:30:00;2;0;0;0;0;0;0;0;0;0;1
2020-08-31 03:45:00;6;3;0;0;0;0;0;0;0;0;1
2020-08-31 04:00:00;2;0;1;1;0;0;0;0;0;0;1
2020-08-31 04:15:00;5;0;0;0;0;0;0;0;0;0;4
2020-08-31 04:30:00;3;1;1;1;0;0;0;0;0;1;5
2020-08-31 04:45:00;11;3;8;8;1;3;1;0;1;1;22
2020-08-31 05:00:00;27;11;10;10;0;0;0;1;1;3;44
2020-08-31 05:15:00;75;32;34;33;3;3;3;1;2;17;103
2020-08-31 05:30:00;68;40;33;34;3;2;3;2;1;26;52
2020-08-31 05:45:00;32;10;62;65;2;7;2;1;3;68;53
2020-08-31 06:00:00;35;20;35;32;9;3;10;1;6;48;43
2020-08-31 06:15:00;36;9;44;45;5;3;6;2;3;25;27
2020-08-31 06:30:00;55;18;30;28;6;4;6;4;5;32;44
2020-08-31 06:45:00;41;13;34;34;4;7;5;5;4;26;30
2020-08-31 07:00:00;61;18;33;33;7;1;8;1;6;26;33
2020-08-31 07:15:00;38;13;35;33;6;4;6;4;3;24;32
2020-08-31 07:30:00;66;20;38;40;9;3;9;3;6;30;26
2020-08-31 07:45:00;43;9;27;26;8;3;10;3;2;27;33
2020-08-31 08:00:00;37;18;14;13;13;1;13;1;10;27;33
2020-08-31 08:15:00;36;16;8;8;8;8;8;7;1;11;26
2020-08-31 08:30:00;53;3;14;14;6;1;7;0;6;10;25
2020-08-31 08:45:00;48;7;11;11;7;1;7;1;3;6;26
2020-08-31 09:00:00;39;11;11;10;9;3;9;3;4;10;21
2020-08-31 09:15:00;49;9;6;6;7;2;6;2;2;5;20
2020-08-31 09:30:00;48;10;7;6;4;0;4;0;3;3;21
2020-08-31 09:45:00;51;5;1;1;10;4;10;3;2;7;30
2020-08-31 10:00:00;59;7;3;4;6;3;6;3;3;7;24
2020-08-31 10:15:00;53;9;5;4;7;3;6;2;5;5;30
2020-08-31 10:30:00;48;9;3;3;9;3;8;3;3;11;33
2020-08-31 10:45:00;62;6;3;3;8;2;7;0;1;5;26
2020-08-31 11:00:00;49;16;5;5;14;3;15;2;3;10;25
2020-08-31 11:15:00;49;13;2;2;9;5;9;5;2;4;30
2020-08-31 11:30:00;40;3;3;3;12;6;14;6;8;9;34
2020-08-31 11:45:00;52;6;1;1;14;3;15;4;6;7;36
2020-08-31 12:00:00;52;11;6;6;20;7;20;5;11;4;30
2020-08-31 12:15:00;44;9;2;2;13;3;14;3;7;8;39
2020-08-31 12:30:00;45;10;2;2;9;4;9;4;9;3;33
2020-08-31 12:45:00;52;8;1;1;10;3;11;3;13;5;31
2020-08-31 13:00:00;55;16;4;4;10;4;11;4;10;10;38
2020-08-31 13:15:00;70;31;12;13;13;7;13;7;8;6;58
2020-08-31 13:30:00;68;29;12;11;12;9;12;10;9;7;73
2020-08-31 13:45:00;88;34;19;19;26;18;27;18;36;16;77
2020-08-31 14:00:00;89;34;6;7;41;33;40;33;39;16;67
2020-08-31 14:15:00;142;45;6;6;38;30;37;30;36;10;94
2020-08-31 14:30:00;118;17;3;3;34;21;34;20;25;3;62
2020-08-31 14:45:00;58;12;5;4;41;31;41;29;35;8;63
2020-08-31 15:00:00;62;15;4;4;42;26;43;26;35;9;46
2020-08-31 15:15:00;70;16;2;2;45;32;46;33;50;8;74
2020-08-31 15:30:00;52;14;1;1;45;23;44;23;26;7;55
2020-08-31 15:45:00;52;12;5;5;34;19;35;20;24;13;50
2020-08-31 16:00:00;55;7;1;1;37;19;38;19;25;5;37
2020-08-31 16:15:00;61;11;4;4;35;21;36;20;22;6;47
2020-08-31 16:30:00;48;11;2;2;39;23;40;22;12;6;55
2020-08-31 16:45:00;53;10;0;0;32;24;31;24;12;7;55
2020-08-31 17:00:00;48;14;3;3;32;15;33;16;17;8;47
2020-08-31 17:15:00;48;14;1;1;40;21;41;19;23;6;41
2020-08-31 17:30:00;47;7;2;2;28;12;29;12;20;6;36
2020-08-31 17:45:00;43;6;3;3;26;15;27;15;12;3;30
2020-08-31 18:00:00;50;12;2;2;23;17;23;17;14;2;43
2020-08-31 18:15:00;38;4;0;0;16;8;17;8;9;2;32
2020-08-31 18:30:00;40;11;0;1;17;8;17;8;9;3;22
2020-08-31 18:45:00;24;4;1;1;18;9;18;8;6;5;39
2020-08-31 19:00:00;19;0;0;0;14;4;16;4;3;3;18
2020-08-31 19:15:00;18;4;0;0;8;3;6;3;8;1;22
2020-08-31 19:30:00;22;3;1;1;9;3;9;3;2;2;21
2020-08-31 19:45:00;22;1;0;0;6;3;7;3;3;1;24
2020-08-31 20:00:00;23;3;1;1;5;0;4;0;1;3;26
2020-08-31 20:15:00;22;6;1;1;2;1;2;0;1;1;31
2020-08-31 20:30:00;20;1;1;1;6;1;5;1;1;1;17
2020-08-31 20:45:00;23;13;6;6;1;0;1;0;0;3;29
2020-08-31 21:00:00;44;25;10;11;1;1;1;1;1;0;57
2020-08-31 21:15:00;63;28;10;10;1;1;2;0;2;7;61
2020-08-31 21:30:00;58;26;4;4;3;3;4;3;6;7;39
2020-08-31 21:45:00;76;39;5;6;17;3;18;3;15;4;55
2020-08-31 22:00:00;73;16;1;1;9;2;9;2;21;0;78
2020-08-31 22:15:00;9;2;0;0;5;1;6;1;2;0;48
2020-08-31 22:30:00;11;0;1;1;2;1;2;0;0;0;11
2020-08-31 22:45:00;7;2;0;0;0;0;0;0;1;0;6
2020-08-31 23:00:00;5;1;0;0;1;0;1;0;0;1;10
2020-08-31 23:15:00;6;2;0;0;0;0;0;0;0;0;9
2020-08-31 23:30:00;4;2;0;0;0;0;0;0;0;0;8
2020-08-31 23:45:00;4;0;0;0;0;0;0;0;0;0;5
