DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-12-17 00:00:00;3;3;2;5;2;1;0;3;0;0;1
2020-12-17 00:15:00;5;6;3;1;1;0;0;2;0;1;0
2020-12-17 00:30:00;7;8;7;5;1;0;0;1;0;0;0
2020-12-17 00:45:00;5;5;4;7;1;0;0;0;0;2;1
2020-12-17 01:00:00;1;1;2;5;2;1;0;1;0;0;0
2020-12-17 01:15:00;2;4;1;3;0;0;0;2;0;1;1
2020-12-17 01:30:00;4;7;4;5;2;2;0;0;0;0;0
2020-12-17 01:45:00;4;5;3;1;0;0;0;0;0;0;0
2020-12-17 02:00:00;5;7;5;5;1;1;0;1;0;0;0
2020-12-17 02:15:00;6;6;5;5;0;1;0;0;0;0;0
2020-12-17 02:30:00;10;10;7;4;1;2;1;0;0;1;1
2020-12-17 02:45:00;6;7;5;2;2;2;0;0;0;0;0
2020-12-17 03:00:00;3;4;2;8;2;0;0;0;0;1;0
2020-12-17 03:15:00;5;7;5;3;4;1;0;0;0;0;0
2020-12-17 03:30:00;5;6;2;3;0;0;0;1;0;0;2
2020-12-17 03:45:00;4;6;1;3;3;1;2;0;0;1;1
2020-12-17 04:00:00;11;14;8;4;3;0;0;1;0;0;0
2020-12-17 04:15:00;11;12;3;7;2;1;0;4;0;0;2
2020-12-17 04:30:00;17;20;13;7;8;2;1;12;0;2;3
2020-12-17 04:45:00;24;25;18;14;10;8;0;4;0;0;10
2020-12-17 05:00:00;58;60;55;16;16;12;6;3;0;14;17
2020-12-17 05:15:00;62;68;57;22;10;29;1;5;0;6;19
2020-12-17 05:30:00;92;101;82;29;33;21;11;21;0;21;22
2020-12-17 05:45:00;77;95;58;34;35;51;19;28;0;11;22
2020-12-17 06:00:00;63;93;48;57;39;11;8;37;0;12;15
2020-12-17 06:15:00;86;110;80;62;42;20;8;24;0;10;15
2020-12-17 06:30:00;126;142;85;75;47;25;21;26;0;17;36
2020-12-17 06:45:00;98;115;90;76;64;34;6;22;0;7;19
