DATUM;1(TAFGA);2(TAFBA)
2020-01-24 00:00:00;0;0
2020-01-24 00:15:00;0;0
2020-01-24 00:30:00;0;0
2020-01-24 00:45:00;0;0
2020-01-24 01:00:00;0;0
2020-01-24 01:15:00;0;0
2020-01-24 01:30:00;0;0
2020-01-24 01:45:00;0;0
2020-01-24 02:00:00;0;0
2020-01-24 02:15:00;0;0
2020-01-24 02:30:00;0;0
2020-01-24 02:45:00;0;0
2020-01-24 03:00:00;0;0
2020-01-24 03:15:00;0;0
2020-01-24 03:30:00;0;0
2020-01-24 03:45:00;0;0
2020-01-24 04:00:00;0;0
2020-01-24 04:15:00;0;0
2020-01-24 04:30:00;0;0
2020-01-24 04:45:00;0;0
2020-01-24 05:00:00;0;0
2020-01-24 05:15:00;0;0
2020-01-24 05:30:00;0;0
2020-01-24 05:45:00;0;0
2020-01-24 06:00:00;0;0
2020-01-24 06:15:00;0;0
2020-01-24 06:30:00;7;0
2020-01-24 06:45:00;15;0
2020-01-24 07:00:00;9;0
2020-01-24 07:15:00;8;1
2020-01-24 07:30:00;27;6
2020-01-24 07:45:00;46;5
2020-01-24 08:00:00;10;0
2020-01-24 08:15:00;12;1
2020-01-24 08:30:00;1;0
2020-01-24 08:45:00;0;0
2020-01-24 09:00:00;5;0
2020-01-24 09:15:00;39;0
2020-01-24 09:30:00;10;0
2020-01-24 09:45:00;6;0
2020-01-24 10:00:00;0;0
2020-01-24 10:15:00;0;0
2020-01-24 10:30:00;7;0
2020-01-24 10:45:00;3;0
2020-01-24 11:00:00;3;0
2020-01-24 11:15:00;8;0
2020-01-24 11:30:00;191;26
2020-01-24 11:45:00;6;0
2020-01-24 12:00:00;14;0
2020-01-24 12:15:00;10;2
2020-01-24 12:30:00;10;0
2020-01-24 12:45:00;7;0
2020-01-24 13:00:00;18;0
2020-01-24 13:15:00;56;0
2020-01-24 13:30:00;59;3
2020-01-24 13:45:00;47;2
2020-01-24 14:00:00;147;2
2020-01-24 14:15:00;162;21
2020-01-24 14:30:00;49;27
2020-01-24 14:45:00;8;0
2020-01-24 15:00:00;30;6
2020-01-24 15:15:00;39;0
2020-01-24 15:30:00;18;0
2020-01-24 15:45:00;46;1
2020-01-24 16:00:00;120;0
2020-01-24 16:15:00;22;49
2020-01-24 16:30:00;16;0
2020-01-24 16:45:00;58;6
2020-01-24 17:00:00;36;9
2020-01-24 17:15:00;13;4
2020-01-24 17:30:00;24;0
2020-01-24 17:45:00;0;0
2020-01-24 18:00:00;33;2
2020-01-24 18:15:00;12;3
2020-01-24 18:30:00;3;0
2020-01-24 18:45:00;2;0
2020-01-24 19:00:00;5;0
2020-01-24 19:15:00;0;0
2020-01-24 19:30:00;0;0
2020-01-24 19:45:00;15;0
2020-01-24 20:00:00;3;0
2020-01-24 20:15:00;0;0
2020-01-24 20:30:00;0;0
2020-01-24 20:45:00;0;0
2020-01-24 21:00:00;0;0
2020-01-24 21:15:00;0;0
2020-01-24 21:30:00;0;0
2020-01-24 21:45:00;0;0
2020-01-24 22:00:00;0;0
2020-01-24 22:15:00;3;0
2020-01-24 22:30:00;0;0
2020-01-24 22:45:00;0;0
2020-01-24 23:00:00;0;0
2020-01-24 23:15:00;0;0
2020-01-24 23:30:00;0;0
2020-01-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
