DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-02-02 00:00:00;26;16;7;7;0;14;2;0;0;0;0
2020-02-02 00:15:00;21;10;9;6;0;16;2;0;0;0;0
2020-02-02 00:30:00;15;14;5;5;0;12;5;0;0;0;0
2020-02-02 00:45:00;14;10;2;12;0;12;4;0;0;0;0
2020-02-02 01:00:00;14;4;6;5;0;13;4;0;0;0;0
2020-02-02 01:15:00;21;15;0;18;0;5;9;0;0;0;0
2020-02-02 01:30:00;16;13;2;11;0;15;5;0;2;0;0
2020-02-02 01:45:00;10;3;3;4;0;9;8;0;0;0;0
2020-02-02 02:00:00;16;9;4;3;0;10;2;0;0;0;0
2020-02-02 02:15:00;9;5;4;5;0;13;2;0;0;0;0
2020-02-02 02:30:00;11;4;1;3;0;8;3;0;0;0;0
2020-02-02 02:45:00;5;2;2;1;0;10;0;0;0;0;0
2020-02-02 03:00:00;5;4;3;5;0;7;4;0;0;0;0
2020-02-02 03:15:00;3;3;1;2;0;3;1;0;0;0;0
2020-02-02 03:30:00;11;3;4;4;0;7;2;0;0;0;0
2020-02-02 03:45:00;5;3;0;3;0;2;1;0;0;0;0
2020-02-02 04:00:00;13;4;0;3;0;3;2;0;0;0;0
2020-02-02 04:15:00;8;7;2;0;0;1;3;0;0;0;0
2020-02-02 04:30:00;3;6;0;1;0;3;6;0;0;0;0
2020-02-02 04:45:00;8;5;4;2;0;6;2;0;0;0;0
2020-02-02 05:00:00;9;4;0;3;0;7;2;0;0;0;0
2020-02-02 05:15:00;10;4;1;2;0;8;1;0;0;0;0
2020-02-02 05:30:00;13;6;0;2;0;5;1;0;0;0;0
2020-02-02 05:45:00;10;4;4;8;0;12;2;0;0;0;0
2020-02-02 06:00:00;7;11;0;2;0;10;5;0;0;0;0
2020-02-02 06:15:00;14;11;1;7;0;5;4;0;0;0;0
2020-02-02 06:30:00;8;6;1;4;0;4;4;0;0;0;0
2020-02-02 06:45:00;9;5;3;5;0;6;1;0;0;0;0
2020-02-02 07:00:00;10;6;1;4;0;6;3;0;0;0;0
2020-02-02 07:15:00;10;4;3;1;0;2;3;0;0;0;0
2020-02-02 07:30:00;10;4;4;4;0;3;2;0;0;0;0
2020-02-02 07:45:00;14;4;2;4;0;5;4;0;0;0;0
2020-02-02 08:00:00;14;10;5;11;0;6;2;0;0;0;0
2020-02-02 08:15:00;17;9;2;10;0;7;6;0;0;0;0
2020-02-02 08:30:00;15;6;1;11;0;12;8;0;0;0;0
2020-02-02 08:45:00;27;12;3;14;0;29;7;0;0;0;0
2020-02-02 09:00:00;23;16;7;16;0;20;13;0;0;0;0
2020-02-02 09:15:00;38;28;4;24;0;28;14;0;0;0;0
2020-02-02 09:30:00;35;23;4;22;0;29;13;0;0;0;0
2020-02-02 09:45:00;32;24;3;19;0;32;15;0;0;0;0
2020-02-02 10:00:00;44;37;7;22;0;21;13;0;0;0;0
2020-02-02 10:15:00;39;26;8;29;0;26;13;0;0;0;0
2020-02-02 10:30:00;41;22;16;24;0;33;16;0;0;0;0
2020-02-02 10:45:00;50;36;11;21;0;41;13;0;0;0;0
2020-02-02 11:00:00;56;42;12;25;0;36;18;0;0;0;0
2020-02-02 11:15:00;54;36;17;30;0;29;21;0;0;0;0
2020-02-02 11:30:00;55;35;9;24;0;32;21;0;0;0;0
2020-02-02 11:45:00;51;45;14;27;0;34;19;20;0;0;0
2020-02-02 12:00:00;63;55;12;20;0;38;22;0;0;0;0
2020-02-02 12:15:00;55;42;16;22;0;38;20;0;0;0;0
2020-02-02 12:30:00;56;31;10;19;0;44;24;0;0;0;0
2020-02-02 12:45:00;45;37;17;30;0;39;14;0;0;0;0
2020-02-02 13:00:00;55;50;24;22;0;38;15;3;0;0;0
2020-02-02 13:15:00;52;33;14;32;0;47;21;0;0;2;0
2020-02-02 13:30:00;65;58;16;27;0;47;15;0;0;0;0
2020-02-02 13:45:00;58;35;13;32;0;48;17;0;0;0;0
2020-02-02 14:00:00;62;43;12;30;0;53;15;0;26;0;0
2020-02-02 14:15:00;69;52;12;25;0;51;20;0;0;0;0
2020-02-02 14:30:00;69;54;19;28;0;46;17;3;0;0;0
2020-02-02 14:45:00;59;36;17;36;0;46;15;0;0;0;0
2020-02-02 15:00:00;64;43;17;27;0;46;18;0;0;0;0
2020-02-02 15:15:00;65;49;12;34;0;41;18;4;0;0;0
2020-02-02 15:30:00;58;49;17;28;0;45;12;0;2;0;0
2020-02-02 15:45:00;65;49;15;26;0;52;17;0;0;0;0
2020-02-02 16:00:00;76;60;16;20;0;62;21;0;0;0;0
2020-02-02 16:15:00;68;48;15;22;0;51;15;0;5;0;0
2020-02-02 16:30:00;66;46;11;26;0;44;20;5;0;0;0
2020-02-02 16:45:00;49;43;15;19;0;44;13;0;0;0;2
2020-02-02 17:00:00;70;46;25;30;0;58;14;4;0;0;1
2020-02-02 17:15:00;62;56;22;33;0;57;19;0;0;0;0
2020-02-02 17:30:00;63;54;14;34;0;59;25;6;0;0;0
2020-02-02 17:45:00;58;60;19;33;0;58;18;0;0;0;0
2020-02-02 18:00:00;56;43;18;31;0;58;10;21;0;0;0
2020-02-02 18:15:00;44;43;13;22;0;53;15;1;0;0;0
2020-02-02 18:30:00;47;37;17;24;0;32;18;0;1;0;0
2020-02-02 18:45:00;48;44;10;29;0;49;20;0;2;0;0
2020-02-02 19:00:00;55;34;10;18;0;54;14;0;2;0;0
2020-02-02 19:15:00;51;38;21;16;0;44;18;0;0;0;0
2020-02-02 19:30:00;45;27;12;27;0;45;21;0;0;0;0
2020-02-02 19:45:00;37;27;11;16;0;27;12;0;0;0;0
2020-02-02 20:00:00;39;35;13;15;0;29;12;0;0;0;0
2020-02-02 20:15:00;37;27;4;17;0;20;10;0;0;0;0
2020-02-02 20:30:00;44;26;11;19;0;37;13;1;0;0;0
2020-02-02 20:45:00;28;18;8;19;0;31;10;0;0;0;0
2020-02-02 21:00:00;30;21;5;14;0;28;9;0;0;0;0
2020-02-02 21:15:00;32;21;7;13;0;32;5;0;0;0;0
2020-02-02 21:30:00;30;22;6;10;0;21;13;0;0;0;0
2020-02-02 21:45:00;28;21;6;11;0;28;6;0;0;0;0
2020-02-02 22:00:00;29;21;7;7;0;21;7;0;0;0;0
2020-02-02 22:15:00;21;12;5;11;0;14;0;0;0;0;0
2020-02-02 22:30:00;26;21;5;5;0;16;4;0;0;0;0
2020-02-02 22:45:00;19;12;0;1;0;13;2;0;0;0;0
2020-02-02 23:00:00;14;4;1;3;0;13;6;0;0;0;0
2020-02-02 23:15:00;18;8;5;3;0;16;5;0;0;0;0
2020-02-02 23:30:00;8;7;1;2;0;15;1;0;0;0;0
2020-02-02 23:45:00;5;3;2;5;0;9;1;0;0;0;0
