DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-04-11 00:00:00;1;2;3;0;0;1;0;0;0;0;0;0
2020-04-11 00:15:00;1;1;1;0;5;0;0;0;0;0;0;0
2020-04-11 00:30:00;4;2;2;0;0;1;0;0;0;0;0;0
2020-04-11 00:45:00;0;0;0;0;1;0;0;0;0;0;0;0
2020-04-11 01:00:00;0;1;2;0;0;1;0;0;0;0;0;0
2020-04-11 01:15:00;0;1;2;0;0;1;0;0;0;0;0;0
2020-04-11 01:30:00;1;2;2;0;0;0;0;0;0;0;0;0
2020-04-11 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 02:15:00;0;1;3;0;0;2;0;0;0;0;0;0
2020-04-11 02:30:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-04-11 02:45:00;4;5;2;0;0;0;0;0;0;0;0;0
2020-04-11 03:00:00;1;1;1;0;0;1;0;0;0;0;0;0
2020-04-11 03:15:00;1;2;3;0;0;2;0;0;0;0;0;0
2020-04-11 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 03:45:00;1;1;1;0;0;0;0;0;0;0;0;0
2020-04-11 04:00:00;1;1;3;1;0;2;0;0;0;0;0;0
2020-04-11 04:15:00;1;2;2;2;0;0;0;0;0;0;0;0
2020-04-11 04:30:00;2;2;3;2;0;2;0;0;0;0;0;0
2020-04-11 04:45:00;1;2;2;2;0;1;0;0;0;0;0;0
2020-04-11 05:00:00;3;2;6;0;1;3;0;0;0;0;0;0
2020-04-11 05:15:00;7;4;6;1;0;4;0;0;0;0;0;0
2020-04-11 05:30:00;0;0;3;1;0;4;0;0;0;0;0;0
2020-04-11 05:45:00;6;8;5;0;0;1;0;0;0;0;0;0
2020-04-11 06:00:00;10;5;11;0;1;10;0;0;0;0;0;0
2020-04-11 06:15:00;7;8;10;0;3;3;0;0;0;0;0;0
2020-04-11 06:30:00;10;8;10;0;1;4;0;0;0;0;0;0
2020-04-11 06:45:00;25;18;15;1;3;12;0;0;0;0;0;0
2020-04-11 07:00:00;25;12;24;1;4;15;0;0;0;0;0;0
2020-04-11 07:15:00;23;17;23;1;3;16;0;0;0;0;0;0
2020-04-11 07:30:00;38;24;31;4;5;22;0;0;0;0;0;0
2020-04-11 07:45:00;36;20;40;1;3;28;0;0;0;0;0;0
2020-04-11 08:00:00;31;15;32;2;5;32;0;0;0;0;0;0
2020-04-11 08:15:00;47;29;45;6;4;27;0;0;0;0;0;0
2020-04-11 08:30:00;22;19;42;4;7;31;0;0;1;0;0;0
2020-04-11 08:45:00;35;28;44;5;3;30;0;0;0;0;0;0
2020-04-11 09:00:00;34;24;46;6;6;34;0;0;0;0;0;0
2020-04-11 09:15:00;32;36;52;3;3;37;1;0;0;0;0;0
2020-04-11 09:30:00;37;28;59;8;5;41;0;0;0;0;0;0
2020-04-11 09:45:00;26;25;44;9;4;30;0;0;1;1;0;0
2020-04-11 10:00:00;31;30;69;7;5;51;0;0;0;0;0;0
2020-04-11 10:15:00;29;31;52;9;6;33;0;0;0;0;0;0
2020-04-11 10:30:00;41;30;61;8;5;48;0;0;0;0;0;0
2020-04-11 10:45:00;34;22;52;11;5;36;0;0;0;0;0;0
2020-04-11 11:00:00;30;28;63;8;6;44;1;0;0;0;0;0
2020-04-11 11:15:00;29;25;62;6;4;50;0;0;0;0;0;0
2020-04-11 11:30:00;27;24;51;8;5;32;0;0;0;0;0;0
2020-04-11 11:45:00;27;32;63;5;4;46;1;0;0;0;0;0
2020-04-11 12:00:00;16;12;49;13;6;37;1;0;5;0;0;0
