DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-09-13 00:00:00;36;43;31;4;7;42;3;10;15;16;11;12;0;0;0;0
2020-09-13 00:15:00;34;60;33;5;8;56;1;5;11;12;8;10;0;0;0;0
2020-09-13 00:30:00;28;37;31;3;9;36;3;6;8;7;8;7;0;0;0;2
2020-09-13 00:45:00;41;36;20;4;9;40;2;11;5;4;5;4;0;0;0;0
2020-09-13 01:00:00;25;27;23;1;11;28;2;11;14;12;11;11;0;0;0;0
2020-09-13 01:15:00;26;34;24;2;3;30;1;2;4;4;3;3;0;0;0;0
2020-09-13 01:30:00;21;24;20;0;1;24;2;2;3;3;4;3;0;0;0;0
2020-09-13 01:45:00;15;19;16;3;6;17;2;6;3;3;2;2;0;0;0;0
2020-09-13 02:00:00;21;17;14;1;6;16;0;7;0;0;0;0;0;0;0;0
2020-09-13 02:15:00;13;16;13;0;4;16;0;4;5;4;4;4;0;0;0;0
2020-09-13 02:30:00;20;21;15;1;9;22;1;3;12;13;11;11;0;0;0;0
2020-09-13 02:45:00;8;16;14;3;2;17;0;2;2;2;1;1;0;0;0;0
2020-09-13 03:00:00;16;12;11;0;4;13;0;0;2;2;2;2;0;0;0;0
2020-09-13 03:15:00;7;12;9;0;3;14;0;3;2;1;1;1;0;0;0;0
2020-09-13 03:30:00;9;9;9;0;4;7;0;1;2;2;3;2;0;0;0;0
2020-09-13 03:45:00;12;3;5;1;0;3;0;1;0;0;0;0;0;0;0;0
2020-09-13 04:00:00;8;10;8;2;1;12;1;0;4;5;5;5;0;0;0;0
2020-09-13 04:15:00;7;4;5;1;7;3;2;4;2;2;2;2;0;0;0;0
2020-09-13 04:30:00;3;7;6;0;5;8;0;1;2;2;0;1;0;0;0;0
2020-09-13 04:45:00;11;8;9;0;1;9;0;1;2;1;1;1;0;0;0;0
2020-09-13 05:00:00;6;4;2;0;0;4;0;1;5;4;3;4;0;0;0;0
2020-09-13 05:15:00;15;9;8;1;4;10;4;3;3;3;3;3;0;0;0;0
2020-09-13 05:30:00;12;14;13;2;2;15;0;0;1;1;1;1;0;0;0;0
2020-09-13 05:45:00;11;30;26;1;1;28;0;6;2;2;1;3;0;0;0;0
2020-09-13 06:00:00;8;12;10;0;0;12;0;3;0;0;0;0;0;0;0;0
2020-09-13 06:15:00;12;9;6;4;2;9;1;3;3;3;3;3;0;0;0;0
2020-09-13 06:30:00;15;9;6;2;1;13;0;0;4;4;3;3;0;0;0;0
2020-09-13 06:45:00;22;11;12;6;5;10;1;5;5;6;6;6;0;0;0;0
2020-09-13 07:00:00;19;24;21;7;3;22;2;8;1;1;1;1;0;0;0;0
2020-09-13 07:15:00;13;18;19;1;1;24;2;7;6;5;5;5;0;0;0;0
2020-09-13 07:30:00;30;25;20;6;5;22;4;10;0;0;1;1;0;0;0;0
2020-09-13 07:45:00;28;35;33;2;6;40;2;15;5;5;3;4;0;0;0;0
2020-09-13 08:00:00;25;22;20;6;5;24;7;14;2;2;1;1;0;0;0;0
2020-09-13 08:15:00;29;30;26;6;3;32;7;10;5;5;4;5;0;0;0;0
2020-09-13 08:30:00;36;37;31;7;12;29;0;20;2;3;1;1;1;0;0;0
2020-09-13 08:45:00;52;50;35;18;17;39;5;12;9;10;7;10;0;0;0;0
2020-09-13 09:00:00;55;49;45;20;13;46;5;23;11;12;9;10;0;0;0;0
2020-09-13 09:15:00;67;75;56;20;8;67;7;27;17;17;17;17;5;0;1;0
2020-09-13 09:30:00;63;77;56;12;21;70;3;23;10;10;13;13;0;0;0;5
2020-09-13 09:45:00;93;55;41;16;25;46;3;23;20;20;16;18;0;0;0;0
2020-09-13 10:00:00;81;87;60;19;20;90;3;25;12;13;13;13;1;0;0;0
2020-09-13 10:15:00;73;85;64;16;13;103;7;24;16;16;13;13;0;0;0;0
2020-09-13 10:30:00;72;99;62;20;13;90;6;33;28;25;28;27;7;0;0;0
2020-09-13 10:45:00;71;92;64;28;12;71;5;27;17;16;18;20;0;0;0;0
2020-09-13 11:00:00;92;86;65;18;17;78;2;26;20;20;20;20;0;0;3;1
2020-09-13 11:15:00;86;94;56;19;17;92;5;27;21;20;21;22;0;0;2;0
2020-09-13 11:30:00;89;95;61;16;15;90;3;28;25;25;21;21;2;0;0;0
2020-09-13 11:45:00;104;84;71;28;14;77;3;34;20;21;18;18;0;0;0;6
2020-09-13 12:00:00;97;103;73;31;26;95;5;31;25;25;24;22;1;0;0;1
2020-09-13 12:15:00;98;105;79;14;19;95;12;36;29;28;29;32;0;0;0;0
2020-09-13 12:30:00;80;79;55;13;19;70;2;31;23;24;20;20;0;0;0;1
2020-09-13 12:45:00;104;86;78;20;26;90;4;42;22;21;18;21;0;0;0;0
2020-09-13 13:00:00;98;89;54;18;19;103;1;29;27;28;26;24;0;0;0;0
2020-09-13 13:15:00;96;84;59;23;22;88;4;31;27;27;28;28;0;0;0;2
2020-09-13 13:30:00;100;86;70;17;9;96;2;34;14;14;14;14;0;0;0;0
2020-09-13 13:45:00;101;105;72;37;19;99;6;29;23;21;21;20;0;0;0;0
2020-09-13 14:00:00;81;124;61;28;19;123;5;37;27;25;22;22;0;0;0;4
2020-09-13 14:15:00;85;90;68;29;17;90;3;22;13;12;11;12;0;0;0;0
2020-09-13 14:30:00;110;101;82;23;43;107;7;37;28;28;26;26;0;0;1;1
2020-09-13 14:45:00;111;102;80;19;31;101;7;32;35;35;30;31;0;0;0;1
2020-09-13 15:00:00;123;123;98;29;31;114;5;31;19;21;19;18;23;0;0;0
2020-09-13 15:15:00;115;103;81;20;22;93;4;31;20;19;19;20;2;0;0;1
2020-09-13 15:30:00;115;111;86;24;18;105;6;44;26;26;21;23;0;0;2;2
2020-09-13 15:45:00;116;102;90;19;24;84;13;49;22;23;18;20;0;0;0;1
2020-09-13 16:00:00;97;83;56;22;17;83;8;22;22;23;20;21;0;0;0;0
2020-09-13 16:15:00;123;102;89;20;17;92;7;36;18;17;20;19;0;0;0;0
2020-09-13 16:30:00;124;94;99;16;24;82;6;53;18;20;19;19;3;0;1;1
2020-09-13 16:45:00;111;91;66;28;23;74;6;55;25;28;18;24;5;0;0;2
2020-09-13 17:00:00;123;110;87;22;16;104;4;38;22;17;17;17;0;0;9;1
2020-09-13 17:15:00;116;113;85;18;28;108;3;35;37;33;30;32;1;1;0;1
2020-09-13 17:30:00;125;122;84;14;26;103;3;55;24;20;20;19;0;0;0;3
2020-09-13 17:45:00;117;92;76;20;26;79;5;45;19;19;16;17;0;0;0;0
2020-09-13 18:00:00;109;108;94;29;31;97;6;40;24;25;23;23;11;0;0;0
2020-09-13 18:15:00;126;110;90;16;30;109;2;34;20;19;20;19;0;0;0;0
2020-09-13 18:30:00;121;101;83;14;27;98;0;42;43;41;39;43;0;0;0;0
2020-09-13 18:45:00;122;103;70;17;16;100;6;39;20;18;17;17;1;0;0;0
2020-09-13 19:00:00;107;90;62;18;30;83;9;30;32;29;30;31;0;0;0;0
2020-09-13 19:15:00;113;93;63;8;16;89;4;20;20;21;23;20;10;4;0;0
2020-09-13 19:30:00;74;94;61;12;25;87;2;32;20;21;18;19;1;0;0;0
2020-09-13 19:45:00;93;85;46;10;19;84;3;24;22;20;19;19;0;0;0;3
2020-09-13 20:00:00;90;91;57;9;16;81;1;23;24;24;22;22;4;0;0;1
2020-09-13 20:15:00;81;87;65;11;26;82;3;29;23;21;15;17;0;0;0;0
2020-09-13 20:30:00;80;83;49;15;10;80;3;23;21;20;23;19;0;0;0;2
2020-09-13 20:45:00;76;67;41;2;29;64;7;23;12;12;11;10;0;0;0;0
2020-09-13 21:00:00;75;64;55;7;13;65;2;8;31;16;13;13;0;0;0;0
2020-09-13 21:15:00;49;55;36;7;13;52;1;6;10;10;9;10;0;0;0;0
2020-09-13 21:30:00;38;53;36;5;10;48;1;7;15;16;15;15;0;0;0;0
2020-09-13 21:45:00;64;47;41;4;7;51;4;14;14;14;15;15;0;0;0;0
2020-09-13 22:00:00;42;42;22;0;8;37;2;8;8;9;7;8;1;0;0;0
2020-09-13 22:15:00;38;36;30;1;9;34;1;8;13;16;13;13;0;0;0;0
2020-09-13 22:30:00;32;44;28;2;4;42;1;12;12;10;10;10;0;0;0;0
2020-09-13 22:45:00;26;35;28;2;6;34;4;8;6;6;4;4;0;0;0;0
2020-09-13 23:00:00;25;26;27;1;1;29;3;8;1;1;1;2;0;0;0;0
2020-09-13 23:15:00;17;11;10;1;5;11;0;5;5;6;4;5;0;0;0;0
2020-09-13 23:30:00;21;22;24;2;4;23;1;6;6;7;5;6;0;0;0;0
2020-09-13 23:45:00;16;24;17;0;0;22;0;5;4;4;1;1;0;0;0;0
