DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2019-10-10 00:00:00;3;6;1;1;0;1;11;3;1;3;0
2019-10-10 00:15:00;9;7;2;0;0;0;15;5;0;7;0
2019-10-10 00:30:00;2;7;1;0;0;0;15;0;0;4;0
2019-10-10 00:45:00;4;6;0;0;0;0;7;2;1;2;0
2019-10-10 01:00:00;3;7;0;1;0;1;12;2;1;1;0
2019-10-10 01:15:00;2;5;0;0;0;0;11;2;0;3;0
2019-10-10 01:30:00;7;5;0;0;0;1;10;0;0;4;0
2019-10-10 01:45:00;3;4;1;0;0;2;16;1;0;4;0
2019-10-10 02:00:00;1;4;0;0;0;1;7;1;0;2;0
2019-10-10 02:15:00;1;5;1;1;0;1;6;1;0;1;0
2019-10-10 02:30:00;3;8;0;0;0;0;12;2;0;1;0
2019-10-10 02:45:00;2;5;1;1;0;1;9;0;0;2;0
2019-10-10 03:00:00;0;0;0;0;0;1;13;2;1;1;0
2019-10-10 03:15:00;1;0;0;0;0;4;8;2;0;3;0
2019-10-10 03:30:00;0;9;4;0;0;0;18;2;0;3;0
2019-10-10 03:45:00;2;8;2;1;0;3;11;1;1;3;0
2019-10-10 04:00:00;3;8;5;0;0;4;13;3;0;2;0
2019-10-10 04:15:00;3;5;3;1;0;2;22;3;0;4;0
2019-10-10 04:30:00;2;15;7;0;0;0;32;7;0;2;0
2019-10-10 04:45:00;6;12;4;4;0;5;45;18;0;9;0
2019-10-10 05:00:00;8;23;8;0;0;1;91;68;0;6;0
2019-10-10 05:15:00;10;31;24;6;0;9;104;114;2;12;0
2019-10-10 05:30:00;13;35;33;2;0;6;127;117;1;14;0
2019-10-10 05:45:00;27;46;57;9;0;10;121;115;3;31;1
2019-10-10 06:00:00;27;72;63;14;0;18;118;112;0;36;1
2019-10-10 06:15:00;29;68;73;18;0;25;136;142;2;40;2
2019-10-10 06:30:00;21;73;69;22;0;29;143;147;1;26;1
2019-10-10 06:45:00;28;43;62;11;0;15;144;168;3;29;2
2019-10-10 07:00:00;31;49;70;50;0;57;140;164;5;35;2
2019-10-10 07:15:00;33;49;61;58;0;50;154;159;4;38;4
2019-10-10 07:30:00;43;40;62;45;0;52;128;135;4;45;2
2019-10-10 07:45:00;51;52;68;42;0;42;129;164;4;55;3
2019-10-10 08:00:00;42;50;66;29;0;31;118;127;9;56;5
2019-10-10 08:15:00;27;39;50;18;0;23;113;135;4;32;1
2019-10-10 08:30:00;42;42;57;26;0;32;117;114;3;48;2
2019-10-10 08:45:00;39;42;46;14;0;20;104;108;3;42;2
2019-10-10 09:00:00;36;51;61;19;0;24;96;100;1;35;2
2019-10-10 09:15:00;36;45;50;24;0;23;91;93;1;37;3
2019-10-10 09:30:00;50;43;45;10;0;14;85;99;1;51;2
2019-10-10 09:45:00;47;52;46;21;0;18;86;80;4;44;0
2019-10-10 10:00:00;29;36;33;15;0;15;75;54;3;33;1
2019-10-10 10:15:00;67;34;32;22;0;20;87;70;7;56;2
2019-10-10 10:30:00;42;45;42;17;0;19;72;65;4;36;4
2019-10-10 10:45:00;56;51;52;19;0;22;81;74;3;47;2
2019-10-10 11:00:00;57;42;45;14;0;19;65;62;5;41;4
2019-10-10 11:15:00;65;48;47;13;0;15;74;74;0;46;0
2019-10-10 11:30:00;41;58;54;14;0;12;72;70;6;30;0
2019-10-10 11:45:00;48;46;61;20;0;17;88;67;4;56;4
2019-10-10 12:00:00;42;54;59;14;0;21;86;62;1;39;5
2019-10-10 12:15:00;52;50;60;26;0;19;72;69;3;46;2
2019-10-10 12:30:00;63;50;65;13;0;15;76;79;2;50;2
2019-10-10 12:45:00;64;59;69;15;0;18;87;78;4;50;2
2019-10-10 13:00:00;64;65;81;16;0;16;106;104;2;52;5
2019-10-10 13:15:00;52;57;60;18;0;20;113;132;3;36;3
2019-10-10 13:30:00;58;54;67;18;0;21;115;122;5;39;5
2019-10-10 13:45:00;69;61;71;19;0;24;111;104;4;42;4
2019-10-10 14:00:00;65;80;84;19;0;17;106;89;7;62;3
2019-10-10 14:15:00;92;108;107;16;0;17;85;79;1;38;3
2019-10-10 14:30:00;77;94;107;21;0;25;86;78;4;64;5
2019-10-10 14:45:00;76;97;118;15;0;13;75;77;2;47;5
2019-10-10 15:00:00;96;99;104;18;0;19;83;88;0;49;3
2019-10-10 15:15:00;72;104;111;20;0;27;81;88;5;40;5
2019-10-10 15:30:00;97;107;109;20;0;23;95;85;5;58;5
2019-10-10 15:45:00;93;90;104;23;0;22;92;97;2;67;4
2019-10-10 16:00:00;87;103;117;18;0;20;82;71;6;47;3
2019-10-10 16:15:00;97;102;116;13;0;17;93;97;4;53;5
2019-10-10 16:30:00;86;97;102;18;0;19;101;94;0;60;4
2019-10-10 16:45:00;100;101;108;16;0;19;97;100;3;43;2
2019-10-10 17:00:00;79;98;111;27;0;32;100;96;6;62;1
2019-10-10 17:15:00;79;106;111;21;0;22;103;103;4;52;7
2019-10-10 17:30:00;97;108;109;20;0;20;112;102;2;75;6
2019-10-10 17:45:00;84;101;111;11;0;12;82;86;7;53;3
2019-10-10 18:00:00;101;104;116;24;0;21;86;79;3;39;3
2019-10-10 18:15:00;89;100;94;10;0;13;90;73;2;73;2
2019-10-10 18:30:00;52;85;83;15;0;16;80;68;3;50;0
2019-10-10 18:45:00;80;83;65;15;0;16;94;56;5;62;2
2019-10-10 19:00:00;56;65;56;11;0;9;86;54;2;50;2
2019-10-10 19:15:00;50;60;47;15;0;15;68;57;6;38;2
2019-10-10 19:30:00;43;49;29;15;0;11;69;39;3;42;2
2019-10-10 19:45:00;47;51;30;3;0;5;72;54;3;45;0
2019-10-10 20:00:00;40;48;33;6;0;7;77;40;4;39;1
2019-10-10 20:15:00;41;40;27;7;0;7;65;42;2;47;0
2019-10-10 20:30:00;12;37;25;5;0;6;54;26;3;20;1
2019-10-10 20:45:00;26;28;17;6;0;3;57;44;1;24;1
2019-10-10 21:00:00;29;30;16;3;0;3;88;81;1;26;2
2019-10-10 21:15:00;24;37;20;4;0;7;92;71;0;17;0
2019-10-10 21:30:00;24;32;18;8;0;7;65;45;2;30;1
2019-10-10 21:45:00;27;59;49;1;0;0;33;15;0;23;0
2019-10-10 22:00:00;46;81;66;7;0;6;48;25;0;36;1
2019-10-10 22:15:00;38;69;31;6;0;5;39;34;2;40;0
