DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-03-01 00:00:00;22;43;0;10;17;8;10;12;1;0;0;0;0;0
2020-03-01 00:15:00;19;29;1;18;20;10;7;19;7;0;2;0;0;0
2020-03-01 00:30:00;21;31;0;11;20;8;9;10;4;0;0;0;0;0
2020-03-01 00:45:00;22;35;0;17;23;9;12;15;3;0;0;0;0;0
2020-03-01 01:00:00;17;27;0;14;25;13;11;8;6;2;0;0;0;0
2020-03-01 01:15:00;13;18;0;19;24;8;6;9;7;0;0;0;0;0
2020-03-01 01:30:00;12;17;0;15;23;10;8;18;4;0;0;0;0;0
2020-03-01 01:45:00;14;14;0;16;15;7;7;10;3;0;0;0;0;0
2020-03-01 02:00:00;12;17;0;6;10;4;3;3;3;0;0;0;0;0
2020-03-01 02:15:00;9;14;0;11;15;6;7;9;5;0;0;0;0;0
2020-03-01 02:30:00;9;13;0;8;12;7;6;10;7;0;0;0;0;0
2020-03-01 02:45:00;10;8;0;5;11;7;7;16;6;0;0;0;0;0
2020-03-01 03:00:00;4;12;0;6;16;12;5;7;2;0;0;0;0;0
2020-03-01 03:15:00;8;12;1;9;11;4;6;6;5;0;0;0;0;0
2020-03-01 03:30:00;8;10;0;6;7;6;1;5;2;0;0;0;0;0
2020-03-01 03:45:00;5;9;0;4;10;8;0;1;1;0;0;0;0;0
2020-03-01 04:00:00;2;3;0;1;8;1;3;8;1;0;0;0;0;0
2020-03-01 04:15:00;10;8;0;5;6;2;1;6;2;0;0;0;0;0
2020-03-01 04:30:00;7;7;0;4;10;1;2;3;3;0;1;0;0;0
2020-03-01 04:45:00;7;14;0;10;11;2;2;5;1;0;0;0;0;0
2020-03-01 05:00:00;4;9;0;9;21;5;3;2;0;0;0;0;0;0
2020-03-01 05:15:00;10;16;0;4;11;4;3;5;2;0;0;0;0;0
