DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-07-11 00:00:00;13;1;0;0;0;0;0;0;0;0;10
2020-07-11 00:15:00;10;3;0;0;0;0;0;0;0;0;9
2020-07-11 00:30:00;6;0;0;0;0;0;0;0;0;0;14
2020-07-11 00:45:00;7;1;1;0;0;0;0;0;0;0;13
2020-07-11 01:00:00;8;1;1;1;0;0;0;0;0;0;9
2020-07-11 01:15:00;5;0;0;0;0;0;0;0;0;1;7
2020-07-11 01:30:00;1;1;0;0;0;0;0;0;0;0;7
2020-07-11 01:45:00;4;1;0;0;1;0;1;0;0;0;4
2020-07-11 02:00:00;2;0;0;0;0;0;0;0;2;0;5
2020-07-11 02:15:00;7;0;0;1;0;0;0;0;0;0;4
2020-07-11 02:30:00;2;1;0;0;0;0;0;0;0;0;2
2020-07-11 02:45:00;3;0;0;0;0;0;0;0;0;0;6
2020-07-11 03:00:00;7;3;0;0;0;0;0;0;0;0;3
2020-07-11 03:15:00;6;3;0;0;0;0;0;0;0;0;3
2020-07-11 03:30:00;1;0;0;0;0;0;0;0;0;0;3
2020-07-11 03:45:00;4;0;0;0;0;0;0;0;0;0;2
2020-07-11 04:00:00;3;0;0;0;0;0;0;0;0;0;3
2020-07-11 04:15:00;3;0;0;0;0;0;0;0;0;0;4
2020-07-11 04:30:00;3;0;0;0;0;0;0;0;0;0;5
2020-07-11 04:45:00;4;0;1;1;0;0;0;0;0;0;6
2020-07-11 05:00:00;13;2;0;0;0;0;0;0;0;0;4
2020-07-11 05:15:00;16;3;4;4;3;1;2;0;0;1;10
2020-07-11 05:30:00;51;7;2;2;2;2;2;2;2;5;10
2020-07-11 05:45:00;87;16;0;0;13;6;15;7;11;1;46
2020-07-11 06:00:00;40;6;0;0;5;1;5;1;7;1;67
2020-07-11 06:15:00;9;2;0;0;1;2;1;2;5;0;19
2020-07-11 06:30:00;16;0;1;1;1;1;1;1;1;2;13
2020-07-11 06:45:00;8;1;0;0;1;0;1;0;1;1;11
2020-07-11 07:00:00;6;0;0;0;1;0;1;0;0;3;11
2020-07-11 07:15:00;10;0;4;4;2;1;2;1;0;0;7
2020-07-11 07:30:00;11;1;0;0;0;0;0;0;0;3;10
2020-07-11 07:45:00;10;0;3;3;3;0;3;0;0;0;10
2020-07-11 08:00:00;5;0;0;0;2;0;2;0;4;3;11
2020-07-11 08:15:00;12;6;0;0;1;0;1;0;0;1;19
2020-07-11 08:30:00;17;1;1;1;2;0;2;0;2;1;12
2020-07-11 08:45:00;16;2;0;0;2;0;1;0;0;0;13
2020-07-11 09:00:00;32;2;1;1;1;1;1;1;0;3;13
2020-07-11 09:15:00;31;5;0;0;2;1;2;1;0;2;14
2020-07-11 09:30:00;43;7;1;1;3;0;3;0;0;1;15
2020-07-11 09:45:00;54;5;0;0;2;1;2;1;0;1;13
2020-07-11 10:00:00;48;7;0;0;2;1;2;1;0;3;17
2020-07-11 10:15:00;55;9;0;0;2;0;2;0;0;0;24
2020-07-11 10:30:00;38;3;0;0;0;0;0;0;0;3;28
2020-07-11 10:45:00;53;5;0;0;2;0;2;0;0;0;29
2020-07-11 11:00:00;50;8;0;0;1;0;1;0;0;1;35
2020-07-11 11:15:00;59;8;0;0;3;1;3;1;1;1;33
2020-07-11 11:30:00;64;5;1;1;0;0;0;0;0;2;24
2020-07-11 11:45:00;49;7;1;0;5;1;5;1;1;0;35
2020-07-11 12:00:00;48;10;2;2;1;2;1;0;1;1;28
2020-07-11 12:15:00;47;4;1;1;1;0;1;0;1;0;32
2020-07-11 12:30:00;34;3;2;1;2;0;2;0;1;4;29
2020-07-11 12:45:00;47;10;0;0;3;0;3;0;1;0;37
2020-07-11 13:00:00;45;3;1;1;3;1;3;0;0;1;39
2020-07-11 13:15:00;59;14;1;1;2;0;2;0;0;1;40
2020-07-11 13:30:00;52;7;1;1;2;1;2;1;2;3;37
2020-07-11 13:45:00;47;3;1;1;3;0;3;0;2;2;54
2020-07-11 14:00:00;41;5;0;0;4;0;4;0;1;3;39
2020-07-11 14:15:00;59;13;0;1;2;1;2;1;2;1;53
2020-07-11 14:30:00;69;13;1;0;5;0;5;0;7;2;57
2020-07-11 14:45:00;42;3;1;1;2;0;2;0;0;0;49
2020-07-11 15:00:00;48;9;0;0;3;0;3;0;1;2;43
2020-07-11 15:15:00;46;8;0;0;2;0;2;0;2;1;39
2020-07-11 15:30:00;48;6;0;0;0;0;0;0;1;1;55
2020-07-11 15:45:00;39;2;1;1;3;1;4;0;1;1;52
2020-07-11 16:00:00;42;6;1;1;2;0;2;0;0;3;38
2020-07-11 16:15:00;49;6;0;0;1;0;1;0;0;1;43
2020-07-11 16:30:00;50;7;0;0;5;1;6;1;0;3;40
2020-07-11 16:45:00;40;6;0;1;2;0;2;0;1;1;42
2020-07-11 17:00:00;42;9;1;1;2;0;2;0;0;4;42
2020-07-11 17:15:00;45;4;0;0;4;0;4;0;0;0;51
2020-07-11 17:30:00;35;1;0;0;2;0;1;0;0;2;38
2020-07-11 17:45:00;45;2;0;0;4;1;4;0;1;2;38
2020-07-11 18:00:00;29;4;0;0;3;0;3;0;1;3;42
2020-07-11 18:15:00;38;6;1;1;2;0;2;0;0;1;43
2020-07-11 18:30:00;26;5;0;0;1;0;1;0;0;0;36
2020-07-11 18:45:00;39;8;0;0;2;0;2;0;0;1;31
2020-07-11 19:00:00;31;5;1;1;2;1;2;0;0;1;31
2020-07-11 19:15:00;28;4;0;0;1;0;1;0;1;2;48
2020-07-11 19:30:00;17;2;1;1;1;0;1;0;0;1;30
