DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-01-27 00:00:00;5;7;0;2;4;5;6;4;6;1;0;0
2020-01-27 00:15:00;11;7;0;0;0;6;5;4;3;0;0;0
2020-01-27 00:30:00;3;5;0;0;1;7;8;3;3;3;0;0
2020-01-27 00:45:00;2;3;0;1;0;5;6;2;2;2;0;0
2020-01-27 01:00:00;6;3;0;0;0;2;5;2;1;0;0;0
2020-01-27 01:15:00;3;3;1;0;3;6;5;2;1;0;0;0
2020-01-27 01:30:00;2;2;0;1;2;6;2;1;1;2;0;0
2020-01-27 01:45:00;4;1;0;0;2;3;3;1;3;2;0;0
2020-01-27 02:00:00;2;3;0;0;2;6;8;1;2;0;0;0
2020-01-27 02:15:00;1;3;0;1;1;3;3;2;2;0;0;0
2020-01-27 02:30:00;1;2;1;0;1;3;3;1;2;2;0;0
2020-01-27 02:45:00;5;2;0;1;1;1;1;1;3;0;0;0
2020-01-27 03:00:00;4;2;0;0;0;1;2;1;1;1;0;0
2020-01-27 03:15:00;1;0;0;0;0;1;2;1;3;0;0;0
2020-01-27 03:30:00;3;1;1;2;2;0;1;2;2;1;0;0
2020-01-27 03:45:00;6;4;1;2;2;3;3;3;2;1;0;0
2020-01-27 04:00:00;12;1;0;2;3;5;5;3;5;0;0;0
2020-01-27 04:15:00;5;5;0;2;1;7;5;1;5;0;0;0
2020-01-27 04:30:00;13;6;1;4;5;7;7;6;5;2;0;0
2020-01-27 04:45:00;15;5;0;3;3;6;17;11;9;5;0;0
2020-01-27 05:00:00;19;7;0;6;7;28;20;6;13;4;0;0
2020-01-27 05:15:00;39;19;4;7;12;47;30;9;28;5;0;0
2020-01-27 05:30:00;48;23;1;7;7;46;51;19;54;12;1;0
2020-01-27 05:45:00;47;26;2;5;9;67;73;25;34;9;2;3
2020-01-27 06:00:00;42;24;2;4;7;62;69;29;36;10;6;0
2020-01-27 06:15:00;53;31;3;3;10;95;104;49;48;22;5;59
2020-01-27 06:30:00;64;41;0;14;13;141;151;54;62;30;5;10
2020-01-27 06:45:00;67;44;4;21;25;154;155;65;84;23;5;12
2020-01-27 07:00:00;63;28;3;21;26;200;177;90;76;32;1;21
2020-01-27 07:15:00;70;39;3;28;29;223;169;110;60;31;5;23
2020-01-27 07:30:00;90;54;9;22;28;218;133;108;95;21;3;5
2020-01-27 07:45:00;99;51;10;14;20;181;116;96;93;24;4;69
2020-01-27 08:00:00;69;47;9;15;21;153;122;79;80;26;6;9
