DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-08-09 00:00:00;14;2;0;9;7;10;5;0;1
2019-08-09 00:15:00;14;2;4;11;3;4;4;0;2
2019-08-09 00:30:00;7;5;4;3;2;3;2;0;4
2019-08-09 00:45:00;3;1;3;10;2;5;4;0;1
2019-08-09 01:00:00;9;2;1;3;2;5;4;0;2
2019-08-09 01:15:00;6;6;4;10;1;4;1;0;1
2019-08-09 01:30:00;3;2;2;11;3;7;5;0;2
2019-08-09 01:45:00;4;3;3;6;2;2;1;0;5
2019-08-09 02:00:00;4;1;1;9;1;6;4;0;0
2019-08-09 02:15:00;2;3;0;6;1;1;2;0;6
2019-08-09 02:30:00;5;2;1;6;2;3;2;0;3
2019-08-09 02:45:00;3;1;0;5;0;0;0;0;3
2019-08-09 03:00:00;1;1;0;2;2;4;1;0;5
2019-08-09 03:15:00;1;0;2;5;2;2;1;0;2
2019-08-09 03:30:00;3;1;1;7;3;2;0;0;1
2019-08-09 03:45:00;3;0;0;4;1;3;2;0;0
2019-08-09 04:00:00;2;0;1;9;3;2;0;0;3
2019-08-09 04:15:00;9;1;1;11;4;7;4;0;3
2019-08-09 04:30:00;6;4;1;8;0;4;4;0;6
2019-08-09 04:45:00;5;5;1;10;6;6;2;0;4
2019-08-09 05:00:00;11;3;1;17;11;8;2;0;2
2019-08-09 05:15:00;22;13;1;18;13;19;14;0;7
2019-08-09 05:30:00;34;27;3;29;23;25;28;0;2
2019-08-09 05:45:00;33;22;6;46;40;44;49;0;13
2019-08-09 06:00:00;21;17;3;53;39;48;33;0;10
2019-08-09 06:15:00;33;19;5;38;35;48;60;0;14
2019-08-09 06:30:00;30;32;6;29;26;65;71;0;13
2019-08-09 06:45:00;40;27;8;36;34;85;112;0;13
2019-08-09 07:00:00;29;22;3;27;14;71;73;0;11
2019-08-09 07:15:00;37;30;9;30;22;81;85;0;18
2019-08-09 07:30:00;34;37;13;34;26;83;84;0;18
2019-08-09 07:45:00;42;36;5;36;33;96;76;0;22
2019-08-09 08:00:00;47;24;12;34;18;66;56;0;12
2019-08-09 08:15:00;57;24;9;40;27;58;69;0;15
2019-08-09 08:30:00;47;33;11;43;34;66;73;0;20
2019-08-09 08:45:00;47;41;18;46;34;58;64;0;14
2019-08-09 09:00:00;44;29;10;47;35;55;41;0;13
2019-08-09 09:15:00;43;36;15;48;28;63;64;0;18
2019-08-09 09:30:00;56;46;13;46;40;57;61;0;24
2019-08-09 09:45:00;57;40;13;48;51;58;56;0;20
2019-08-09 10:00:00;59;34;18;53;56;43;54;0;32
2019-08-09 10:15:00;58;37;20;60;64;52;64;0;19
2019-08-09 10:30:00;48;39;13;63;45;47;47;0;19
2019-08-09 10:45:00;52;34;14;49;50;60;66;0;22
2019-08-09 11:00:00;76;65;9;51;47;56;68;0;24
2019-08-09 11:15:00;54;47;9;50;55;51;54;0;25
2019-08-09 11:30:00;70;61;14;60;58;49;59;0;18
2019-08-09 11:45:00;66;47;16;61;64;50;48;0;18
2019-08-09 12:00:00;68;55;14;72;71;57;62;0;19
2019-08-09 12:15:00;84;72;16;72;77;53;66;0;22
2019-08-09 12:30:00;70;54;17;82;85;56;73;0;19
2019-08-09 12:45:00;80;82;8;86;76;69;61;0;17
2019-08-09 13:00:00;69;56;13;74;72;57;74;0;25
2019-08-09 13:15:00;95;79;8;88;89;65;68;0;21
2019-08-09 13:30:00;95;70;12;72;82;60;55;0;21
2019-08-09 13:45:00;79;61;17;75;81;65;65;0;24
2019-08-09 14:00:00;84;68;11;76;80;66;81;0;27
2019-08-09 14:15:00;73;61;11;91;103;49;69;0;18
2019-08-09 14:30:00;82;70;18;96;96;67;60;0;17
2019-08-09 14:45:00;83;83;5;97;72;64;52;0;10
2019-08-09 15:00:00;77;56;16;89;79;81;74;0;18
2019-08-09 15:15:00;73;64;21;91;70;68;56;0;23
2019-08-09 15:30:00;82;83;17;78;64;56;60;0;15
2019-08-09 15:45:00;77;53;10;62;63;56;42;0;15
2019-08-09 16:00:00;75;55;18;73;65;81;59;0;14
2019-08-09 16:15:00;77;60;15;69;65;74;58;0;24
2019-08-09 16:30:00;86;57;19;70;63;77;70;0;21
2019-08-09 16:45:00;87;47;13;66;63;76;67;0;25
2019-08-09 17:00:00;79;50;20;55;44;59;59;0;24
2019-08-09 17:15:00;85;57;14;62;62;60;56;0;30
2019-08-09 17:30:00;59;48;11;67;54;67;55;0;26
2019-08-09 17:45:00;51;27;18;59;42;62;56;0;20
2019-08-09 18:00:00;63;59;9;55;46;74;68;0;28
2019-08-09 18:15:00;62;56;15;73;45;64;67;0;23
2019-08-09 18:30:00;52;25;16;60;44;65;73;0;21
2019-08-09 18:45:00;43;40;13;44;40;69;68;0;13
2019-08-09 19:00:00;44;24;15;35;23;58;48;0;16
2019-08-09 19:15:00;46;30;11;46;34;54;45;0;13
2019-08-09 19:30:00;42;27;8;38;32;45;43;0;14
2019-08-09 19:45:00;33;19;6;34;19;50;50;0;7
2019-08-09 20:00:00;37;24;11;29;25;63;56;0;12
2019-08-09 20:15:00;36;24;12;41;29;49;38;0;9
2019-08-09 20:30:00;35;22;6;25;13;43;34;0;11
2019-08-09 20:45:00;28;22;2;22;10;40;30;0;10
2019-08-09 21:00:00;26;17;14;27;15;30;20;0;6
2019-08-09 21:15:00;36;19;4;28;15;29;22;0;6
2019-08-09 21:30:00;31;14;6;27;19;35;33;0;4
2019-08-09 21:45:00;28;14;5;47;35;23;22;0;7
2019-08-09 22:00:00;29;9;5;45;39;27;22;0;2
2019-08-09 22:15:00;17;10;10;26;16;22;20;0;5
2019-08-09 22:30:00;30;18;7;19;12;25;19;0;6
2019-08-09 22:45:00;25;18;7;19;10;20;13;0;5
2019-08-09 23:00:00;24;14;12;16;11;21;11;0;5
2019-08-09 23:15:00;28;14;12;22;10;11;10;0;4
2019-08-09 23:30:00;31;13;7;10;10;15;1;0;5
2019-08-09 23:45:00;35;11;6;6;9;16;11;0;3
