DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-02-17 00:00:00;8;6;2;0;5;2;0;1;3;1;2;0;0;9;6;0;0;0;0;0;0;0;0
2020-02-17 00:15:00;5;4;0;1;12;8;0;0;0;1;1;3;3;6;14;0;0;0;0;0;0;0;0
2020-02-17 00:30:00;8;12;0;2;8;2;0;1;4;1;1;0;0;12;9;0;0;0;0;0;0;0;0
2020-02-17 00:45:00;6;5;0;1;7;5;0;0;0;0;0;1;1;8;9;0;0;0;0;0;0;0;0
2020-02-17 01:00:00;6;4;1;2;2;8;0;1;0;0;0;0;0;9;6;0;0;0;0;0;0;0;0
2020-02-17 01:15:00;14;10;0;0;5;4;0;3;2;0;0;0;0;15;8;0;0;0;0;0;0;0;0
2020-02-17 01:30:00;4;8;0;1;8;7;0;2;3;1;1;0;0;6;10;0;0;0;0;0;0;0;0
2020-02-17 01:45:00;8;2;0;0;11;8;0;0;1;0;0;0;0;9;14;0;0;0;0;0;0;0;0
2020-02-17 02:00:00;2;3;0;0;3;4;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0
2020-02-17 02:15:00;5;4;1;1;6;12;3;0;1;0;0;1;1;6;9;0;0;0;0;0;0;0;0
2020-02-17 02:30:00;2;5;0;0;1;1;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0
2020-02-17 02:45:00;2;3;0;1;3;4;0;1;1;1;1;0;0;2;5;0;0;0;0;0;0;0;0
2020-02-17 03:00:00;5;1;3;1;5;7;2;0;1;0;0;0;0;6;7;0;0;0;0;0;0;0;0
2020-02-17 03:15:00;3;7;1;0;7;6;3;0;0;0;0;0;0;3;9;0;0;0;0;0;0;0;0
2020-02-17 03:30:00;5;2;0;1;5;2;2;0;1;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-02-17 03:45:00;5;5;1;0;12;5;1;3;2;0;0;0;0;7;13;0;0;0;0;0;0;0;0
2020-02-17 04:00:00;6;5;2;1;7;6;1;1;1;0;0;1;1;7;8;0;0;0;0;0;0;0;0
2020-02-17 04:15:00;4;7;0;1;8;9;1;1;3;2;1;0;0;6;13;0;0;0;0;0;0;0;0
2020-02-17 04:30:00;16;13;0;0;11;11;0;2;0;0;0;1;1;18;19;0;0;0;0;0;0;0;0
2020-02-17 04:45:00;31;21;0;7;12;13;2;4;3;0;1;3;2;36;16;0;0;0;0;0;0;0;0
2020-02-17 05:00:00;59;49;3;11;24;23;4;11;9;3;3;0;0;69;36;0;0;0;0;0;0;0;0
2020-02-17 05:15:00;86;99;1;8;33;18;3;17;10;7;3;1;1;121;43;0;0;0;0;0;0;0;0
2020-02-17 05:30:00;84;91;3;10;31;32;11;19;12;5;6;1;3;98;50;0;1;0;0;5;0;0;0
2020-02-17 05:45:00;70;98;3;11;32;29;4;12;10;9;10;3;3;98;43;0;0;0;0;0;0;0;0
2020-02-17 06:00:00;77;97;4;14;48;44;9;15;7;3;8;7;7;102;68;0;7;0;0;0;0;0;0
2020-02-17 06:15:00;112;136;1;18;36;56;6;26;13;14;19;5;5;133;73;0;0;0;0;0;0;0;0
2020-02-17 06:30:00;112;132;7;26;55;67;14;38;17;14;11;14;14;134;85;0;0;0;0;0;0;0;0
2020-02-17 06:45:00;155;155;8;38;74;85;11;23;23;10;13;9;7;167;122;0;0;0;0;0;8;0;0
2020-02-17 07:00:00;166;183;3;34;60;57;8;45;15;11;11;10;10;183;83;0;42;0;0;0;0;0;3
2020-02-17 07:15:00;156;186;6;57;90;87;19;50;33;18;19;15;12;150;113;0;0;0;0;0;0;0;0
2020-02-17 07:30:00;164;209;7;56;100;120;14;50;42;19;22;29;25;144;121;1;5;0;0;0;1;0;0
2020-02-17 07:45:00;161;169;9;55;109;125;25;47;48;29;35;19;25;153;140;0;0;0;0;0;0;0;0
2020-02-17 08:00:00;137;179;13;38;89;110;15;51;30;22;21;18;17;162;108;1;0;0;0;0;0;0;3
2020-02-17 08:15:00;138;145;13;26;80;98;16;51;27;10;13;11;13;148;125;0;0;0;0;0;0;0;0
2020-02-17 08:30:00;125;139;7;25;89;118;7;33;26;11;12;19;16;143;120;0;0;5;0;0;0;0;2
2020-02-17 08:45:00;115;131;10;38;95;107;7;38;23;12;10;8;7;157;129;0;0;0;0;0;0;0;0
2020-02-17 09:00:00;129;134;9;25;86;88;6;38;33;14;19;12;13;165;112;0;2;0;0;0;0;0;0
